LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM
E01029057,Mendip 001E,18875.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01035122,South Somerset 011F,,South Somerset,Urban,NHS Somerset Integrated Care Board
E01035121,South Somerset 011E,,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029254,South Somerset 011D,30936.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029252,South Somerset 011B,27699.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029251,South Somerset 012D,22178.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029199,South Somerset 006D,18785.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029211,South Somerset 002E,17995.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029210,South Somerset 002D,23643.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029019,Mendip 013A,22120.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029059,Mendip 013B,17003.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029228,South Somerset 005C,19167.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029229,South Somerset 005D,14686.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029221,South Somerset 001C,16157.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029058,Mendip 010E,16390.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029053,Mendip 001D,14474.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029040,Mendip 007F,16465.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029037,Mendip 007C,11348.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029039,Mendip 007E,18737.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029041,Mendip 004B,11822.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029077,Mendip 013C,16758.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029028,Mendip 010D,22078.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029063,Mendip 009B,22417.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029067,Mendip 009E,13354.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029066,Mendip 009D,14683.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029062,Mendip 009A,9046.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029065,Mendip 009C,28294.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029064,Mendip 006C,19773.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029018,Mendip 006A,20836.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029024,Mendip 002A,28359.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029158,South Somerset 001B,22796.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029157,South Somerset 001A,18860.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029027,Mendip 010C,22531.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029021,Mendip 010B,18976.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029020,Mendip 010A,17294.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029025,Mendip 002B,12633.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01035107,Mendip 002F,,Mendip,Rural,NHS Somerset Integrated Care Board
E01035107,Mendip 002F,,Mendip,Rural,NHS Somerset Integrated Care Board
E01029068,Mendip 002D,14759.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029081,Mendip 008D,13597.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029080,Mendip 008C,19038.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029078,Mendip 008A,19787.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029079,Mendip 008B,10764.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029084,Mendip 006D,18428.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029082,Mendip 008E,30250.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029083,Mendip 005D,31364.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01035108,Mendip 005E,,Mendip,Rural,NHS Somerset Integrated Care Board
E01029056,Mendip 006B,20696.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029220,South Somerset 024C,23130.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029219,South Somerset 024B,17493.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029176,South Somerset 022D,24506.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029170,South Somerset 023A,9042.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029169,South Somerset 022A,18488.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029182,South Somerset 021A,26023.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029183,South Somerset 021B,13678.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029186,South Somerset 021E,9383.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029185,South Somerset 021D,14011.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029230,South Somerset 024D,11981.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029184,South Somerset 021C,23896.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029190,South Somerset 017B,25401.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029189,South Somerset 017A,17398.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029213,South Somerset 017F,15581.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029212,South Somerset 017E,21681.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029181,South Somerset 020D,20185.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029191,South Somerset 017C,17263.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029159,South Somerset 018A,29219.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01035124,South Somerset 012F,,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029215,South Somerset 017H,15567.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029245,South Somerset 016B,22008.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01035125,South Somerset 015E,,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029239,South Somerset 015C,4833.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029240,South Somerset 015D,16475.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029246,South Somerset 016C,22147.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029162,South Somerset 013B,21308.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029249,South Somerset 016D,9912.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029232,South Somerset 015A,12532.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029231,South Somerset 014A,14813.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029248,South Somerset 012B,7522.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029236,South Somerset 014D,3703.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029233,South Somerset 014B,7929.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029250,South Somerset 012C,20099.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029238,South Somerset 011A,12489.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029247,South Somerset 013C,2923.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01035123,South Somerset 012E,,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029161,South Somerset 013A,17988.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029235,South Somerset 014C,12359.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029237,South Somerset 014E,5651.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029255,South Somerset 013D,14961.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029173,South Somerset 022C,14819.0,South Somerset,Urban,NHS Somerset Integrated Care Board
E01029195,South Somerset 019C,16532.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029208,South Somerset 019D,14931.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029194,South Somerset 019B,26193.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029193,South Somerset 019A,13594.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029196,South Somerset 007C,12790.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029197,South Somerset 007D,13240.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029279,Somerset West and Taunton 009E,14736.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029139,Sedgemoor 012D,17448.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029138,Sedgemoor 012C,20916.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029217,South Somerset 010C,16731.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029216,South Somerset 010B,22143.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029218,South Somerset 010D,17282.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029204,South Somerset 009C,23255.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029163,South Somerset 010A,14659.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029188,South Somerset 007B,24761.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029187,South Somerset 007A,9776.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029201,South Somerset 004B,23166.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029200,South Somerset 004A,11128.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029222,South Somerset 004C,15742.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029192,South Somerset 017D,22400.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029202,South Somerset 009A,10461.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029205,South Somerset 009D,27404.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029214,South Somerset 017G,19589.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029203,South Somerset 009B,23832.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029198,South Somerset 006C,27496.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029223,South Somerset 004D,20433.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029226,South Somerset 003C,15371.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029225,South Somerset 003B,22829.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029224,South Somerset 003A,19082.0,South Somerset,Rural,NHS Somerset Integrated Care Board
E01029074,Mendip 012D,30860.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029076,Mendip 012E,27490.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029075,Mendip 014E,12578.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029073,Mendip 014D,16028.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029070,Mendip 014A,20798.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029071,Mendip 014B,14362.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029072,Mendip 014C,9460.0,Mendip,Urban,NHS Somerset Integrated Care Board
E01029051,Mendip 011E,16348.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01032627,Mendip 011F,9271.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029046,Mendip 011A,3233.0,Mendip,Rural,NHS Somerset Integrated Care Board
E01029328,Somerset West and Taunton 005B,9685.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029338,Somerset West and Taunton 005C,9267.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029325,Somerset West and Taunton 005A,9081.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029322,Somerset West and Taunton 002A,15208.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029324,Somerset West and Taunton 001A,14278.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029336,Somerset West and Taunton 002D,13027.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029331,Somerset West and Taunton 002B,17547.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029294,Somerset West and Taunton 008C,24813.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029257,Somerset West and Taunton 012B,14444.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029285,Somerset West and Taunton 011A,17023.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029292,Somerset West and Taunton 014D,1504.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029289,Somerset West and Taunton 011D,15724.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029291,Somerset West and Taunton 008B,5809.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029293,Somerset West and Taunton 014E,1344.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029288,Somerset West and Taunton 011C,18758.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029273,Somerset West and Taunton 009B,26962.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029300,Somerset West and Taunton 011F,17556.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029299,Somerset West and Taunton 011E,6868.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029287,Somerset West and Taunton 011B,16288.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029317,Somerset West and Taunton 008D,16474.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029290,Somerset West and Taunton 007C,18047.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01032652,Somerset West and Taunton 012E,17466.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029297,Somerset West and Taunton 010A,2086.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029298,Somerset West and Taunton 010B,10565.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029277,Somerset West and Taunton 012C,21156.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029276,Somerset West and Taunton 007A,22604.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029319,Somerset West and Taunton 007E,23209.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01032651,Somerset West and Taunton 012D,27215.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029304,Somerset West and Taunton 010C,5559.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029306,Somerset West and Taunton 007D,16167.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01035128,Somerset West and Taunton 008F,,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029305,Somerset West and Taunton 010D,15728.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029307,Somerset West and Taunton 010E,5246.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029260,Somerset West and Taunton 006C,29095.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01035127,Somerset West and Taunton 008E,,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029278,Somerset West and Taunton 007B,21187.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029258,Somerset West and Taunton 006A,26934.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029313,Somerset West and Taunton 018C,14357.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board
E01029262,Somerset West and Taunton 017A,20626.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029321,Somerset West and Taunton 013C,18247.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029267,Somerset West and Taunton 013A,18393.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029320,Somerset West and Taunton 013B,16639.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029268,Somerset West and Taunton 006D,15415.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029327,Somerset West and Taunton 004A,12427.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029335,Somerset West and Taunton 004B,10163.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029343,Somerset West and Taunton 004E,11690.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01029326,Somerset West and Taunton 003A,9483.0,Somerset West and Taunton,Rural,NHS Somerset Integrated Care Board
E01035118,Sedgemoor 014I,,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01035117,Sedgemoor 014H,,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029097,Sedgemoor 013A,5555.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029101,Sedgemoor 014A,13581.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029099,Sedgemoor 013C,3598.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029100,Sedgemoor 013D,2820.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01035116,Sedgemoor 010G,,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029098,Sedgemoor 013B,3428.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029094,Sedgemoor 009A,14565.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029105,Sedgemoor 013E,3394.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029104,Sedgemoor 011C,30506.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029108,Sedgemoor 010D,14598.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029107,Sedgemoor 008D,3224.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029102,Sedgemoor 011A,12692.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029095,Sedgemoor 009B,5001.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029112,Sedgemoor 009E,4643.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029092,Sedgemoor 010C,22441.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029093,Sedgemoor 008A,6806.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029106,Sedgemoor 008C,1246.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01035115,Sedgemoor 010F,,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029111,Sedgemoor 009D,10012.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01032634,Sedgemoor 011G,29800.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029110,Sedgemoor 009C,6288.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01032631,Sedgemoor 011E,19204.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029091,Sedgemoor 010B,16436.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029109,Sedgemoor 008E,3850.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029096,Sedgemoor 008B,7002.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01032632,Sedgemoor 011F,19326.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01035114,Sedgemoor 010E,,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029145,Sedgemoor 006C,24393.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029135,Sedgemoor 006A,18390.0,Sedgemoor,Rural,NHS Somerset Integrated Care Board
E01029131,Sedgemoor 005B,4407.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029132,Sedgemoor 005C,1133.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029134,Sedgemoor 005E,9859.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029133,Sedgemoor 005D,16433.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01035113,Sedgemoor 002I,,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029118,Sedgemoor 005A,18896.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
E01029117,Sedgemoor 004C,7058.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board
