LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM
E01022357,Stroud 004C,26825.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022401,Stroud 005B,20634.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022217,Cotswold 011C,28186.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022218,Cotswold 011D,16176.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022384,Stroud 010D,27018.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022383,Stroud 010C,15382.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022366,Stroud 008A,32746.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022368,Stroud 008C,30406.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022409,Stroud 007E,22613.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022369,Stroud 008D,27148.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022410,Stroud 006C,17775.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022391,Stroud 002C,21708.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board
E01022220,Cotswold 011F,31147.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01034789,Cotswold 011G,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022193,Cotswold 008C,32483.0,Cotswold,Urban,NHS Gloucestershire Integrated Care Board
E01022219,Cotswold 011E,31773.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022176,Cotswold 011A,19110.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022367,Stroud 008B,32166.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022354,Stroud 002A,30711.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board
E01022392,Stroud 002D,20865.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board
E01034806,Tewkesbury 008E,,Tewkesbury,Rural,NHS Gloucestershire Integrated Care Board
E01022424,Tewkesbury 009D,10369.0,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board
E01022393,Stroud 007A,29138.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022408,Stroud 007D,25145.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022394,Stroud 007B,27857.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022395,Stroud 007C,32160.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022356,Stroud 004B,25946.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022399,Stroud 006B,12028.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01034804,Stroud 006G,,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01034803,Stroud 006F,,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022358,Stroud 004D,12126.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022414,Stroud 006E,20336.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022359,Stroud 011A,29467.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022362,Stroud 011D,27225.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022364,Stroud 011F,7812.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022361,Stroud 011C,15242.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022363,Stroud 011E,26908.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022371,Stroud 009B,27749.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board
E01022398,Stroud 003D,21211.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board
E01022396,Stroud 003B,27296.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board
E01022397,Stroud 003C,22719.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board
E01022266,Forest of Dean 005D,14998.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022403,Stroud 005D,8511.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022402,Stroud 005C,23100.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022376,Stroud 003A,22721.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01034802,Stroud 001H,,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01034800,Stroud 001F,,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01034798,Gloucester 015L,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01034797,Gloucester 015K,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022379,Stroud 001B,18609.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022338,Gloucester 015D,17806.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01034796,Gloucester 015J,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022377,Stroud 004E,16307.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022411,Stroud 006D,23563.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022389,Stroud 004F,29798.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01034801,Stroud 001G,,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022345,Gloucester 012C,22101.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022320,Gloucester 011B,5681.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022319,Gloucester 011A,735.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022276,Gloucester 010A,27276.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022325,Gloucester 011F,11134.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022343,Gloucester 012A,17576.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022390,Stroud 002B,29192.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board
E01034810,Tewkesbury 009I,,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board
E01034799,Stroud 001E,,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01034809,Tewkesbury 009H,,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board
E01022281,Gloucester 010D,27709.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022421,Tewkesbury 009A,13002.0,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board
E01034808,Tewkesbury 009G,,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board
E01022307,Gloucester 010F,29388.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022306,Gloucester 010E,28208.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022423,Tewkesbury 009C,23915.0,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board
E01034795,Gloucester 015I,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022336,Gloucester 015B,22985.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01032933,Gloucester 015E,19164.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01032935,Gloucester 015G,17155.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022335,Gloucester 015A,24263.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022300,Gloucester 013B,23654.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022340,Gloucester 014B,26837.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022346,Gloucester 012D,2801.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022299,Gloucester 013A,19458.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022341,Gloucester 014C,19527.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022302,Gloucester 013D,21424.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022342,Gloucester 014D,29186.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022378,Stroud 001A,28483.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board
E01022339,Gloucester 014A,31070.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022301,Gloucester 013C,10026.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022344,Gloucester 012B,14347.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022333,Gloucester 009E,621.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022334,Gloucester 009F,15510.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022331,Gloucester 009D,10417.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01034794,Gloucester 004J,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022277,Gloucester 010B,20806.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022324,Gloucester 011E,3508.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022322,Gloucester 011D,3800.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022278,Gloucester 007A,24912.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022280,Gloucester 010C,24763.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022323,Gloucester 008C,2948.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022279,Gloucester 007B,24487.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022327,Gloucester 009B,16078.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022329,Gloucester 008E,2221.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022321,Gloucester 011C,14918.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022328,Gloucester 008D,5238.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022286,Gloucester 007F,7316.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022282,Gloucester 007C,29379.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022294,Gloucester 008B,7298.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022284,Gloucester 007D,6076.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022285,Gloucester 007E,5091.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022283,Gloucester 006A,29131.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022293,Gloucester 008A,6630.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022291,Gloucester 005D,3126.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022288,Gloucester 005A,5747.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022292,Gloucester 005E,5136.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022290,Gloucester 005C,5660.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022289,Gloucester 005B,4101.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01034793,Gloucester 004I,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01034792,Gloucester 004H,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022287,Gloucester 007G,19179.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022298,Gloucester 003D,25618.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01032937,Gloucester 004F,1579.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022312,Gloucester 002D,15803.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022311,Gloucester 002C,1456.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board
E01022209,Cotswold 009E,23758.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022204,Cotswold 009C,28090.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022202,Cotswold 009A,27919.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022215,Cotswold 005D,20284.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022181,Cotswold 003B,30353.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01034784,Cotswold 003F,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01034783,Cotswold 003E,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022179,Cotswold 001A,20381.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022210,Cotswold 009F,18487.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022208,Cotswold 009D,32453.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01034786,Cotswold 003H,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01034785,Cotswold 003G,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022177,Cotswold 002A,23544.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022178,Cotswold 002B,23165.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01034782,Cotswold 002G,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022205,Cotswold 002C,20167.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022211,Cotswold 002D,17850.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01034781,Cotswold 002F,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022183,Cotswold 001C,26611.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022184,Cotswold 001D,23491.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022185,Cotswold 001E,27252.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022413,Stroud 012D,23379.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board
E01022353,Stroud 012C,27195.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board
E01022352,Stroud 012B,26809.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board
E01022227,Forest of Dean 009B,15469.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022226,Forest of Dean 009A,20516.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022254,Forest of Dean 009C,7508.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022256,Forest of Dean 009E,7578.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022257,Forest of Dean 009F,25939.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022273,Forest of Dean 010C,20570.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022272,Forest of Dean 010B,14533.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022275,Forest of Dean 010E,25662.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022274,Forest of Dean 010D,21394.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022248,Forest of Dean 010A,20051.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022263,Forest of Dean 006C,18596.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022351,Stroud 012A,16677.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board
E01022255,Forest of Dean 009D,26118.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022228,Forest of Dean 005A,11980.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022250,Forest of Dean 004G,13345.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022249,Forest of Dean 004F,17244.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022265,Forest of Dean 005C,12901.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022239,Forest of Dean 004D,20616.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022236,Forest of Dean 004A,17472.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022237,Forest of Dean 004B,7412.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022230,Forest of Dean 005B,21053.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022264,Forest of Dean 008C,17156.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022246,Forest of Dean 007G,25678.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022245,Forest of Dean 007F,8784.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022243,Forest of Dean 007D,10684.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022242,Forest of Dean 007C,11140.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022241,Forest of Dean 007B,12384.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022244,Forest of Dean 007E,15827.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022229,Forest of Dean 007A,19336.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022234,Forest of Dean 006A,22048.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022231,Forest of Dean 008A,15159.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022268,Forest of Dean 008D,15477.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022232,Forest of Dean 008B,20686.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022269,Forest of Dean 008E,21693.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022238,Forest of Dean 004C,2729.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022240,Forest of Dean 004E,10767.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022253,Forest of Dean 006B,18083.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022252,Forest of Dean 003B,20170.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022251,Forest of Dean 003A,11666.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022260,Forest of Dean 003E,16756.0,Forest of Dean,Urban,NHS Gloucestershire Integrated Care Board
E01022235,Forest of Dean 001B,18274.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022271,Forest of Dean 001E,17928.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022261,Forest of Dean 002A,18505.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022262,Forest of Dean 002B,17693.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022267,Forest of Dean 002C,17672.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022270,Forest of Dean 001D,13419.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022233,Forest of Dean 001A,17484.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board
E01022221,Cotswold 010A,23045.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022201,Cotswold 004C,19046.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022454,Tewkesbury 008C,18412.0,Tewkesbury,Rural,NHS Gloucestershire Integrated Care Board
E01022114,Cheltenham 014B,32080.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022129,Cheltenham 015B,28624.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022128,Cheltenham 015A,32554.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022171,Cheltenham 013E,32750.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022172,Cheltenham 013F,31317.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022110,Cheltenham 012E,25505.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022113,Cheltenham 014A,32366.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022191,Cotswold 008A,26135.0,Cotswold,Urban,NHS Gloucestershire Integrated Care Board
E01022195,Cotswold 007B,29283.0,Cotswold,Urban,NHS Gloucestershire Integrated Care Board
E01022197,Cotswold 006E,32405.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022187,Cotswold 004B,17866.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board
E01022109,Cheltenham 012D,32114.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022112,Cheltenham 012G,32615.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022105,Cheltenham 012C,32797.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01034779,Cheltenham 012H,,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022132,Cheltenham 006B,7564.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022145,Cheltenham 002C,29383.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022130,Cheltenham 015C,31772.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022118,Cheltenham 014D,32823.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022111,Cheltenham 012F,31092.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022174,Cheltenham 011E,28374.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022138,Cheltenham 011D,32426.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022119,Cheltenham 009C,31131.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022115,Cheltenham 014C,29524.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022135,Cheltenham 011A,31126.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022137,Cheltenham 011C,29062.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022136,Cheltenham 011B,28125.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022170,Cheltenham 013D,32257.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022167,Cheltenham 013A,32319.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022169,Cheltenham 013C,18516.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022173,Cheltenham 013G,12924.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022168,Cheltenham 013B,31721.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022108,Cheltenham 010C,28455.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022107,Cheltenham 010B,28375.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022106,Cheltenham 010A,29879.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022148,Cheltenham 007A,15158.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022123,Cheltenham 010D,26238.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022104,Cheltenham 012B,27156.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022116,Cheltenham 009A,29292.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022117,Cheltenham 009B,20112.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022126,Cheltenham 009F,19287.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022125,Cheltenham 009E,28846.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022100,Cheltenham 008A,27851.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01034780,Cheltenham 012I,,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022124,Cheltenham 009D,10112.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022102,Cheltenham 008C,13914.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022127,Cheltenham 009G,22257.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022150,Cheltenham 007C,14693.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022156,Cheltenham 007E,12949.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022101,Cheltenham 008B,28494.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01034778,Cheltenham 007H,,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022149,Cheltenham 007B,10448.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022142,Cheltenham 008F,21958.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022133,Cheltenham 006C,5439.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022134,Cheltenham 006D,9522.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022153,Cheltenham 004D,9583.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01034777,Cheltenham 007G,,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022154,Cheltenham 004E,18375.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022155,Cheltenham 007D,16663.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022152,Cheltenham 004C,2368.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022141,Cheltenham 008E,25003.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022131,Cheltenham 006A,5117.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022151,Cheltenham 004B,12411.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022140,Cheltenham 008D,26381.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022157,Cheltenham 005D,6880.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022159,Cheltenham 005E,9418.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
E01022139,Cheltenham 004A,24320.0,Cheltenham,Urban,NHS Gloucestershire Integrated Care Board
