lsoa21cd,lsoa21nm,ICB23NM,total_population,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_plus
E01033285,"Bournemouth, Christchurch and Poole 038D",NHS Dorset Integrated Care Board,1360.53,61.06,46.81,38.67,52.92,162.82,215.73,177.06,153.66,121.09,78.36,62.07,42.74,34.6,34.6,29.51,27.48,12.21,9.16
E01015372,"Bournemouth, Christchurch and Poole 040B",NHS Dorset Integrated Care Board,2067.76,76.32,64.11,41.72,31.55,96.67,192.33,179.1,177.06,129.24,99.72,78.36,91.58,86.5,100.74,131.27,138.39,124.15,228.96
E01034277,"Bournemouth, Christchurch and Poole 041E",NHS Dorset Integrated Care Board,2483.96,55.97,43.76,29.51,828.33,572.91,195.38,181.13,128.22,96.67,71.23,60.04,43.76,51.9,29.51,25.44,33.58,17.3,19.33
E01033242,"Bournemouth, Christchurch and Poole 038C",NHS Dorset Integrated Care Board,1037.95,42.74,35.62,22.39,15.26,63.09,153.66,129.24,106.85,94.64,64.11,66.14,52.92,36.63,39.69,27.48,22.39,22.39,42.74
E01034273,"Bournemouth, Christchurch and Poole 038G",NHS Dorset Integrated Care Board,1251.65,42.74,27.48,25.44,39.69,201.48,297.14,168.92,102.78,80.39,52.92,51.9,41.72,34.6,12.21,23.4,19.33,10.18,19.33
E01015290,"Bournemouth, Christchurch and Poole 041C",NHS Dorset Integrated Care Board,2845.21,95.65,84.46,42.74,442.66,537.29,267.63,259.49,192.33,170.96,134.32,107.87,99.72,77.34,78.36,74.28,58.0,40.7,81.41
E01033286,"Bournemouth, Christchurch and Poole 040C",NHS Dorset Integrated Care Board,1153.96,49.86,48.84,29.51,28.49,80.39,112.95,127.2,117.02,79.37,76.32,69.2,58.0,52.92,55.97,41.72,53.93,38.67,33.58
E01034272,"Bournemouth, Christchurch and Poole 038F",NHS Dorset Integrated Care Board,1288.28,56.99,30.53,21.37,234.05,121.09,116.01,146.53,109.9,83.44,54.95,45.79,66.14,55.97,36.63,36.63,36.63,16.28,19.33
E01015289,"Bournemouth, Christchurch and Poole 041B",NHS Dorset Integrated Care Board,2037.24,106.85,85.48,63.09,41.72,185.2,206.57,222.85,215.73,160.78,107.87,106.85,114.99,86.5,78.36,82.43,66.14,45.79,60.04
E01033288,"Bournemouth, Christchurch and Poole 040D",NHS Dorset Integrated Care Board,1206.87,54.95,24.42,16.28,25.44,71.23,111.94,124.15,116.01,78.36,74.28,74.28,75.3,60.04,73.27,73.27,58.0,34.6,61.06
E01033283,"Bournemouth, Christchurch and Poole 037E",NHS Dorset Integrated Care Board,1219.08,50.88,34.6,26.46,17.3,66.14,90.57,103.8,129.24,92.6,60.04,75.3,79.37,75.3,71.23,70.21,50.88,43.76,81.41
E01015297,"Bournemouth, Christchurch and Poole 036B",NHS Dorset Integrated Care Board,1530.47,35.62,75.3,53.93,55.97,42.74,60.04,80.39,84.46,95.65,106.85,97.69,92.6,96.67,82.43,117.02,96.67,76.32,180.12
E01015366,"Bournemouth, Christchurch and Poole 036E",NHS Dorset Integrated Care Board,1836.77,44.77,42.74,53.93,64.11,100.74,117.02,118.04,119.06,107.87,93.62,127.2,137.38,113.97,127.2,155.69,93.62,104.81,114.99
E01033241,"Bournemouth, Christchurch and Poole 037D",NHS Dorset Integrated Care Board,1117.32,50.88,33.58,22.39,15.26,85.48,109.9,122.11,105.83,89.55,68.18,89.55,73.27,43.76,49.86,50.88,41.72,30.53,34.6
E01015272,"Bournemouth, Christchurch and Poole 035A",NHS Dorset Integrated Care Board,1906.98,70.21,97.69,102.78,107.87,77.34,102.78,84.46,111.94,124.15,109.9,113.97,139.41,130.25,128.22,128.22,102.78,67.16,107.87
E01015280,"Bournemouth, Christchurch and Poole 037B",NHS Dorset Integrated Care Board,2180.72,143.48,112.95,99.72,52.92,136.36,211.66,235.07,237.1,188.26,168.92,137.38,123.13,98.71,82.43,60.04,30.53,29.51,32.56
E01015279,"Bournemouth, Christchurch and Poole 037A",NHS Dorset Integrated Care Board,1960.92,94.64,93.62,83.44,59.02,161.8,195.38,222.85,210.64,143.48,160.78,141.45,128.22,90.57,56.99,45.79,24.42,17.3,30.53
E01034276,"Bournemouth, Christchurch and Poole 037G",NHS Dorset Integrated Care Board,1100.03,51.9,58.0,37.65,39.69,116.01,120.08,122.11,91.58,103.8,73.27,80.39,82.43,37.65,33.58,28.49,14.25,8.14,1.02
E01015365,"Bournemouth, Christchurch and Poole 036D",NHS Dorset Integrated Care Board,1657.67,73.27,77.34,99.72,54.95,128.22,119.06,128.22,133.31,127.2,110.92,124.15,141.45,90.57,79.37,71.23,41.72,30.53,26.46
E01015300,"Bournemouth, Christchurch and Poole 039E",NHS Dorset Integrated Care Board,1629.18,63.09,91.58,91.58,93.62,56.99,66.14,67.16,104.81,92.6,121.09,132.29,109.9,92.6,118.04,120.08,87.51,59.02,61.06
E01034275,"Bournemouth, Christchurch and Poole 037F",NHS Dorset Integrated Care Board,1127.5,73.27,40.7,48.84,28.49,64.11,87.51,118.04,119.06,99.72,97.69,94.64,75.3,63.09,48.84,35.62,19.33,8.14,5.09
E01015274,"Bournemouth, Christchurch and Poole 036A",NHS Dorset Integrated Care Board,1916.14,94.64,94.64,88.53,74.28,123.13,118.04,117.02,150.6,153.66,152.64,145.52,150.6,103.8,96.67,78.36,62.07,50.88,61.06
E01015275,"Bournemouth, Christchurch and Poole 035C",NHS Dorset Integrated Care Board,1703.46,65.13,85.48,93.62,61.06,160.78,126.18,134.32,123.13,128.22,110.92,116.01,109.9,104.81,85.48,82.43,49.86,28.49,37.65
E01015364,"Bournemouth, Christchurch and Poole 036C",NHS Dorset Integrated Care Board,1720.76,72.25,109.9,104.81,82.43,69.2,42.74,87.51,101.76,136.36,124.15,106.85,133.31,113.97,113.97,147.55,70.21,50.88,52.92
E01015281,"Bournemouth, Christchurch and Poole 037C",NHS Dorset Integrated Care Board,1855.08,87.51,98.71,96.67,93.62,119.06,123.13,179.1,162.82,153.66,153.66,124.15,147.55,108.88,80.39,56.99,34.6,15.26,19.33
E01015277,"Bournemouth, Christchurch and Poole 035E",NHS Dorset Integrated Care Board,2045.38,147.55,128.22,130.25,102.78,143.48,133.31,154.68,217.77,168.92,141.45,125.16,126.18,96.67,70.21,66.14,47.83,24.42,20.35
E01015273,"Bournemouth, Christchurch and Poole 035B",NHS Dorset Integrated Care Board,2204.12,131.27,126.18,121.09,124.15,169.94,195.38,174.01,184.19,172.99,165.87,144.5,144.5,114.99,64.11,85.48,36.63,26.46,22.39
E01015363,"Bournemouth, Christchurch and Poole 026E",NHS Dorset Integrated Care Board,1738.06,107.87,131.27,127.2,85.48,68.18,102.78,121.09,134.32,183.17,155.69,127.2,94.64,83.44,65.13,61.06,36.63,34.6,18.32
E01015299,"Bournemouth, Christchurch and Poole 039D",NHS Dorset Integrated Care Board,1831.68,73.27,130.25,99.72,70.21,72.25,66.14,87.51,118.04,132.29,142.46,111.94,104.81,128.22,111.94,107.87,98.71,70.21,105.83
E01015293,"Bournemouth, Christchurch and Poole 025B",NHS Dorset Integrated Care Board,1639.35,100.74,100.74,107.87,90.57,118.04,146.53,132.29,133.31,130.25,103.8,123.13,119.06,59.02,51.9,45.79,36.63,19.33,20.35
E01015461,"Bournemouth, Christchurch and Poole 043C",NHS Dorset Integrated Care Board,1681.08,97.69,90.57,105.83,79.37,105.83,138.39,156.71,127.2,120.08,133.31,124.15,104.81,78.36,63.09,51.9,33.58,28.49,41.72
E01015386,"Bournemouth, Christchurch and Poole 029A",NHS Dorset Integrated Care Board,1705.5,89.55,109.9,67.16,64.11,92.6,141.45,135.34,140.43,111.94,104.81,117.02,122.11,99.72,82.43,78.36,66.14,36.63,45.79
E01015460,"Bournemouth, Christchurch and Poole 043B",NHS Dorset Integrated Care Board,1893.75,122.11,141.45,145.52,105.83,96.67,143.48,139.41,174.01,150.6,159.76,125.16,93.62,82.43,43.76,66.14,34.6,36.63,32.56
E01015456,"Bournemouth, Christchurch and Poole 030D",NHS Dorset Integrated Care Board,1851.01,80.39,85.48,118.04,91.58,87.51,130.25,117.02,113.97,95.65,123.13,151.62,135.34,104.81,104.81,101.76,55.97,78.36,75.3
E01015457,"Bournemouth, Christchurch and Poole 030E",NHS Dorset Integrated Care Board,1902.91,81.41,74.28,97.69,74.28,72.25,113.97,125.16,101.76,121.09,138.39,128.22,134.32,108.88,125.16,151.62,106.85,75.3,72.25
E01015445,"Bournemouth, Christchurch and Poole 034A",NHS Dorset Integrated Care Board,1938.53,81.41,87.51,116.01,98.71,89.55,94.64,93.62,116.01,114.99,136.36,143.48,165.87,135.34,128.22,131.27,86.5,64.11,54.95
E01015390,"Bournemouth, Christchurch and Poole 032A",NHS Dorset Integrated Care Board,1738.06,109.9,122.11,100.74,71.23,88.53,114.99,164.85,159.76,137.38,99.72,132.29,110.92,87.51,72.25,56.99,50.88,28.49,29.51
E01015441,"Bournemouth, Christchurch and Poole 023C",NHS Dorset Integrated Care Board,2018.92,136.36,90.57,107.87,86.5,119.06,138.39,161.8,165.87,101.76,127.2,160.78,137.38,118.04,92.6,93.62,89.55,46.81,44.77
E01015394,"Bournemouth, Christchurch and Poole 032E",NHS Dorset Integrated Care Board,1680.06,88.53,108.88,107.87,83.44,70.21,109.9,105.83,123.13,144.5,121.09,130.25,129.24,93.62,79.37,67.16,54.95,38.67,23.4
E01015391,"Bournemouth, Christchurch and Poole 032B",NHS Dorset Integrated Care Board,1481.63,86.5,71.23,74.28,63.09,63.09,62.07,117.02,95.65,114.99,109.9,103.8,118.04,94.64,74.28,93.62,55.97,46.81,36.63
E01034271,"Bournemouth, Christchurch and Poole 038E",NHS Dorset Integrated Care Board,2830.96,19.33,12.21,6.11,1400.22,707.23,187.24,86.5,38.67,47.83,39.69,35.62,26.46,27.48,45.79,44.77,37.65,24.42,43.76
E01015286,"Bournemouth, Christchurch and Poole 038A",NHS Dorset Integrated Care Board,2047.41,79.37,59.02,38.67,43.76,101.76,170.96,177.06,156.71,125.16,114.99,116.01,121.09,134.32,127.2,176.04,121.09,86.5,97.69
E01015288,"Bournemouth, Christchurch and Poole 041A",NHS Dorset Integrated Care Board,2074.89,121.09,137.38,101.76,83.44,254.4,257.45,217.77,190.29,128.22,129.24,107.87,88.53,83.44,51.9,58.0,38.67,15.26,10.18
E01015344,"Bournemouth, Christchurch and Poole 028A",NHS Dorset Integrated Care Board,1899.86,70.21,90.57,101.76,93.62,90.57,102.78,89.55,107.87,132.29,111.94,124.15,140.43,141.45,130.25,124.15,110.92,59.02,78.36
E01015328,"Bournemouth, Christchurch and Poole 038B",NHS Dorset Integrated Care Board,2004.67,94.64,92.6,66.14,58.0,172.99,193.34,208.61,182.15,136.36,114.99,105.83,105.83,97.69,122.11,85.48,60.04,49.86,58.0
E01015389,"Bournemouth, Christchurch and Poole 029D",NHS Dorset Integrated Care Board,1462.29,48.84,56.99,60.04,55.97,75.3,77.34,124.15,105.83,109.9,87.51,120.08,111.94,85.48,95.65,97.69,63.09,41.72,44.77
E01015294,"Bournemouth, Christchurch and Poole 025C",NHS Dorset Integrated Care Board,2163.42,124.15,150.6,132.29,132.29,159.76,207.59,233.03,190.29,190.29,162.82,139.41,127.2,72.25,46.81,38.67,20.35,24.42,11.19
E01015327,"Bournemouth, Christchurch and Poole 025D",NHS Dorset Integrated Care Board,2163.42,132.29,128.22,127.2,116.01,264.58,187.24,198.43,220.82,146.53,138.39,128.22,105.83,90.57,49.86,53.93,34.6,21.37,19.33
E01015345,"Bournemouth, Christchurch and Poole 027C",NHS Dorset Integrated Care Board,1934.46,82.43,79.37,86.5,124.15,320.54,157.73,151.62,138.39,125.16,116.01,120.08,118.04,95.65,52.92,45.79,33.58,39.69,46.81
E01015326,"Bournemouth, Christchurch and Poole 027A",NHS Dorset Integrated Care Board,1976.18,101.76,85.48,91.58,128.22,190.29,176.04,196.4,157.73,167.9,128.22,126.18,105.83,87.51,63.09,67.16,44.77,31.55,26.46
E01015393,"Bournemouth, Christchurch and Poole 032D",NHS Dorset Integrated Care Board,1325.93,75.3,81.41,73.27,69.2,73.27,102.78,117.02,118.04,76.32,91.58,98.71,80.39,69.2,70.21,54.95,34.6,19.33,20.35
E01015392,"Bournemouth, Christchurch and Poole 032C",NHS Dorset Integrated Care Board,1503.0,84.46,82.43,78.36,53.93,58.0,104.81,116.01,110.92,124.15,84.46,126.18,99.72,96.67,82.43,78.36,49.86,32.56,39.69
E01015438,"Bournemouth, Christchurch and Poole 023A",NHS Dorset Integrated Care Board,1612.9,109.9,102.78,80.39,73.27,59.02,82.43,136.36,120.08,116.01,97.69,129.24,117.02,96.67,84.46,82.43,53.93,32.56,38.67
E01015447,"Bournemouth, Christchurch and Poole 030B",NHS Dorset Integrated Care Board,1750.27,62.07,79.37,114.99,91.58,60.04,79.37,77.34,95.65,120.08,113.97,135.34,133.31,123.13,94.64,114.99,98.71,64.11,91.58
E01015451,"Bournemouth, Christchurch and Poole 034E",NHS Dorset Integrated Care Board,1604.76,70.21,83.44,86.5,56.99,77.34,68.18,86.5,96.67,72.25,114.99,112.95,125.16,112.95,101.76,122.11,98.71,70.21,47.83
E01015449,"Bournemouth, Christchurch and Poole 030C",NHS Dorset Integrated Care Board,1810.31,99.72,126.18,103.8,91.58,123.13,125.16,112.95,120.08,125.16,125.16,151.62,121.09,113.97,66.14,66.14,52.92,46.81,38.67
E01015385,"Bournemouth, Christchurch and Poole 022F",NHS Dorset Integrated Care Board,1822.52,116.01,117.02,98.71,77.34,96.67,100.74,111.94,107.87,100.74,96.67,135.34,112.95,114.99,110.92,106.85,94.64,80.39,42.74
E01015439,"Bournemouth, Christchurch and Poole 023B",NHS Dorset Integrated Care Board,1869.33,112.95,126.18,117.02,111.94,94.64,124.15,140.43,144.5,134.32,146.53,142.46,126.18,94.64,74.28,72.25,47.83,31.55,27.48
E01015444,"Bournemouth, Christchurch and Poole 023F",NHS Dorset Integrated Care Board,1761.47,97.69,99.72,86.5,91.58,77.34,144.5,147.55,121.09,128.22,121.09,130.25,137.38,91.58,73.27,73.27,70.21,39.69,30.53
E01015440,"Bournemouth, Christchurch and Poole 030A",NHS Dorset Integrated Care Board,2151.21,132.29,118.04,128.22,105.83,89.55,135.34,175.03,139.41,155.69,149.59,174.01,142.46,116.01,94.64,93.62,87.51,62.07,51.9
E01015276,"Bournemouth, Christchurch and Poole 035D",NHS Dorset Integrated Care Board,1820.49,127.2,154.68,107.87,105.83,95.65,102.78,146.53,156.71,158.75,123.13,138.39,104.81,81.41,77.34,54.95,37.65,21.37,25.44
E01015361,"Bournemouth, Christchurch and Poole 026C",NHS Dorset Integrated Care Board,1418.53,82.43,101.76,97.69,85.48,62.07,69.2,88.53,110.92,125.16,102.78,123.13,102.78,68.18,58.0,50.88,43.76,23.4,22.39
E01015362,"Bournemouth, Christchurch and Poole 026D",NHS Dorset Integrated Care Board,1193.64,68.18,80.39,83.44,76.32,82.43,52.92,63.09,77.34,76.32,90.57,98.71,123.13,76.32,47.83,41.72,20.35,20.35,14.25
E01015292,"Bournemouth, Christchurch and Poole 025A",NHS Dorset Integrated Care Board,1924.28,120.08,146.53,114.99,107.87,179.1,129.24,149.59,174.01,153.66,131.27,129.24,109.9,90.57,69.2,55.97,25.44,23.4,14.25
E01015318,"Bournemouth, Christchurch and Poole 020C",NHS Dorset Integrated Care Board,1794.03,107.87,125.16,101.76,93.62,108.88,101.76,134.32,138.39,150.6,140.43,104.81,124.15,82.43,73.27,77.34,54.95,41.72,32.56
E01015317,"Bournemouth, Christchurch and Poole 026B",NHS Dorset Integrated Care Board,1705.5,95.65,107.87,92.6,94.64,60.04,70.21,101.76,116.01,149.59,119.06,145.52,114.99,102.78,94.64,99.72,58.0,44.77,37.65
E01015314,"Bournemouth, Christchurch and Poole 020A",NHS Dorset Integrated Care Board,1583.39,62.07,100.74,100.74,94.64,60.04,55.97,59.02,99.72,123.13,108.88,125.16,112.95,111.94,95.65,98.71,78.36,45.79,49.86
E01015315,"Bournemouth, Christchurch and Poole 020B",NHS Dorset Integrated Care Board,1932.42,79.37,135.34,138.39,105.83,53.93,55.97,67.16,130.25,131.27,121.09,145.52,156.71,121.09,130.25,157.73,88.53,58.0,55.97
E01015329,"Bournemouth, Christchurch and Poole 025E",NHS Dorset Integrated Care Board,1717.71,105.83,95.65,95.65,84.46,168.92,141.45,142.46,143.48,130.25,111.94,116.01,106.85,66.14,70.21,58.0,41.72,23.4,15.26
E01015316,"Bournemouth, Christchurch and Poole 026A",NHS Dorset Integrated Care Board,1682.09,61.06,95.65,91.58,89.55,69.2,63.09,65.13,97.69,100.74,126.18,114.99,121.09,120.08,109.9,131.27,92.6,64.11,68.18
E01015331,"Bournemouth, Christchurch and Poole 027B",NHS Dorset Integrated Care Board,2452.42,185.2,151.62,133.31,112.95,243.21,234.05,239.14,271.7,188.26,146.53,120.08,99.72,88.53,75.3,56.99,36.63,29.51,39.69
E01015346,"Bournemouth, Christchurch and Poole 028B",NHS Dorset Integrated Care Board,1648.51,69.2,92.6,85.48,62.07,223.87,107.87,104.81,105.83,99.72,110.92,105.83,107.87,108.88,64.11,67.16,54.95,32.56,44.77
E01015348,"Bournemouth, Christchurch and Poole 028C",NHS Dorset Integrated Care Board,1888.67,45.79,79.37,89.55,85.48,217.77,107.87,87.51,93.62,100.74,103.8,103.8,127.2,118.04,117.02,140.43,108.88,72.25,89.55
E01015388,"Bournemouth, Christchurch and Poole 029C",NHS Dorset Integrated Care Board,1503.0,62.07,68.18,84.46,182.15,188.26,66.14,54.95,72.25,90.57,76.32,89.55,111.94,79.37,71.23,74.28,54.95,36.63,39.69
E01015387,"Bournemouth, Christchurch and Poole 029B",NHS Dorset Integrated Care Board,1549.8,93.62,98.71,71.23,64.11,58.0,80.39,105.83,119.06,110.92,78.36,112.95,94.64,99.72,102.78,90.57,75.3,54.95,38.67
E01015376,"Bournemouth, Christchurch and Poole 027D",NHS Dorset Integrated Care Board,1875.44,81.41,114.99,66.14,122.11,530.17,128.22,138.39,116.01,102.78,96.67,89.55,70.21,52.92,55.97,42.74,24.42,23.4,19.33
E01015330,"Bournemouth, Christchurch and Poole 017B",NHS Dorset Integrated Care Board,1924.28,91.58,121.09,131.27,106.85,77.34,90.57,87.51,129.24,129.24,159.76,139.41,125.16,113.97,92.6,107.87,82.43,56.99,81.41
E01015375,"Bournemouth, Christchurch and Poole 015D",NHS Dorset Integrated Care Board,2172.58,84.46,97.69,88.53,150.6,704.18,169.94,124.15,138.39,132.29,90.57,89.55,68.18,65.13,48.84,38.67,30.53,27.48,23.4
E01015373,"Bournemouth, Christchurch and Poole 017D",NHS Dorset Integrated Care Board,1787.92,82.43,122.11,87.51,99.72,286.96,135.34,147.55,144.5,133.31,113.97,117.02,102.78,76.32,46.81,45.79,20.35,14.25,11.19
E01015378,"Bournemouth, Christchurch and Poole 017E",NHS Dorset Integrated Care Board,1855.08,85.48,128.22,122.11,130.25,332.76,106.85,119.06,118.04,128.22,127.2,99.72,85.48,76.32,70.21,60.04,25.44,20.35,19.33
E01015382,"Bournemouth, Christchurch and Poole 022C",NHS Dorset Integrated Care Board,1993.48,170.96,162.82,129.24,93.62,106.85,176.04,194.36,162.82,121.09,135.34,129.24,114.99,109.9,59.02,50.88,30.53,32.56,13.23
E01015384,"Bournemouth, Christchurch and Poole 022E",NHS Dorset Integrated Care Board,1672.93,103.8,154.68,181.13,159.76,123.13,82.43,123.13,126.18,121.09,102.78,118.04,108.88,56.99,31.55,32.56,17.3,18.32,11.19
E01015442,"Bournemouth, Christchurch and Poole 023D",NHS Dorset Integrated Care Board,2074.89,131.27,149.59,154.68,112.95,114.99,131.27,156.71,140.43,122.11,127.2,126.18,128.22,106.85,94.64,98.71,85.48,45.79,47.83
E01015408,"Bournemouth, Christchurch and Poole 016B",NHS Dorset Integrated Care Board,1782.84,118.04,125.16,135.34,94.64,48.84,80.39,155.69,147.55,123.13,102.78,107.87,84.46,87.51,78.36,90.57,95.65,60.04,46.81
E01015443,"Bournemouth, Christchurch and Poole 023E",NHS Dorset Integrated Care Board,2014.85,117.02,121.09,109.9,93.62,126.18,138.39,166.89,178.08,123.13,112.95,133.31,142.46,78.36,93.62,103.8,78.36,58.0,39.69
E01015383,"Bournemouth, Christchurch and Poole 022D",NHS Dorset Integrated Care Board,1503.0,44.77,45.79,44.77,46.81,117.02,68.18,73.27,74.28,71.23,80.39,103.8,99.72,118.04,126.18,121.09,95.65,78.36,93.62
