LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM
E01019003,Cornwall 070C,18733.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019000,Cornwall 070A,9826.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018880,Cornwall 066B,12414.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019001,Cornwall 068D,7869.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018990,Cornwall 061D,9695.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018975,Cornwall 061A,14544.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018999,Cornwall 068C,3874.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018995,Cornwall 068A,2447.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018994,Cornwall 067C,10153.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018813,Cornwall 064C,20826.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018998,Cornwall 068B,8062.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018976,Cornwall 067A,14563.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018996,Cornwall 067D,4768.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018977,Cornwall 067B,5782.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018993,Cornwall 069B,8018.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018997,Cornwall 067E,884.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018900,Cornwall 066D,15255.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018811,Cornwall 064A,24857.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018805,Cornwall 063C,25327.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018812,Cornwall 064B,13456.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019007,Cornwall 061E,10203.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018803,Cornwall 063A,22542.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018988,Cornwall 065A,11550.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018806,Cornwall 063D,23704.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018814,Cornwall 064D,20394.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018804,Cornwall 063B,17591.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018840,Cornwall 062C,15512.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018859,Cornwall 064E,26096.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018864,Cornwall 059B,13150.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018838,Cornwall 062A,7857.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018899,Cornwall 066C,24202.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018839,Cornwall 062B,16008.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018860,Cornwall 062E,6185.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018841,Cornwall 062D,3527.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018922,Cornwall 059D,11975.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018834,Cornwall 060A,17676.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018836,Cornwall 060C,5896.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018837,Cornwall 060D,15834.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018991,Cornwall 065C,8687.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018989,Cornwall 065B,8170.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018835,Cornwall 060B,18093.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018849,Cornwall 048D,16230.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018863,Cornwall 059A,12071.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018828,Cornwall 056B,16840.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018921,Cornwall 059C,16270.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018979,Cornwall 061B,12662.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018901,Cornwall 066E,20904.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018987,Cornwall 058C,12046.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034869,Cornwall 057G,,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018983,Cornwall 057D,22261.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018827,Cornwall 056A,22832.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034868,Cornwall 057F,,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018985,Cornwall 058A,19312.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018978,Cornwall 057A,9266.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018872,Cornwall 055D,9858.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018982,Cornwall 057C,11436.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018981,Cornwall 057B,19705.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018986,Cornwall 058B,18366.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018873,Cornwall 055E,8198.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018877,Cornwall 053D,12369.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018816,Cornwall 047A,22282.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018894,Cornwall 051A,11407.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019011,Cornwall 054D,16773.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018830,Cornwall 056D,22921.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018871,Cornwall 055C,12701.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019009,Cornwall 054B,7770.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018869,Cornwall 055A,6618.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018916,Cornwall 050A,9892.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018870,Cornwall 055B,577.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019008,Cornwall 054A,8317.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018875,Cornwall 053B,1119.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018878,Cornwall 053E,1661.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034867,Cornwall 052F,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018868,Cornwall 052D,3199.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018917,Cornwall 050B,17655.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018980,Cornwall 061C,11541.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018850,Cornwall 048E,12331.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018897,Cornwall 051D,5096.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019010,Cornwall 054C,24536.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019012,Cornwall 054E,8554.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034866,Cornwall 052E,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018914,Cornwall 049C,12446.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018829,Cornwall 056C,10011.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018874,Cornwall 053A,13046.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018866,Cornwall 052B,11555.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018876,Cornwall 053C,10560.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018818,Cornwall 047C,21470.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018919,Cornwall 050D,12928.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018865,Cornwall 052A,4895.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018915,Cornwall 049D,19202.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018895,Cornwall 051B,9883.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018913,Cornwall 049B,11341.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018898,Cornwall 051E,2134.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018817,Cornwall 047B,17306.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018911,Cornwall 046D,5314.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019039,Cornwall 041B,17615.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018896,Cornwall 051C,13283.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018909,Cornwall 046B,11654.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018918,Cornwall 050C,11152.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018912,Cornwall 049A,18098.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018910,Cornwall 046C,1072.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018890,Cornwall 045B,13717.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018891,Cornwall 045C,10543.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018889,Cornwall 045A,22281.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018908,Cornwall 046A,12494.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018807,Cornwall 044A,18766.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018893,Cornwall 045E,6949.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018854,Cornwall 042D,5833.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019038,Cornwall 041A,10956.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018808,Cornwall 044B,19436.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034863,Cornwall 043H,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018846,Cornwall 048B,10978.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018822,Cornwall 043B,26413.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034865,Cornwall 044F,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018810,Cornwall 044D,23413.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018856,Cornwall 043D,10228.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034864,Cornwall 044E,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018819,Cornwall 043A,20905.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018853,Cornwall 042C,17102.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018823,Cornwall 042A,22381.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034862,Cornwall 043G,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018820,Cornwall 047D,13320.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018858,Cornwall 043F,20009.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018857,Cornwall 043E,5178.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018824,Cornwall 042B,18672.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018892,Cornwall 045D,12686.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018845,Cornwall 048A,16304.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019040,Cornwall 041C,13865.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018825,Cornwall 040A,10797.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019066,Cornwall 041D,14986.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018826,Cornwall 040B,16771.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018821,Cornwall 047E,17016.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018848,Cornwall 048C,28183.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019067,Cornwall 041E,14793.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034859,Cornwall 040E,,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018843,Cornwall 033C,12688.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019068,Cornwall 041F,19776.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018851,Cornwall 040C,14205.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034860,Cornwall 040F,,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034857,Cornwall 036G,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019043,Cornwall 039D,14570.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019027,Cornwall 035D,19568.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018847,Cornwall 032D,13099.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019033,Cornwall 039A,1712.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019041,Cornwall 039B,2675.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019032,Cornwall 038A,12674.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019042,Cornwall 039C,9957.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018773,Cornwall 037B,11606.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018762,Cornwall 037A,10232.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018781,Cornwall 034B,12419.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019071,Cornwall 030C,12133.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019044,Cornwall 039E,17992.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018815,Cornwall 032A,10154.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018780,Cornwall 034A,11299.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019047,Cornwall 038D,7549.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019013,Cornwall 036A,11302.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019046,Cornwall 039F,4457.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019072,Cornwall 030D,8941.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019058,Cornwall 031C,22367.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034856,Cornwall 036F,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019014,Cornwall 036B,21324.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019015,Cornwall 036C,24437.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034858,Cornwall 037E,,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034858,Cornwall 037E,,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019025,Cornwall 035B,21729.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019059,Cornwall 031D,10625.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019016,Cornwall 036D,21022.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018761,Cornwall 028C,8151.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019034,Cornwall 038B,4259.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019026,Cornwall 035C,16897.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019045,Cornwall 038C,21374.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019073,Cornwall 030E,13180.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018842,Cornwall 033B,14177.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019056,Cornwall 031A,2985.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019057,Cornwall 031B,12836.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018844,Cornwall 033D,10878.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019070,Cornwall 030B,6667.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018833,Cornwall 033A,13522.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018800,Cornwall 029D,21524.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018797,Cornwall 029A,5989.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01033294,Cornwall 034E,20514.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018798,Cornwall 029B,17008.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018774,Cornwall 028E,5474.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019069,Cornwall 030A,7596.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018799,Cornwall 029C,8116.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019024,Cornwall 035A,10893.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019075,Cornwall 027E,9044.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018757,Cornwall 023A,14711.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018831,Cornwall 032B,15602.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019063,Cornwall 019D,11514.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018795,Cornwall 022C,22028.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019074,Cornwall 027D,5421.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019054,Cornwall 024C,11121.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019055,Cornwall 024D,4214.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018766,Cornwall 028D,9794.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018760,Cornwall 028B,12007.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019076,Cornwall 027F,6956.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018791,Cornwall 026B,14298.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018789,Cornwall 026A,22389.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018832,Cornwall 032C,17497.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018794,Cornwall 025D,19540.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018790,Cornwall 025C,9404.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018796,Cornwall 022D,28717.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019065,Cornwall 019F,13499.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018759,Cornwall 028A,9241.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018786,Cornwall 025A,19691.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018788,Cornwall 025B,9788.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018793,Cornwall 026D,10687.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019036,Cornwall 027B,10519.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019035,Cornwall 027A,24785.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019037,Cornwall 027C,10231.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018792,Cornwall 026C,23234.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018763,Cornwall 023B,16592.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019064,Cornwall 019E,11315.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018787,Cornwall 022B,25575.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019031,Cornwall 020D,13161.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019023,Cornwall 021F,21519.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034855,Cornwall 018G,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019021,Cornwall 021D,17982.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019053,Cornwall 024B,6224.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019022,Cornwall 021E,8859.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01018785,Cornwall 023D,13965.0,Cornwall,Rural,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019018,Cornwall 021A,23996.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019030,Cornwall 020C,19003.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01034854,Cornwall 018F,,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
E01019019,Cornwall 021B,15736.0,Cornwall,Urban,NHS Cornwall and the Isles of Scilly Integrated Care Board
