lsoa21cd,lsoa21nm,ICB23NM,total_population,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_plus
E01015370,"Bournemouth, Christchurch and Poole 045D",NHS Dorset Integrated Care Board,1653.86,55.13,38.79,51.04,38.79,94.94,176.62,137.82,103.11,108.22,117.4,102.09,126.59,112.3,96.99,98.01,62.27,51.04,82.69
E01015405,"Bournemouth, Christchurch and Poole 048D",NHS Dorset Integrated Care Board,1716.13,51.04,62.27,70.44,59.21,43.9,37.77,42.88,67.38,72.48,103.11,134.76,135.78,137.82,153.14,194.99,123.53,108.22,117.4
E01015368,"Bournemouth, Christchurch and Poole 045B",NHS Dorset Integrated Care Board,1776.37,41.86,38.79,40.84,35.73,67.38,148.03,113.32,92.9,112.3,94.94,90.86,113.32,108.22,135.78,168.45,140.88,96.99,135.78
E01015367,"Bournemouth, Christchurch and Poole 045A",NHS Dorset Integrated Care Board,2505.29,101.07,81.67,66.36,64.32,251.14,334.86,333.83,280.75,179.68,150.07,162.32,130.68,103.11,81.67,91.88,44.92,23.48,23.48
E01015369,"Bournemouth, Christchurch and Poole 045C",NHS Dorset Integrated Care Board,1677.34,59.21,37.77,33.69,20.42,66.36,152.11,125.57,130.68,122.51,92.9,94.94,103.11,100.05,96.99,129.65,116.38,91.88,103.11
E01015403,"Bournemouth, Christchurch and Poole 048B",NHS Dorset Integrated Care Board,1756.97,40.84,13.27,14.29,14.29,53.09,67.38,70.44,66.36,44.92,60.23,73.5,84.73,105.15,129.65,218.47,247.06,184.78,268.5
E01034274,"Bournemouth, Christchurch and Poole 038H",NHS Dorset Integrated Care Board,1608.94,45.94,32.67,25.52,59.21,327.71,298.1,236.85,139.86,87.8,59.21,78.61,49.0,41.86,51.04,25.52,20.42,11.23,18.38
E01034278,"Bournemouth, Christchurch and Poole 041F",NHS Dorset Integrated Care Board,2052.01,50.02,37.77,28.59,389.98,559.45,197.03,176.62,113.32,88.82,61.25,59.21,57.17,46.96,43.9,60.23,31.65,16.33,33.69
E01015291,"Bournemouth, Christchurch and Poole 041D",NHS Dorset Integrated Care Board,1931.54,63.3,47.98,36.75,46.96,109.24,141.91,154.16,143.95,132.72,74.53,82.69,111.28,123.53,127.61,135.78,140.88,119.45,138.84
E01015371,"Bournemouth, Christchurch and Poole 040A",NHS Dorset Integrated Care Board,1400.67,64.32,42.88,24.5,31.65,102.09,145.99,154.16,121.49,137.82,89.84,107.19,89.84,100.05,60.23,39.82,38.79,27.56,22.46
E01015458,"Bournemouth, Christchurch and Poole 043A",NHS Dorset Integrated Care Board,1584.44,53.09,63.3,120.47,92.9,42.88,27.56,43.9,62.27,105.15,125.57,121.49,120.47,107.19,108.22,129.65,117.4,69.42,73.5
E01015452,"Bournemouth, Christchurch and Poole 047A",NHS Dorset Integrated Care Board,2138.79,91.88,129.65,122.51,96.99,72.48,91.88,100.05,114.34,138.84,143.95,164.36,142.93,140.88,109.24,123.53,126.59,98.01,130.68
E01015464,"Bournemouth, Christchurch and Poole 043F",NHS Dorset Integrated Care Board,1669.17,71.46,88.82,82.69,82.69,49.0,55.13,53.09,77.59,105.15,131.7,163.34,155.18,124.55,114.34,118.42,90.86,61.25,43.9
E01015402,"Bournemouth, Christchurch and Poole 048A",NHS Dorset Integrated Care Board,1872.33,56.15,62.27,65.34,75.55,79.63,95.96,95.96,93.92,89.84,105.15,132.72,134.76,115.36,123.53,148.03,111.28,69.42,217.45
E01034281,"Bournemouth, Christchurch and Poole 044G",NHS Dorset Integrated Care Board,1192.41,47.98,31.65,19.4,26.54,61.25,89.84,103.11,64.32,43.9,41.86,44.92,51.04,39.82,70.44,95.96,91.88,102.09,166.41
E01015463,"Bournemouth, Christchurch and Poole 043E",NHS Dorset Integrated Care Board,1688.57,51.04,112.3,91.88,61.25,53.09,100.05,72.48,112.3,118.42,129.65,148.03,142.93,116.38,107.19,113.32,66.36,46.96,44.92
E01015453,"Bournemouth, Christchurch and Poole 047B",NHS Dorset Integrated Care Board,1971.36,109.24,95.96,88.82,61.25,79.63,130.68,162.32,149.05,155.18,118.42,142.93,143.95,101.07,104.13,117.4,88.82,60.23,62.27
E01015466,"Bournemouth, Christchurch and Poole 044B",NHS Dorset Integrated Care Board,1816.18,72.48,80.65,86.78,80.65,88.82,108.22,130.68,90.86,128.63,106.17,120.47,133.74,115.36,92.9,113.32,89.84,85.76,90.86
E01015462,"Bournemouth, Christchurch and Poole 043D",NHS Dorset Integrated Care Board,1725.32,88.82,103.11,122.51,116.38,89.84,93.92,119.45,129.65,134.76,145.99,150.07,142.93,82.69,73.5,59.21,36.75,15.31,20.42
E01015454,"Bournemouth, Christchurch and Poole 047C",NHS Dorset Integrated Care Board,2122.45,128.63,127.61,99.03,74.53,118.42,150.07,193.97,185.8,157.22,126.59,124.55,152.11,93.92,81.67,83.71,83.71,55.13,85.76
E01033285,"Bournemouth, Christchurch and Poole 038D",NHS Dorset Integrated Care Board,1364.94,61.25,46.96,38.79,53.09,163.34,216.43,177.64,154.16,121.49,78.61,62.27,42.88,34.71,34.71,29.61,27.56,12.25,9.19
E01015372,"Bournemouth, Christchurch and Poole 040B",NHS Dorset Integrated Care Board,2074.47,76.57,64.32,41.86,31.65,96.99,192.95,179.68,177.64,129.65,100.05,78.61,91.88,86.78,101.07,131.7,138.84,124.55,229.7
E01034277,"Bournemouth, Christchurch and Poole 041E",NHS Dorset Integrated Care Board,2492.02,56.15,43.9,29.61,831.01,574.77,196.01,181.72,128.63,96.99,71.46,60.23,43.9,52.07,29.61,25.52,33.69,17.36,19.4
E01033242,"Bournemouth, Christchurch and Poole 038C",NHS Dorset Integrated Care Board,1041.32,42.88,35.73,22.46,15.31,63.3,154.16,129.65,107.19,94.94,64.32,66.36,53.09,36.75,39.82,27.56,22.46,22.46,42.88
E01034273,"Bournemouth, Christchurch and Poole 038G",NHS Dorset Integrated Care Board,1255.71,42.88,27.56,25.52,39.82,202.14,298.1,169.47,103.11,80.65,53.09,52.07,41.86,34.71,12.25,23.48,19.4,10.21,19.4
E01015290,"Bournemouth, Christchurch and Poole 041C",NHS Dorset Integrated Care Board,2854.44,95.96,84.73,42.88,444.09,539.04,268.5,260.33,192.95,171.51,134.76,108.22,100.05,77.59,78.61,74.53,58.19,40.84,81.67
E01033286,"Bournemouth, Christchurch and Poole 040C",NHS Dorset Integrated Care Board,1157.7,50.02,49.0,29.61,28.59,80.65,113.32,127.61,117.4,79.63,76.57,69.42,58.19,53.09,56.15,41.86,54.11,38.79,33.69
E01034272,"Bournemouth, Christchurch and Poole 038F",NHS Dorset Integrated Care Board,1292.46,57.17,30.63,21.44,234.81,121.49,116.38,147.01,110.26,83.71,55.13,45.94,66.36,56.15,36.75,36.75,36.75,16.33,19.4
E01015289,"Bournemouth, Christchurch and Poole 041B",NHS Dorset Integrated Care Board,2043.84,107.19,85.76,63.3,41.86,185.8,207.24,223.58,216.43,161.3,108.22,107.19,115.36,86.78,78.61,82.69,66.36,45.94,60.23
E01033288,"Bournemouth, Christchurch and Poole 040D",NHS Dorset Integrated Care Board,1210.79,55.13,24.5,16.33,25.52,71.46,112.3,124.55,116.38,78.61,74.53,74.53,75.55,60.23,73.5,73.5,58.19,34.71,61.25
E01033283,"Bournemouth, Christchurch and Poole 037E",NHS Dorset Integrated Care Board,1223.04,51.04,34.71,26.54,17.36,66.36,90.86,104.13,129.65,92.9,60.23,75.55,79.63,75.55,71.46,70.44,51.04,43.9,81.67
E01015297,"Bournemouth, Christchurch and Poole 036B",NHS Dorset Integrated Care Board,1535.43,35.73,75.55,54.11,56.15,42.88,60.23,80.65,84.73,95.96,107.19,98.01,92.9,96.99,82.69,117.4,96.99,76.57,180.7
E01015366,"Bournemouth, Christchurch and Poole 036E",NHS Dorset Integrated Care Board,1842.72,44.92,42.88,54.11,64.32,101.07,117.4,118.42,119.45,108.22,93.92,127.61,137.82,114.34,127.61,156.2,93.92,105.15,115.36
E01033241,"Bournemouth, Christchurch and Poole 037D",NHS Dorset Integrated Care Board,1120.95,51.04,33.69,22.46,15.31,85.76,110.26,122.51,106.17,89.84,68.4,89.84,73.5,43.9,50.02,51.04,41.86,30.63,34.71
E01015272,"Bournemouth, Christchurch and Poole 035A",NHS Dorset Integrated Care Board,1913.17,70.44,98.01,103.11,108.22,77.59,103.11,84.73,112.3,124.55,110.26,114.34,139.86,130.68,128.63,128.63,103.11,67.38,108.22
E01015280,"Bournemouth, Christchurch and Poole 037B",NHS Dorset Integrated Care Board,2187.79,143.95,113.32,100.05,53.09,136.8,212.35,235.83,237.87,188.87,169.47,137.82,123.53,99.03,82.69,60.23,30.63,29.61,32.67
E01015279,"Bournemouth, Christchurch and Poole 037A",NHS Dorset Integrated Care Board,1967.27,94.94,93.92,83.71,59.21,162.32,196.01,223.58,211.33,143.95,161.3,141.91,128.63,90.86,57.17,45.94,24.5,17.36,30.63
E01034276,"Bournemouth, Christchurch and Poole 037G",NHS Dorset Integrated Care Board,1103.59,52.07,58.19,37.77,39.82,116.38,120.47,122.51,91.88,104.13,73.5,80.65,82.69,37.77,33.69,28.59,14.29,8.17,1.02
E01015365,"Bournemouth, Christchurch and Poole 036D",NHS Dorset Integrated Care Board,1663.05,73.5,77.59,100.05,55.13,128.63,119.45,128.63,133.74,127.61,111.28,124.55,141.91,90.86,79.63,71.46,41.86,30.63,26.54
E01015300,"Bournemouth, Christchurch and Poole 039E",NHS Dorset Integrated Care Board,1634.46,63.3,91.88,91.88,93.92,57.17,66.36,67.38,105.15,92.9,121.49,132.72,110.26,92.9,118.42,120.47,87.8,59.21,61.25
E01034275,"Bournemouth, Christchurch and Poole 037F",NHS Dorset Integrated Care Board,1131.16,73.5,40.84,49.0,28.59,64.32,87.8,118.42,119.45,100.05,98.01,94.94,75.55,63.3,49.0,35.73,19.4,8.17,5.1
E01015274,"Bournemouth, Christchurch and Poole 036A",NHS Dorset Integrated Care Board,1922.35,94.94,94.94,88.82,74.53,123.53,118.42,117.4,151.09,154.16,153.14,145.99,151.09,104.13,96.99,78.61,62.27,51.04,61.25
E01015275,"Bournemouth, Christchurch and Poole 035C",NHS Dorset Integrated Care Board,1708.99,65.34,85.76,93.92,61.25,161.3,126.59,134.76,123.53,128.63,111.28,116.38,110.26,105.15,85.76,82.69,50.02,28.59,37.77
E01015364,"Bournemouth, Christchurch and Poole 036C",NHS Dorset Integrated Care Board,1726.34,72.48,110.26,105.15,82.69,69.42,42.88,87.8,102.09,136.8,124.55,107.19,133.74,114.34,114.34,148.03,70.44,51.04,53.09
E01015281,"Bournemouth, Christchurch and Poole 037C",NHS Dorset Integrated Care Board,1861.1,87.8,99.03,96.99,93.92,119.45,123.53,179.68,163.34,154.16,154.16,124.55,148.03,109.24,80.65,57.17,34.71,15.31,19.4
E01015277,"Bournemouth, Christchurch and Poole 035E",NHS Dorset Integrated Care Board,2052.01,148.03,128.63,130.68,103.11,143.95,133.74,155.18,218.47,169.47,141.91,125.57,126.59,96.99,70.44,66.36,47.98,24.5,20.42
E01015273,"Bournemouth, Christchurch and Poole 035B",NHS Dorset Integrated Care Board,2211.27,131.7,126.59,121.49,124.55,170.49,196.01,174.57,184.78,173.55,166.41,144.97,144.97,115.36,64.32,85.76,36.75,26.54,22.46
E01015363,"Bournemouth, Christchurch and Poole 026E",NHS Dorset Integrated Care Board,1743.7,108.22,131.7,127.61,85.76,68.4,103.11,121.49,134.76,183.76,156.2,127.61,94.94,83.71,65.34,61.25,36.75,34.71,18.38
E01015299,"Bournemouth, Christchurch and Poole 039D",NHS Dorset Integrated Care Board,1837.62,73.5,130.68,100.05,70.44,72.48,66.36,87.8,118.42,132.72,142.93,112.3,105.15,128.63,112.3,108.22,99.03,70.44,106.17
E01015293,"Bournemouth, Christchurch and Poole 025B",NHS Dorset Integrated Care Board,1644.67,101.07,101.07,108.22,90.86,118.42,147.01,132.72,133.74,130.68,104.13,123.53,119.45,59.21,52.07,45.94,36.75,19.4,20.42
E01015461,"Bournemouth, Christchurch and Poole 043C",NHS Dorset Integrated Care Board,1686.53,98.01,90.86,106.17,79.63,106.17,138.84,157.22,127.61,120.47,133.74,124.55,105.15,78.61,63.3,52.07,33.69,28.59,41.86
E01015386,"Bournemouth, Christchurch and Poole 029A",NHS Dorset Integrated Care Board,1711.03,89.84,110.26,67.38,64.32,92.9,141.91,135.78,140.88,112.3,105.15,117.4,122.51,100.05,82.69,78.61,66.36,36.75,45.94
E01015460,"Bournemouth, Christchurch and Poole 043B",NHS Dorset Integrated Care Board,1899.89,122.51,141.91,145.99,106.17,96.99,143.95,139.86,174.57,151.09,160.28,125.57,93.92,82.69,43.9,66.36,34.71,36.75,32.67
E01015456,"Bournemouth, Christchurch and Poole 030D",NHS Dorset Integrated Care Board,1857.02,80.65,85.76,118.42,91.88,87.8,130.68,117.4,114.34,95.96,123.53,152.11,135.78,105.15,105.15,102.09,56.15,78.61,75.55
E01015457,"Bournemouth, Christchurch and Poole 030E",NHS Dorset Integrated Care Board,1909.08,81.67,74.53,98.01,74.53,72.48,114.34,125.57,102.09,121.49,138.84,128.63,134.76,109.24,125.57,152.11,107.19,75.55,72.48
E01015445,"Bournemouth, Christchurch and Poole 034A",NHS Dorset Integrated Care Board,1944.81,81.67,87.8,116.38,99.03,89.84,94.94,93.92,116.38,115.36,136.8,143.95,166.41,135.78,128.63,131.7,86.78,64.32,55.13
E01015390,"Bournemouth, Christchurch and Poole 032A",NHS Dorset Integrated Care Board,1743.7,110.26,122.51,101.07,71.46,88.82,115.36,165.39,160.28,137.82,100.05,132.72,111.28,87.8,72.48,57.17,51.04,28.59,29.61
E01015441,"Bournemouth, Christchurch and Poole 023C",NHS Dorset Integrated Care Board,2025.47,136.8,90.86,108.22,86.78,119.45,138.84,162.32,166.41,102.09,127.61,161.3,137.82,118.42,92.9,93.92,89.84,46.96,44.92
E01015394,"Bournemouth, Christchurch and Poole 032E",NHS Dorset Integrated Care Board,1685.51,88.82,109.24,108.22,83.71,70.44,110.26,106.17,123.53,144.97,121.49,130.68,129.65,93.92,79.63,67.38,55.13,38.79,23.48
E01015391,"Bournemouth, Christchurch and Poole 032B",NHS Dorset Integrated Care Board,1486.43,86.78,71.46,74.53,63.3,63.3,62.27,117.4,95.96,115.36,110.26,104.13,118.42,94.94,74.53,93.92,56.15,46.96,36.75
E01034271,"Bournemouth, Christchurch and Poole 038E",NHS Dorset Integrated Care Board,2840.14,19.4,12.25,6.13,1404.76,709.53,187.85,86.78,38.79,47.98,39.82,35.73,26.54,27.56,45.94,44.92,37.77,24.5,43.9
E01015286,"Bournemouth, Christchurch and Poole 038A",NHS Dorset Integrated Care Board,2054.05,79.63,59.21,38.79,43.9,102.09,171.51,177.64,157.22,125.57,115.36,116.38,121.49,134.76,127.61,176.62,121.49,86.78,98.01
E01015288,"Bournemouth, Christchurch and Poole 041A",NHS Dorset Integrated Care Board,2081.62,121.49,137.82,102.09,83.71,255.22,258.29,218.47,190.91,128.63,129.65,108.22,88.82,83.71,52.07,58.19,38.79,15.31,10.21
E01015344,"Bournemouth, Christchurch and Poole 028A",NHS Dorset Integrated Care Board,1906.02,70.44,90.86,102.09,93.92,90.86,103.11,89.84,108.22,132.72,112.3,124.55,140.88,141.91,130.68,124.55,111.28,59.21,78.61
E01015328,"Bournemouth, Christchurch and Poole 038B",NHS Dorset Integrated Care Board,2011.17,94.94,92.9,66.36,58.19,173.55,193.97,209.28,182.74,136.8,115.36,106.17,106.17,98.01,122.51,85.76,60.23,50.02,58.19
E01015389,"Bournemouth, Christchurch and Poole 029D",NHS Dorset Integrated Care Board,1467.03,49.0,57.17,60.23,56.15,75.55,77.59,124.55,106.17,110.26,87.8,120.47,112.3,85.76,95.96,98.01,63.3,41.86,44.92
E01015294,"Bournemouth, Christchurch and Poole 025C",NHS Dorset Integrated Care Board,2170.43,124.55,151.09,132.72,132.72,160.28,208.26,233.79,190.91,190.91,163.34,139.86,127.61,72.48,46.96,38.79,20.42,24.5,11.23
E01015327,"Bournemouth, Christchurch and Poole 025D",NHS Dorset Integrated Care Board,2170.43,132.72,128.63,127.61,116.38,265.43,187.85,199.08,221.54,147.01,138.84,128.63,106.17,90.86,50.02,54.11,34.71,21.44,19.4
E01015345,"Bournemouth, Christchurch and Poole 027C",NHS Dorset Integrated Care Board,1940.73,82.69,79.63,86.78,124.55,321.58,158.24,152.11,138.84,125.57,116.38,120.47,118.42,95.96,53.09,45.94,33.69,39.82,46.96
E01015326,"Bournemouth, Christchurch and Poole 027A",NHS Dorset Integrated Care Board,1982.59,102.09,85.76,91.88,128.63,190.91,176.62,197.03,158.24,168.45,128.63,126.59,106.17,87.8,63.3,67.38,44.92,31.65,26.54
E01015393,"Bournemouth, Christchurch and Poole 032D",NHS Dorset Integrated Care Board,1330.23,75.55,81.67,73.5,69.42,73.5,103.11,117.4,118.42,76.57,91.88,99.03,80.65,69.42,70.44,55.13,34.71,19.4,20.42
E01015392,"Bournemouth, Christchurch and Poole 032C",NHS Dorset Integrated Care Board,1507.87,84.73,82.69,78.61,54.11,58.19,105.15,116.38,111.28,124.55,84.73,126.59,100.05,96.99,82.69,78.61,50.02,32.67,39.82
E01015438,"Bournemouth, Christchurch and Poole 023A",NHS Dorset Integrated Care Board,1618.13,110.26,103.11,80.65,73.5,59.21,82.69,136.8,120.47,116.38,98.01,129.65,117.4,96.99,84.73,82.69,54.11,32.67,38.79
E01015447,"Bournemouth, Christchurch and Poole 030B",NHS Dorset Integrated Care Board,1755.95,62.27,79.63,115.36,91.88,60.23,79.63,77.59,95.96,120.47,114.34,135.78,133.74,123.53,94.94,115.36,99.03,64.32,91.88
E01015451,"Bournemouth, Christchurch and Poole 034E",NHS Dorset Integrated Care Board,1609.96,70.44,83.71,86.78,57.17,77.59,68.4,86.78,96.99,72.48,115.36,113.32,125.57,113.32,102.09,122.51,99.03,70.44,47.98
E01015449,"Bournemouth, Christchurch and Poole 030C",NHS Dorset Integrated Care Board,1816.18,100.05,126.59,104.13,91.88,123.53,125.57,113.32,120.47,125.57,125.57,152.11,121.49,114.34,66.36,66.36,53.09,46.96,38.79
E01015385,"Bournemouth, Christchurch and Poole 022F",NHS Dorset Integrated Care Board,1828.43,116.38,117.4,99.03,77.59,96.99,101.07,112.3,108.22,101.07,96.99,135.78,113.32,115.36,111.28,107.19,94.94,80.65,42.88
E01015439,"Bournemouth, Christchurch and Poole 023B",NHS Dorset Integrated Care Board,1875.39,113.32,126.59,117.4,112.3,94.94,124.55,140.88,144.97,134.76,147.01,142.93,126.59,94.94,74.53,72.48,47.98,31.65,27.56
E01015444,"Bournemouth, Christchurch and Poole 023F",NHS Dorset Integrated Care Board,1767.18,98.01,100.05,86.78,91.88,77.59,144.97,148.03,121.49,128.63,121.49,130.68,137.82,91.88,73.5,73.5,70.44,39.82,30.63
E01015440,"Bournemouth, Christchurch and Poole 030A",NHS Dorset Integrated Care Board,2158.18,132.72,118.42,128.63,106.17,89.84,135.78,175.59,139.86,156.2,150.07,174.57,142.93,116.38,94.94,93.92,87.8,62.27,52.07
E01015276,"Bournemouth, Christchurch and Poole 035D",NHS Dorset Integrated Care Board,1826.39,127.61,155.18,108.22,106.17,95.96,103.11,147.01,157.22,159.26,123.53,138.84,105.15,81.67,77.59,55.13,37.77,21.44,25.52
E01015361,"Bournemouth, Christchurch and Poole 026C",NHS Dorset Integrated Care Board,1423.13,82.69,102.09,98.01,85.76,62.27,69.42,88.82,111.28,125.57,103.11,123.53,103.11,68.4,58.19,51.04,43.9,23.48,22.46
E01015362,"Bournemouth, Christchurch and Poole 026D",NHS Dorset Integrated Care Board,1197.52,68.4,80.65,83.71,76.57,82.69,53.09,63.3,77.59,76.57,90.86,99.03,123.53,76.57,47.98,41.86,20.42,20.42,14.29
E01015292,"Bournemouth, Christchurch and Poole 025A",NHS Dorset Integrated Care Board,1930.52,120.47,147.01,115.36,108.22,179.68,129.65,150.07,174.57,154.16,131.7,129.65,110.26,90.86,69.42,56.15,25.52,23.48,14.29
E01015318,"Bournemouth, Christchurch and Poole 020C",NHS Dorset Integrated Care Board,1799.85,108.22,125.57,102.09,93.92,109.24,102.09,134.76,138.84,151.09,140.88,105.15,124.55,82.69,73.5,77.59,55.13,41.86,32.67
E01015317,"Bournemouth, Christchurch and Poole 026B",NHS Dorset Integrated Care Board,1711.03,95.96,108.22,92.9,94.94,60.23,70.44,102.09,116.38,150.07,119.45,145.99,115.36,103.11,94.94,100.05,58.19,44.92,37.77
E01015314,"Bournemouth, Christchurch and Poole 020A",NHS Dorset Integrated Care Board,1588.52,62.27,101.07,101.07,94.94,60.23,56.15,59.21,100.05,123.53,109.24,125.57,113.32,112.3,95.96,99.03,78.61,45.94,50.02
E01015315,"Bournemouth, Christchurch and Poole 020B",NHS Dorset Integrated Care Board,1938.69,79.63,135.78,138.84,106.17,54.11,56.15,67.38,130.68,131.7,121.49,145.99,157.22,121.49,130.68,158.24,88.82,58.19,56.15
E01015329,"Bournemouth, Christchurch and Poole 025E",NHS Dorset Integrated Care Board,1723.28,106.17,95.96,95.96,84.73,169.47,141.91,142.93,143.95,130.68,112.3,116.38,107.19,66.36,70.44,58.19,41.86,23.48,15.31
E01015316,"Bournemouth, Christchurch and Poole 026A",NHS Dorset Integrated Care Board,1687.55,61.25,95.96,91.88,89.84,69.42,63.3,65.34,98.01,101.07,126.59,115.36,121.49,120.47,110.26,131.7,92.9,64.32,68.4
E01015331,"Bournemouth, Christchurch and Poole 027B",NHS Dorset Integrated Care Board,2460.37,185.8,152.11,133.74,113.32,244.0,234.81,239.91,272.58,188.87,147.01,120.47,100.05,88.82,75.55,57.17,36.75,29.61,39.82
E01015346,"Bournemouth, Christchurch and Poole 028B",NHS Dorset Integrated Care Board,1653.86,69.42,92.9,85.76,62.27,224.6,108.22,105.15,106.17,100.05,111.28,106.17,108.22,109.24,64.32,67.38,55.13,32.67,44.92
E01015348,"Bournemouth, Christchurch and Poole 028C",NHS Dorset Integrated Care Board,1894.79,45.94,79.63,89.84,85.76,218.47,108.22,87.8,93.92,101.07,104.13,104.13,127.61,118.42,117.4,140.88,109.24,72.48,89.84
E01015388,"Bournemouth, Christchurch and Poole 029C",NHS Dorset Integrated Care Board,1507.87,62.27,68.4,84.73,182.74,188.87,66.36,55.13,72.48,90.86,76.57,89.84,112.3,79.63,71.46,74.53,55.13,36.75,39.82
E01015387,"Bournemouth, Christchurch and Poole 029B",NHS Dorset Integrated Care Board,1554.83,93.92,99.03,71.46,64.32,58.19,80.65,106.17,119.45,111.28,78.61,113.32,94.94,100.05,103.11,90.86,75.55,55.13,38.79
E01015376,"Bournemouth, Christchurch and Poole 027D",NHS Dorset Integrated Care Board,1881.52,81.67,115.36,66.36,122.51,531.89,128.63,138.84,116.38,103.11,96.99,89.84,70.44,53.09,56.15,42.88,24.5,23.48,19.4
E01015330,"Bournemouth, Christchurch and Poole 017B",NHS Dorset Integrated Care Board,1930.52,91.88,121.49,131.7,107.19,77.59,90.86,87.8,129.65,129.65,160.28,139.86,125.57,114.34,92.9,108.22,82.69,57.17,81.67
E01015375,"Bournemouth, Christchurch and Poole 015D",NHS Dorset Integrated Care Board,2179.62,84.73,98.01,88.82,151.09,706.46,170.49,124.55,138.84,132.72,90.86,89.84,68.4,65.34,49.0,38.79,30.63,27.56,23.48
E01015373,"Bournemouth, Christchurch and Poole 017D",NHS Dorset Integrated Care Board,1793.72,82.69,122.51,87.8,100.05,287.89,135.78,148.03,144.97,133.74,114.34,117.4,103.11,76.57,46.96,45.94,20.42,14.29,11.23
E01015378,"Bournemouth, Christchurch and Poole 017E",NHS Dorset Integrated Care Board,1861.1,85.76,128.63,122.51,130.68,333.83,107.19,119.45,118.42,128.63,127.61,100.05,85.76,76.57,70.44,60.23,25.52,20.42,19.4
E01015382,"Bournemouth, Christchurch and Poole 022C",NHS Dorset Integrated Care Board,1999.94,171.51,163.34,129.65,93.92,107.19,176.62,194.99,163.34,121.49,135.78,129.65,115.36,110.26,59.21,51.04,30.63,32.67,13.27
E01015384,"Bournemouth, Christchurch and Poole 022E",NHS Dorset Integrated Care Board,1678.36,104.13,155.18,181.72,160.28,123.53,82.69,123.53,126.59,121.49,103.11,118.42,109.24,57.17,31.65,32.67,17.36,18.38,11.23
E01015442,"Bournemouth, Christchurch and Poole 023D",NHS Dorset Integrated Care Board,2081.62,131.7,150.07,155.18,113.32,115.36,131.7,157.22,140.88,122.51,127.61,126.59,128.63,107.19,94.94,99.03,85.76,45.94,47.98
E01015408,"Bournemouth, Christchurch and Poole 016B",NHS Dorset Integrated Care Board,1788.62,118.42,125.57,135.78,94.94,49.0,80.65,156.2,148.03,123.53,103.11,108.22,84.73,87.8,78.61,90.86,95.96,60.23,46.96
E01015443,"Bournemouth, Christchurch and Poole 023E",NHS Dorset Integrated Care Board,2021.38,117.4,121.49,110.26,93.92,126.59,138.84,167.43,178.66,123.53,113.32,133.74,142.93,78.61,93.92,104.13,78.61,58.19,39.82
E01015383,"Bournemouth, Christchurch and Poole 022D",NHS Dorset Integrated Care Board,1507.87,44.92,45.94,44.92,46.96,117.4,68.4,73.5,74.53,71.46,80.65,104.13,100.05,118.42,126.59,121.49,95.96,78.61,93.92
