LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,ladcd,ladnm
E01015454,"Bournemouth, Christchurch and Poole 047C",20568.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015454,"Bournemouth, Christchurch and Poole 047C",E02003210,"Bournemouth, Christchurch and Poole 047",E06000058,"Bournemouth, Christchurch and Poole"
E01033285,"Bournemouth, Christchurch and Poole 038D",11627.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01033285,"Bournemouth, Christchurch and Poole 038D",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole"
E01015372,"Bournemouth, Christchurch and Poole 040B",13567.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015372,"Bournemouth, Christchurch and Poole 040B",E02006883,"Bournemouth, Christchurch and Poole 040",E06000058,"Bournemouth, Christchurch and Poole"
E01034277,"Bournemouth, Christchurch and Poole 041E",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034277,"Bournemouth, Christchurch and Poole 041E",E02003192,"Bournemouth, Christchurch and Poole 041",E06000058,"Bournemouth, Christchurch and Poole"
E01033242,"Bournemouth, Christchurch and Poole 038C",8518.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01033242,"Bournemouth, Christchurch and Poole 038C",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole"
E01034273,"Bournemouth, Christchurch and Poole 038G",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034273,"Bournemouth, Christchurch and Poole 038G",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole"
E01015290,"Bournemouth, Christchurch and Poole 041C",5392.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015290,"Bournemouth, Christchurch and Poole 041C",E02003192,"Bournemouth, Christchurch and Poole 041",E06000058,"Bournemouth, Christchurch and Poole"
E01033286,"Bournemouth, Christchurch and Poole 040C",20471.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01033286,"Bournemouth, Christchurch and Poole 040C",E02006883,"Bournemouth, Christchurch and Poole 040",E06000058,"Bournemouth, Christchurch and Poole"
E01034272,"Bournemouth, Christchurch and Poole 038F",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034272,"Bournemouth, Christchurch and Poole 038F",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole"
E01015289,"Bournemouth, Christchurch and Poole 041B",8573.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015289,"Bournemouth, Christchurch and Poole 041B",E02003192,"Bournemouth, Christchurch and Poole 041",E06000058,"Bournemouth, Christchurch and Poole"
E01033288,"Bournemouth, Christchurch and Poole 040D",18681.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01033288,"Bournemouth, Christchurch and Poole 040D",E02006883,"Bournemouth, Christchurch and Poole 040",E06000058,"Bournemouth, Christchurch and Poole"
E01033283,"Bournemouth, Christchurch and Poole 037E",17949.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01033283,"Bournemouth, Christchurch and Poole 037E",E02003190,"Bournemouth, Christchurch and Poole 037",E06000058,"Bournemouth, Christchurch and Poole"
E01015297,"Bournemouth, Christchurch and Poole 036B",25105.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015297,"Bournemouth, Christchurch and Poole 036B",E02003189,"Bournemouth, Christchurch and Poole 036",E06000058,"Bournemouth, Christchurch and Poole"
E01015366,"Bournemouth, Christchurch and Poole 036E",16795.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015366,"Bournemouth, Christchurch and Poole 036E",E02003189,"Bournemouth, Christchurch and Poole 036",E06000058,"Bournemouth, Christchurch and Poole"
E01033241,"Bournemouth, Christchurch and Poole 037D",11313.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01033241,"Bournemouth, Christchurch and Poole 037D",E02003190,"Bournemouth, Christchurch and Poole 037",E06000058,"Bournemouth, Christchurch and Poole"
E01015272,"Bournemouth, Christchurch and Poole 035A",23287.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015272,"Bournemouth, Christchurch and Poole 035A",E02003187,"Bournemouth, Christchurch and Poole 035",E06000058,"Bournemouth, Christchurch and Poole"
E01015280,"Bournemouth, Christchurch and Poole 037B",4568.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015280,"Bournemouth, Christchurch and Poole 037B",E02003190,"Bournemouth, Christchurch and Poole 037",E06000058,"Bournemouth, Christchurch and Poole"
E01015279,"Bournemouth, Christchurch and Poole 037A",3033.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015279,"Bournemouth, Christchurch and Poole 037A",E02003190,"Bournemouth, Christchurch and Poole 037",E06000058,"Bournemouth, Christchurch and Poole"
E01034276,"Bournemouth, Christchurch and Poole 037G",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034276,"Bournemouth, Christchurch and Poole 037G",E02003190,"Bournemouth, Christchurch and Poole 037",E06000058,"Bournemouth, Christchurch and Poole"
E01015365,"Bournemouth, Christchurch and Poole 036D",13860.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015365,"Bournemouth, Christchurch and Poole 036D",E02003189,"Bournemouth, Christchurch and Poole 036",E06000058,"Bournemouth, Christchurch and Poole"
E01015300,"Bournemouth, Christchurch and Poole 039E",27131.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015300,"Bournemouth, Christchurch and Poole 039E",E02003191,"Bournemouth, Christchurch and Poole 039",E06000058,"Bournemouth, Christchurch and Poole"
E01034275,"Bournemouth, Christchurch and Poole 037F",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034275,"Bournemouth, Christchurch and Poole 037F",E02003190,"Bournemouth, Christchurch and Poole 037",E06000058,"Bournemouth, Christchurch and Poole"
E01015274,"Bournemouth, Christchurch and Poole 036A",14905.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015274,"Bournemouth, Christchurch and Poole 036A",E02003189,"Bournemouth, Christchurch and Poole 036",E06000058,"Bournemouth, Christchurch and Poole"
E01015275,"Bournemouth, Christchurch and Poole 035C",12847.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015275,"Bournemouth, Christchurch and Poole 035C",E02003187,"Bournemouth, Christchurch and Poole 035",E06000058,"Bournemouth, Christchurch and Poole"
E01015364,"Bournemouth, Christchurch and Poole 036C",26726.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015364,"Bournemouth, Christchurch and Poole 036C",E02003189,"Bournemouth, Christchurch and Poole 036",E06000058,"Bournemouth, Christchurch and Poole"
E01015281,"Bournemouth, Christchurch and Poole 037C",1528.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015281,"Bournemouth, Christchurch and Poole 037C",E02003190,"Bournemouth, Christchurch and Poole 037",E06000058,"Bournemouth, Christchurch and Poole"
E01015277,"Bournemouth, Christchurch and Poole 035E",6314.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015277,"Bournemouth, Christchurch and Poole 035E",E02003187,"Bournemouth, Christchurch and Poole 035",E06000058,"Bournemouth, Christchurch and Poole"
E01015273,"Bournemouth, Christchurch and Poole 035B",6147.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015273,"Bournemouth, Christchurch and Poole 035B",E02003187,"Bournemouth, Christchurch and Poole 035",E06000058,"Bournemouth, Christchurch and Poole"
E01015363,"Bournemouth, Christchurch and Poole 026E",17601.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015363,"Bournemouth, Christchurch and Poole 026E",E02003185,"Bournemouth, Christchurch and Poole 026",E06000058,"Bournemouth, Christchurch and Poole"
E01015299,"Bournemouth, Christchurch and Poole 039D",26859.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015299,"Bournemouth, Christchurch and Poole 039D",E02003191,"Bournemouth, Christchurch and Poole 039",E06000058,"Bournemouth, Christchurch and Poole"
E01015293,"Bournemouth, Christchurch and Poole 025B",6565.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015293,"Bournemouth, Christchurch and Poole 025B",E02003186,"Bournemouth, Christchurch and Poole 025",E06000058,"Bournemouth, Christchurch and Poole"
E01015461,"Bournemouth, Christchurch and Poole 043C",15261.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015461,"Bournemouth, Christchurch and Poole 043C",E02003206,"Bournemouth, Christchurch and Poole 043",E06000058,"Bournemouth, Christchurch and Poole"
E01015386,"Bournemouth, Christchurch and Poole 029A",9710.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015386,"Bournemouth, Christchurch and Poole 029A",E02003202,"Bournemouth, Christchurch and Poole 029",E06000058,"Bournemouth, Christchurch and Poole"
E01015460,"Bournemouth, Christchurch and Poole 043B",19140.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015460,"Bournemouth, Christchurch and Poole 043B",E02003206,"Bournemouth, Christchurch and Poole 043",E06000058,"Bournemouth, Christchurch and Poole"
E01015456,"Bournemouth, Christchurch and Poole 030D",13635.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015456,"Bournemouth, Christchurch and Poole 030D",E02003204,"Bournemouth, Christchurch and Poole 030",E06000058,"Bournemouth, Christchurch and Poole"
E01015457,"Bournemouth, Christchurch and Poole 030E",22195.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015457,"Bournemouth, Christchurch and Poole 030E",E02003204,"Bournemouth, Christchurch and Poole 030",E06000058,"Bournemouth, Christchurch and Poole"
E01015445,"Bournemouth, Christchurch and Poole 034A",29395.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015445,"Bournemouth, Christchurch and Poole 034A",E02003205,"Bournemouth, Christchurch and Poole 034",E06000058,"Bournemouth, Christchurch and Poole"
E01015390,"Bournemouth, Christchurch and Poole 032A",12001.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015390,"Bournemouth, Christchurch and Poole 032A",E02003203,"Bournemouth, Christchurch and Poole 032",E06000058,"Bournemouth, Christchurch and Poole"
E01015441,"Bournemouth, Christchurch and Poole 023C",13176.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015441,"Bournemouth, Christchurch and Poole 023C",E02003201,"Bournemouth, Christchurch and Poole 023",E06000058,"Bournemouth, Christchurch and Poole"
E01015394,"Bournemouth, Christchurch and Poole 032E",24461.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015394,"Bournemouth, Christchurch and Poole 032E",E02003203,"Bournemouth, Christchurch and Poole 032",E06000058,"Bournemouth, Christchurch and Poole"
E01015391,"Bournemouth, Christchurch and Poole 032B",21285.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015391,"Bournemouth, Christchurch and Poole 032B",E02003203,"Bournemouth, Christchurch and Poole 032",E06000058,"Bournemouth, Christchurch and Poole"
E01034271,"Bournemouth, Christchurch and Poole 038E",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034271,"Bournemouth, Christchurch and Poole 038E",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole"
E01015286,"Bournemouth, Christchurch and Poole 038A",17355.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015286,"Bournemouth, Christchurch and Poole 038A",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole"
E01015288,"Bournemouth, Christchurch and Poole 041A",3256.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015288,"Bournemouth, Christchurch and Poole 041A",E02003192,"Bournemouth, Christchurch and Poole 041",E06000058,"Bournemouth, Christchurch and Poole"
E01015344,"Bournemouth, Christchurch and Poole 028A",23636.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015344,"Bournemouth, Christchurch and Poole 028A",E02003183,"Bournemouth, Christchurch and Poole 028",E06000058,"Bournemouth, Christchurch and Poole"
E01015328,"Bournemouth, Christchurch and Poole 038B",10291.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015328,"Bournemouth, Christchurch and Poole 038B",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole"
E01015389,"Bournemouth, Christchurch and Poole 029D",23914.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015389,"Bournemouth, Christchurch and Poole 029D",E02003202,"Bournemouth, Christchurch and Poole 029",E06000058,"Bournemouth, Christchurch and Poole"
E01015294,"Bournemouth, Christchurch and Poole 025C",8189.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015294,"Bournemouth, Christchurch and Poole 025C",E02003186,"Bournemouth, Christchurch and Poole 025",E06000058,"Bournemouth, Christchurch and Poole"
E01015327,"Bournemouth, Christchurch and Poole 025D",12978.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015327,"Bournemouth, Christchurch and Poole 025D",E02003186,"Bournemouth, Christchurch and Poole 025",E06000058,"Bournemouth, Christchurch and Poole"
E01015345,"Bournemouth, Christchurch and Poole 027C",12130.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015345,"Bournemouth, Christchurch and Poole 027C",E02003184,"Bournemouth, Christchurch and Poole 027",E06000058,"Bournemouth, Christchurch and Poole"
E01015326,"Bournemouth, Christchurch and Poole 027A",11967.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015326,"Bournemouth, Christchurch and Poole 027A",E02003184,"Bournemouth, Christchurch and Poole 027",E06000058,"Bournemouth, Christchurch and Poole"
E01015393,"Bournemouth, Christchurch and Poole 032D",15483.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015393,"Bournemouth, Christchurch and Poole 032D",E02003203,"Bournemouth, Christchurch and Poole 032",E06000058,"Bournemouth, Christchurch and Poole"
E01015392,"Bournemouth, Christchurch and Poole 032C",19481.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015392,"Bournemouth, Christchurch and Poole 032C",E02003203,"Bournemouth, Christchurch and Poole 032",E06000058,"Bournemouth, Christchurch and Poole"
E01015438,"Bournemouth, Christchurch and Poole 023A",20737.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015438,"Bournemouth, Christchurch and Poole 023A",E02003201,"Bournemouth, Christchurch and Poole 023",E06000058,"Bournemouth, Christchurch and Poole"
E01015447,"Bournemouth, Christchurch and Poole 030B",26219.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015447,"Bournemouth, Christchurch and Poole 030B",E02003204,"Bournemouth, Christchurch and Poole 030",E06000058,"Bournemouth, Christchurch and Poole"
E01015451,"Bournemouth, Christchurch and Poole 034E",27227.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015451,"Bournemouth, Christchurch and Poole 034E",E02003205,"Bournemouth, Christchurch and Poole 034",E06000058,"Bournemouth, Christchurch and Poole"
E01015449,"Bournemouth, Christchurch and Poole 030C",9196.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015449,"Bournemouth, Christchurch and Poole 030C",E02003204,"Bournemouth, Christchurch and Poole 030",E06000058,"Bournemouth, Christchurch and Poole"
E01015385,"Bournemouth, Christchurch and Poole 022F",9064.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015385,"Bournemouth, Christchurch and Poole 022F",E02003200,"Bournemouth, Christchurch and Poole 022",E06000058,"Bournemouth, Christchurch and Poole"
E01015439,"Bournemouth, Christchurch and Poole 023B",9437.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015439,"Bournemouth, Christchurch and Poole 023B",E02003201,"Bournemouth, Christchurch and Poole 023",E06000058,"Bournemouth, Christchurch and Poole"
E01015444,"Bournemouth, Christchurch and Poole 023F",14170.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015444,"Bournemouth, Christchurch and Poole 023F",E02003201,"Bournemouth, Christchurch and Poole 023",E06000058,"Bournemouth, Christchurch and Poole"
E01015440,"Bournemouth, Christchurch and Poole 030A",18622.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015440,"Bournemouth, Christchurch and Poole 030A",E02003204,"Bournemouth, Christchurch and Poole 030",E06000058,"Bournemouth, Christchurch and Poole"
E01015276,"Bournemouth, Christchurch and Poole 035D",10587.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015276,"Bournemouth, Christchurch and Poole 035D",E02003187,"Bournemouth, Christchurch and Poole 035",E06000058,"Bournemouth, Christchurch and Poole"
E01015361,"Bournemouth, Christchurch and Poole 026C",17118.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015361,"Bournemouth, Christchurch and Poole 026C",E02003185,"Bournemouth, Christchurch and Poole 026",E06000058,"Bournemouth, Christchurch and Poole"
E01015362,"Bournemouth, Christchurch and Poole 026D",6371.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015362,"Bournemouth, Christchurch and Poole 026D",E02003185,"Bournemouth, Christchurch and Poole 026",E06000058,"Bournemouth, Christchurch and Poole"
E01015292,"Bournemouth, Christchurch and Poole 025A",8058.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015292,"Bournemouth, Christchurch and Poole 025A",E02003186,"Bournemouth, Christchurch and Poole 025",E06000058,"Bournemouth, Christchurch and Poole"
E01015318,"Bournemouth, Christchurch and Poole 020C",18601.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015318,"Bournemouth, Christchurch and Poole 020C",E02003182,"Bournemouth, Christchurch and Poole 020",E06000058,"Bournemouth, Christchurch and Poole"
E01015317,"Bournemouth, Christchurch and Poole 026B",15473.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015317,"Bournemouth, Christchurch and Poole 026B",E02003185,"Bournemouth, Christchurch and Poole 026",E06000058,"Bournemouth, Christchurch and Poole"
E01015314,"Bournemouth, Christchurch and Poole 020A",24235.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015314,"Bournemouth, Christchurch and Poole 020A",E02003182,"Bournemouth, Christchurch and Poole 020",E06000058,"Bournemouth, Christchurch and Poole"
E01015315,"Bournemouth, Christchurch and Poole 020B",31921.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015315,"Bournemouth, Christchurch and Poole 020B",E02003182,"Bournemouth, Christchurch and Poole 020",E06000058,"Bournemouth, Christchurch and Poole"
E01015329,"Bournemouth, Christchurch and Poole 025E",13983.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015329,"Bournemouth, Christchurch and Poole 025E",E02003186,"Bournemouth, Christchurch and Poole 025",E06000058,"Bournemouth, Christchurch and Poole"
