LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,ladcd,ladnm
E01015136,Plymouth 031B,22279.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015136,Plymouth 031B,E02003152,Plymouth 031,E06000026,Plymouth
E01015137,Plymouth 031C,22871.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015137,Plymouth 031C,E02003152,Plymouth 031,E06000026,Plymouth
E01015134,Plymouth 032D,24541.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015134,Plymouth 032D,E02003153,Plymouth 032,E06000026,Plymouth
E01015133,Plymouth 030E,27920.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015133,Plymouth 030E,E02003151,Plymouth 030,E06000026,Plymouth
E01034158,Plymouth 031H,,Plymouth,Urban,NHS Devon Integrated Care Board,E01034158,Plymouth 031H,E02003152,Plymouth 031,E06000026,Plymouth
E01015132,Plymouth 030D,17075.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015132,Plymouth 030D,E02003151,Plymouth 030,E06000026,Plymouth
E01015182,Plymouth 028E,4502.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015182,Plymouth 028E,E02003149,Plymouth 028,E06000026,Plymouth
E01034162,Plymouth 034E,,Plymouth,Urban,NHS Devon Integrated Care Board,E01034162,Plymouth 034E,E02006990,Plymouth 034,E06000026,Plymouth
E01034160,Plymouth 034C,,Plymouth,Urban,NHS Devon Integrated Care Board,E01034160,Plymouth 034C,E02006990,Plymouth 034,E06000026,Plymouth
E01034159,Plymouth 034B,,Plymouth,Urban,NHS Devon Integrated Care Board,E01034159,Plymouth 034B,E02006990,Plymouth 034,E06000026,Plymouth
E01015131,Plymouth 030C,31190.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015131,Plymouth 030C,E02003151,Plymouth 030,E06000026,Plymouth
E01015156,Plymouth 027E,5247.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015156,Plymouth 027E,E02003148,Plymouth 027,E06000026,Plymouth
E01015181,Plymouth 028D,4620.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015181,Plymouth 028D,E02003149,Plymouth 028,E06000026,Plymouth
E01032658,Plymouth 027G,3793.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01032658,Plymouth 027G,E02003148,Plymouth 027,E06000026,Plymouth
E01032657,Plymouth 027F,14499.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01032657,Plymouth 027F,E02003148,Plymouth 027,E06000026,Plymouth
E01015180,Plymouth 028C,2315.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015180,Plymouth 028C,E02003149,Plymouth 028,E06000026,Plymouth
E01015152,Plymouth 027C,1229.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015152,Plymouth 027C,E02003148,Plymouth 027,E06000026,Plymouth
E01015179,Plymouth 028B,12813.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015179,Plymouth 028B,E02003149,Plymouth 028,E06000026,Plymouth
E01015054,Plymouth 027B,12840.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015054,Plymouth 027B,E02003148,Plymouth 027,E06000026,Plymouth
E01015177,Plymouth 025D,12027.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015177,Plymouth 025D,E02003146,Plymouth 025,E06000026,Plymouth
E01015047,Plymouth 026D,2529.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015047,Plymouth 026D,E02003147,Plymouth 026,E06000026,Plymouth
E01015155,Plymouth 034A,163.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015155,Plymouth 034A,E02006990,Plymouth 034,E06000026,Plymouth
E01015048,Plymouth 026E,2847.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015048,Plymouth 026E,E02003147,Plymouth 026,E06000026,Plymouth
E01015046,Plymouth 026C,448.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015046,Plymouth 026C,E02003147,Plymouth 026,E06000026,Plymouth
E01015153,Plymouth 033C,321.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015153,Plymouth 033C,E02006989,Plymouth 033,E06000026,Plymouth
E01015053,Plymouth 027A,5121.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015053,Plymouth 027A,E02003148,Plymouth 027,E06000026,Plymouth
E01015176,Plymouth 021F,4932.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015176,Plymouth 021F,E02003142,Plymouth 021,E06000026,Plymouth
E01034157,Plymouth 031G,,Plymouth,Urban,NHS Devon Integrated Care Board,E01034157,Plymouth 031G,E02003152,Plymouth 031,E06000026,Plymouth
E01015178,Plymouth 025E,10951.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015178,Plymouth 025E,E02003146,Plymouth 025,E06000026,Plymouth
E01015052,Plymouth 028A,7643.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015052,Plymouth 028A,E02003149,Plymouth 028,E06000026,Plymouth
E01015117,Plymouth 022E,21032.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015117,Plymouth 022E,E02003143,Plymouth 022,E06000026,Plymouth
E01015175,Plymouth 025C,10768.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015175,Plymouth 025C,E02003146,Plymouth 025,E06000026,Plymouth
E01015050,Plymouth 023D,11586.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015050,Plymouth 023D,E02003144,Plymouth 023,E06000026,Plymouth
E01015051,Plymouth 023E,14870.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015051,Plymouth 023E,E02003144,Plymouth 023,E06000026,Plymouth
E01015116,Plymouth 022D,22941.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015116,Plymouth 022D,E02003143,Plymouth 022,E06000026,Plymouth
E01015172,Plymouth 033B,8192.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015172,Plymouth 033B,E02006989,Plymouth 033,E06000026,Plymouth
E01015151,Plymouth 033A,1384.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015151,Plymouth 033A,E02006989,Plymouth 033,E06000026,Plymouth
E01015173,Plymouth 024C,10966.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015173,Plymouth 024C,E02003145,Plymouth 024,E06000026,Plymouth
E01015045,Plymouth 026B,2657.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015045,Plymouth 026B,E02003147,Plymouth 026,E06000026,Plymouth
E01015169,Plymouth 024A,10426.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015169,Plymouth 024A,E02003145,Plymouth 024,E06000026,Plymouth
E01015245,Torbay 018B,8262.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015245,Torbay 018B,E02003171,Torbay 018,E06000027,Torbay
E01015244,Torbay 018A,17185.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015244,Torbay 018A,E02003171,Torbay 018,E06000027,Torbay
E01015247,Torbay 018D,11651.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015247,Torbay 018D,E02003171,Torbay 018,E06000027,Torbay
E01015248,Torbay 018E,5974.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015248,Torbay 018E,E02003171,Torbay 018,E06000027,Torbay
E01015201,Torbay 016E,18678.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015201,Torbay 016E,E02003169,Torbay 016,E06000027,Torbay
E01015246,Torbay 018C,19171.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015246,Torbay 018C,E02003171,Torbay 018,E06000027,Torbay
E01015184,Torbay 017B,19257.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015184,Torbay 017B,E02003170,Torbay 017,E06000027,Torbay
E01015185,Torbay 017C,11161.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015185,Torbay 017C,E02003170,Torbay 017,E06000027,Torbay
E01015186,Torbay 017D,4667.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015186,Torbay 017D,E02003170,Torbay 017,E06000027,Torbay
E01015183,Torbay 017A,11034.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015183,Torbay 017A,E02003170,Torbay 017,E06000027,Torbay
E01015062,Plymouth 025B,11922.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015062,Plymouth 025B,E02003146,Plymouth 025,E06000026,Plymouth
E01015061,Plymouth 025A,7865.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015061,Plymouth 025A,E02003146,Plymouth 025,E06000026,Plymouth
E01015049,Plymouth 023C,15992.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015049,Plymouth 023C,E02003144,Plymouth 023,E06000026,Plymouth
E01015112,Plymouth 019A,21317.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015112,Plymouth 019A,E02003140,Plymouth 019,E06000026,Plymouth
E01015114,Plymouth 019C,25119.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015114,Plymouth 019C,E02003140,Plymouth 019,E06000026,Plymouth
E01015115,Plymouth 022C,7444.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015115,Plymouth 022C,E02003143,Plymouth 022,E06000026,Plymouth
E01015032,Plymouth 023B,7337.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015032,Plymouth 023B,E02003144,Plymouth 023,E06000026,Plymouth
E01015060,Plymouth 021E,6891.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015060,Plymouth 021E,E02003142,Plymouth 021,E06000026,Plymouth
E01015109,Plymouth 022B,21659.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015109,Plymouth 022B,E02003143,Plymouth 022,E06000026,Plymouth
E01015059,Plymouth 021D,10581.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015059,Plymouth 021D,E02003142,Plymouth 021,E06000026,Plymouth
E01015171,Plymouth 020E,5576.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015171,Plymouth 020E,E02003141,Plymouth 020,E06000026,Plymouth
E01015170,Plymouth 024B,4746.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015170,Plymouth 024B,E02003145,Plymouth 024,E06000026,Plymouth
E01015043,Plymouth 026A,1196.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015043,Plymouth 026A,E02003147,Plymouth 026,E06000026,Plymouth
E01015044,Plymouth 020B,3211.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015044,Plymouth 020B,E02003141,Plymouth 020,E06000026,Plymouth
E01015174,Plymouth 024D,16869.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015174,Plymouth 024D,E02003145,Plymouth 024,E06000026,Plymouth
E01015167,Plymouth 020C,8723.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015167,Plymouth 020C,E02003141,Plymouth 020,E06000026,Plymouth
E01015042,Plymouth 020A,10854.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015042,Plymouth 020A,E02003141,Plymouth 020,E06000026,Plymouth
E01015099,Plymouth 017B,18454.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015099,Plymouth 017B,E02003138,Plymouth 017,E06000026,Plymouth
E01020163,South Hams 005C,29749.0,South Hams,Urban,NHS Devon Integrated Care Board,E01020163,South Hams 005C,E02004193,South Hams 005,E07000044,South Hams
E01015031,Plymouth 023A,12003.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015031,Plymouth 023A,E02003144,Plymouth 023,E06000026,Plymouth
E01015113,Plymouth 019B,26574.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015113,Plymouth 019B,E02003140,Plymouth 019,E06000026,Plymouth
E01015107,Plymouth 018A,19848.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015107,Plymouth 018A,E02003139,Plymouth 018,E06000026,Plymouth
E01015108,Plymouth 022A,27136.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015108,Plymouth 022A,E02003143,Plymouth 022,E06000026,Plymouth
E01020166,South Hams 005F,30101.0,South Hams,Urban,NHS Devon Integrated Care Board,E01020166,South Hams 005F,E02004193,South Hams 005,E07000044,South Hams
E01020161,South Hams 005A,18434.0,South Hams,Urban,NHS Devon Integrated Care Board,E01020161,South Hams 005A,E02004193,South Hams 005,E07000044,South Hams
E01015057,Plymouth 021C,2491.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015057,Plymouth 021C,E02003142,Plymouth 021,E06000026,Plymouth
E01015056,Plymouth 021B,9261.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015056,Plymouth 021B,E02003142,Plymouth 021,E06000026,Plymouth
E01015100,Plymouth 017C,19897.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015100,Plymouth 017C,E02003138,Plymouth 017,E06000026,Plymouth
E01015111,Plymouth 018C,24087.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015111,Plymouth 018C,E02003139,Plymouth 018,E06000026,Plymouth
E01020162,South Hams 005B,28871.0,South Hams,Urban,NHS Devon Integrated Care Board,E01020162,South Hams 005B,E02004193,South Hams 005,E07000044,South Hams
E01015038,Plymouth 016D,24499.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015038,Plymouth 016D,E02003137,Plymouth 016,E06000026,Plymouth
E01020164,South Hams 005D,21980.0,South Hams,Urban,NHS Devon Integrated Care Board,E01020164,South Hams 005D,E02004193,South Hams 005,E07000044,South Hams
E01020165,South Hams 005E,31264.0,South Hams,Urban,NHS Devon Integrated Care Board,E01020165,South Hams 005E,E02004193,South Hams 005,E07000044,South Hams
E01015055,Plymouth 021A,3640.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015055,Plymouth 021A,E02003142,Plymouth 021,E06000026,Plymouth
E01015110,Plymouth 018B,27975.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015110,Plymouth 018B,E02003139,Plymouth 018,E06000026,Plymouth
E01015058,Plymouth 012C,3145.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015058,Plymouth 012C,E02003133,Plymouth 012,E06000026,Plymouth
E01020167,South Hams 005G,32466.0,South Hams,Urban,NHS Devon Integrated Care Board,E01020167,South Hams 005G,E02004193,South Hams 005,E07000044,South Hams
E01015168,Plymouth 020D,6381.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015168,Plymouth 020D,E02003141,Plymouth 020,E06000026,Plymouth
E01015106,Plymouth 013E,19252.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015106,Plymouth 013E,E02003134,Plymouth 013,E06000026,Plymouth
E01015041,Plymouth 014C,6928.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015041,Plymouth 014C,E02003135,Plymouth 014,E06000026,Plymouth
E01015072,Plymouth 013A,4047.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015072,Plymouth 013A,E02003134,Plymouth 013,E06000026,Plymouth
E01015040,Plymouth 014B,2142.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015040,Plymouth 014B,E02003135,Plymouth 014,E06000026,Plymouth
E01015104,Plymouth 011E,24458.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015104,Plymouth 011E,E02003132,Plymouth 011,E06000026,Plymouth
E01015039,Plymouth 014A,15850.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015039,Plymouth 014A,E02003135,Plymouth 014,E06000026,Plymouth
E01015098,Plymouth 017A,24268.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015098,Plymouth 017A,E02003138,Plymouth 017,E06000026,Plymouth
E01015037,Plymouth 012B,12391.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015037,Plymouth 012B,E02003133,Plymouth 012,E06000026,Plymouth
E01015034,Plymouth 016B,25044.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015034,Plymouth 016B,E02003137,Plymouth 016,E06000026,Plymouth
E01015123,Plymouth 015C,17366.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015123,Plymouth 015C,E02003136,Plymouth 015,E06000026,Plymouth
E01015124,Plymouth 015D,26098.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015124,Plymouth 015D,E02003136,Plymouth 015,E06000026,Plymouth
E01015105,Plymouth 017E,26831.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015105,Plymouth 017E,E02003138,Plymouth 017,E06000026,Plymouth
E01015063,Plymouth 010A,7259.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015063,Plymouth 010A,E02003131,Plymouth 010,E06000026,Plymouth
E01015036,Plymouth 016C,25554.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015036,Plymouth 016C,E02003137,Plymouth 016,E06000026,Plymouth
E01015119,Plymouth 018D,25498.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015119,Plymouth 018D,E02003139,Plymouth 018,E06000026,Plymouth
E01015122,Plymouth 019E,23593.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015122,Plymouth 019E,E02003140,Plymouth 019,E06000026,Plymouth
E01015187,Torbay 017E,20676.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015187,Torbay 017E,E02003170,Torbay 017,E06000027,Torbay
E01015189,Torbay 017G,9051.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015189,Torbay 017G,E02003170,Torbay 017,E06000027,Torbay
E01015188,Torbay 017F,15849.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015188,Torbay 017F,E02003170,Torbay 017,E06000027,Torbay
E01015199,Torbay 016C,26577.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015199,Torbay 016C,E02003169,Torbay 016,E06000027,Torbay
E01020143,South Hams 006B,17780.0,South Hams,Rural,NHS Devon Integrated Care Board,E01020143,South Hams 006B,E02004194,South Hams 006,E07000044,South Hams
E01015197,Torbay 016A,27353.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015197,Torbay 016A,E02003169,Torbay 016,E06000027,Torbay
E01015200,Torbay 016D,17927.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015200,Torbay 016D,E02003169,Torbay 016,E06000027,Torbay
E01015198,Torbay 016B,22217.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015198,Torbay 016B,E02003169,Torbay 016,E06000027,Torbay
E01015223,Torbay 015E,22894.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015223,Torbay 015E,E02003168,Torbay 015,E06000027,Torbay
E01015222,Torbay 015D,21224.0,Torbay,Urban,NHS Devon Integrated Care Board,E01015222,Torbay 015D,E02003168,Torbay 015,E06000027,Torbay
E01015035,Plymouth 012A,22499.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015035,Plymouth 012A,E02003133,Plymouth 012,E06000026,Plymouth
E01015102,Plymouth 011D,19019.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015102,Plymouth 011D,E02003132,Plymouth 011,E06000026,Plymouth
E01015103,Plymouth 017D,19730.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015103,Plymouth 017D,E02003138,Plymouth 017,E06000026,Plymouth
E01015118,Plymouth 019D,25407.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015118,Plymouth 019D,E02003140,Plymouth 019,E06000026,Plymouth
E01015121,Plymouth 015B,28116.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015121,Plymouth 015B,E02003136,Plymouth 015,E06000026,Plymouth
E01015101,Plymouth 016E,28553.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015101,Plymouth 016E,E02003137,Plymouth 016,E06000026,Plymouth
E01015033,Plymouth 016A,27321.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015033,Plymouth 016A,E02003137,Plymouth 016,E06000026,Plymouth
E01015069,Plymouth 010C,9316.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015069,Plymouth 010C,E02003131,Plymouth 010,E06000026,Plymouth
E01015125,Plymouth 015E,23360.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015125,Plymouth 015E,E02003136,Plymouth 015,E06000026,Plymouth
E01015095,Plymouth 010D,9503.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015095,Plymouth 010D,E02003131,Plymouth 010,E06000026,Plymouth
E01015078,Plymouth 013C,1070.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015078,Plymouth 013C,E02003134,Plymouth 013,E06000026,Plymouth
E01015080,Plymouth 013D,1590.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015080,Plymouth 013D,E02003134,Plymouth 013,E06000026,Plymouth
E01015079,Plymouth 011C,15722.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015079,Plymouth 011C,E02003132,Plymouth 011,E06000026,Plymouth
E01015145,Plymouth 014E,1049.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015145,Plymouth 014E,E02003135,Plymouth 014,E06000026,Plymouth
E01015075,Plymouth 014D,4251.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015075,Plymouth 014D,E02003135,Plymouth 014,E06000026,Plymouth
E01015076,Plymouth 009A,13822.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015076,Plymouth 009A,E02003130,Plymouth 009,E06000026,Plymouth
E01015146,Plymouth 009E,3208.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015146,Plymouth 009E,E02003130,Plymouth 009,E06000026,Plymouth
E01015074,Plymouth 011A,4167.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015074,Plymouth 011A,E02003132,Plymouth 011,E06000026,Plymouth
E01015073,Plymouth 013B,5323.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015073,Plymouth 013B,E02003134,Plymouth 013,E06000026,Plymouth
E01015143,Plymouth 009C,7918.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015143,Plymouth 009C,E02003130,Plymouth 009,E06000026,Plymouth
E01015144,Plymouth 009D,2943.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015144,Plymouth 009D,E02003130,Plymouth 009,E06000026,Plymouth
E01015142,Plymouth 009B,10054.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015142,Plymouth 009B,E02003130,Plymouth 009,E06000026,Plymouth
E01015066,Plymouth 012D,19417.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015066,Plymouth 012D,E02003133,Plymouth 012,E06000026,Plymouth
E01015077,Plymouth 011B,12551.0,Plymouth,Urban,NHS Devon Integrated Care Board,E01015077,Plymouth 011B,E02003132,Plymouth 011,E06000026,Plymouth
