LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,ladcd,ladnm
E01022176,Cotswold 011A,19110.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022176,Cotswold 011A,E02004625,Cotswold 011,E07000079,Cotswold
E01022367,Stroud 008B,32166.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022367,Stroud 008B,E02004658,Stroud 008,E07000082,Stroud
E01022354,Stroud 002A,30711.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022354,Stroud 002A,E02004652,Stroud 002,E07000082,Stroud
E01022392,Stroud 002D,20865.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022392,Stroud 002D,E02004652,Stroud 002,E07000082,Stroud
E01034806,Tewkesbury 008E,,Tewkesbury,Rural,NHS Gloucestershire Integrated Care Board,E01034806,Tewkesbury 008E,E02004673,Tewkesbury 008,E07000083,Tewkesbury
E01022424,Tewkesbury 009D,10369.0,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board,E01022424,Tewkesbury 009D,E02004674,Tewkesbury 009,E07000083,Tewkesbury
E01022393,Stroud 007A,29138.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022393,Stroud 007A,E02004657,Stroud 007,E07000082,Stroud
E01022408,Stroud 007D,25145.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022408,Stroud 007D,E02004657,Stroud 007,E07000082,Stroud
E01022394,Stroud 007B,27857.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022394,Stroud 007B,E02004657,Stroud 007,E07000082,Stroud
E01022395,Stroud 007C,32160.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022395,Stroud 007C,E02004657,Stroud 007,E07000082,Stroud
E01022356,Stroud 004B,25946.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022356,Stroud 004B,E02004654,Stroud 004,E07000082,Stroud
E01022399,Stroud 006B,12028.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022399,Stroud 006B,E02004656,Stroud 006,E07000082,Stroud
E01034804,Stroud 006G,,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01034804,Stroud 006G,E02004656,Stroud 006,E07000082,Stroud
E01034803,Stroud 006F,,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01034803,Stroud 006F,E02004656,Stroud 006,E07000082,Stroud
E01022358,Stroud 004D,12126.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022358,Stroud 004D,E02004654,Stroud 004,E07000082,Stroud
E01022414,Stroud 006E,20336.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022414,Stroud 006E,E02004656,Stroud 006,E07000082,Stroud
E01022359,Stroud 011A,29467.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022359,Stroud 011A,E02004661,Stroud 011,E07000082,Stroud
E01022362,Stroud 011D,27225.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022362,Stroud 011D,E02004661,Stroud 011,E07000082,Stroud
E01022364,Stroud 011F,7812.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022364,Stroud 011F,E02004661,Stroud 011,E07000082,Stroud
E01022361,Stroud 011C,15242.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022361,Stroud 011C,E02004661,Stroud 011,E07000082,Stroud
E01022363,Stroud 011E,26908.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022363,Stroud 011E,E02004661,Stroud 011,E07000082,Stroud
E01022371,Stroud 009B,27749.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022371,Stroud 009B,E02004659,Stroud 009,E07000082,Stroud
E01022398,Stroud 003D,21211.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022398,Stroud 003D,E02004653,Stroud 003,E07000082,Stroud
E01022396,Stroud 003B,27296.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022396,Stroud 003B,E02004653,Stroud 003,E07000082,Stroud
E01022397,Stroud 003C,22719.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022397,Stroud 003C,E02004653,Stroud 003,E07000082,Stroud
E01022266,Forest of Dean 005D,14998.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022266,Forest of Dean 005D,E02004630,Forest of Dean 005,E07000080,Forest of Dean
E01022403,Stroud 005D,8511.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022403,Stroud 005D,E02004655,Stroud 005,E07000082,Stroud
E01022402,Stroud 005C,23100.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022402,Stroud 005C,E02004655,Stroud 005,E07000082,Stroud
E01022376,Stroud 003A,22721.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022376,Stroud 003A,E02004653,Stroud 003,E07000082,Stroud
E01034802,Stroud 001H,,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01034802,Stroud 001H,E02004651,Stroud 001,E07000082,Stroud
E01034800,Stroud 001F,,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01034800,Stroud 001F,E02004651,Stroud 001,E07000082,Stroud
E01034798,Gloucester 015L,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01034798,Gloucester 015L,E02004650,Gloucester 015,E07000081,Gloucester
E01034797,Gloucester 015K,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01034797,Gloucester 015K,E02004650,Gloucester 015,E07000081,Gloucester
E01022379,Stroud 001B,18609.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022379,Stroud 001B,E02004651,Stroud 001,E07000082,Stroud
E01022338,Gloucester 015D,17806.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022338,Gloucester 015D,E02004650,Gloucester 015,E07000081,Gloucester
E01034796,Gloucester 015J,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01034796,Gloucester 015J,E02004650,Gloucester 015,E07000081,Gloucester
E01022377,Stroud 004E,16307.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022377,Stroud 004E,E02004654,Stroud 004,E07000082,Stroud
E01022411,Stroud 006D,23563.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022411,Stroud 006D,E02004656,Stroud 006,E07000082,Stroud
E01022389,Stroud 004F,29798.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022389,Stroud 004F,E02004654,Stroud 004,E07000082,Stroud
E01034801,Stroud 001G,,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01034801,Stroud 001G,E02004651,Stroud 001,E07000082,Stroud
E01022345,Gloucester 012C,22101.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022345,Gloucester 012C,E02004647,Gloucester 012,E07000081,Gloucester
E01022320,Gloucester 011B,5681.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022320,Gloucester 011B,E02004646,Gloucester 011,E07000081,Gloucester
E01022319,Gloucester 011A,735.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022319,Gloucester 011A,E02004646,Gloucester 011,E07000081,Gloucester
E01022276,Gloucester 010A,27276.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022276,Gloucester 010A,E02004645,Gloucester 010,E07000081,Gloucester
E01022325,Gloucester 011F,11134.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022325,Gloucester 011F,E02004646,Gloucester 011,E07000081,Gloucester
E01022343,Gloucester 012A,17576.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022343,Gloucester 012A,E02004647,Gloucester 012,E07000081,Gloucester
E01022390,Stroud 002B,29192.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022390,Stroud 002B,E02004652,Stroud 002,E07000082,Stroud
E01034810,Tewkesbury 009I,,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board,E01034810,Tewkesbury 009I,E02004674,Tewkesbury 009,E07000083,Tewkesbury
E01034799,Stroud 001E,,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01034799,Stroud 001E,E02004651,Stroud 001,E07000082,Stroud
E01034809,Tewkesbury 009H,,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board,E01034809,Tewkesbury 009H,E02004674,Tewkesbury 009,E07000083,Tewkesbury
E01022281,Gloucester 010D,27709.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022281,Gloucester 010D,E02004645,Gloucester 010,E07000081,Gloucester
E01022421,Tewkesbury 009A,13002.0,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board,E01022421,Tewkesbury 009A,E02004674,Tewkesbury 009,E07000083,Tewkesbury
E01034808,Tewkesbury 009G,,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board,E01034808,Tewkesbury 009G,E02004674,Tewkesbury 009,E07000083,Tewkesbury
E01022307,Gloucester 010F,29388.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022307,Gloucester 010F,E02004645,Gloucester 010,E07000081,Gloucester
E01022306,Gloucester 010E,28208.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022306,Gloucester 010E,E02004645,Gloucester 010,E07000081,Gloucester
E01022423,Tewkesbury 009C,23915.0,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board,E01022423,Tewkesbury 009C,E02004674,Tewkesbury 009,E07000083,Tewkesbury
E01034795,Gloucester 015I,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01034795,Gloucester 015I,E02004650,Gloucester 015,E07000081,Gloucester
E01022336,Gloucester 015B,22985.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022336,Gloucester 015B,E02004650,Gloucester 015,E07000081,Gloucester
E01032933,Gloucester 015E,19164.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01032933,Gloucester 015E,E02004650,Gloucester 015,E07000081,Gloucester
E01032935,Gloucester 015G,17155.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01032935,Gloucester 015G,E02004650,Gloucester 015,E07000081,Gloucester
E01022335,Gloucester 015A,24263.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022335,Gloucester 015A,E02004650,Gloucester 015,E07000081,Gloucester
E01022300,Gloucester 013B,23654.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022300,Gloucester 013B,E02004648,Gloucester 013,E07000081,Gloucester
E01022340,Gloucester 014B,26837.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022340,Gloucester 014B,E02004649,Gloucester 014,E07000081,Gloucester
E01022346,Gloucester 012D,2801.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022346,Gloucester 012D,E02004647,Gloucester 012,E07000081,Gloucester
E01022299,Gloucester 013A,19458.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022299,Gloucester 013A,E02004648,Gloucester 013,E07000081,Gloucester
E01022341,Gloucester 014C,19527.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022341,Gloucester 014C,E02004649,Gloucester 014,E07000081,Gloucester
E01022302,Gloucester 013D,21424.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022302,Gloucester 013D,E02004648,Gloucester 013,E07000081,Gloucester
E01022342,Gloucester 014D,29186.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022342,Gloucester 014D,E02004649,Gloucester 014,E07000081,Gloucester
E01022378,Stroud 001A,28483.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022378,Stroud 001A,E02004651,Stroud 001,E07000082,Stroud
E01022339,Gloucester 014A,31070.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022339,Gloucester 014A,E02004649,Gloucester 014,E07000081,Gloucester
E01022301,Gloucester 013C,10026.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022301,Gloucester 013C,E02004648,Gloucester 013,E07000081,Gloucester
E01022344,Gloucester 012B,14347.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022344,Gloucester 012B,E02004647,Gloucester 012,E07000081,Gloucester
E01022333,Gloucester 009E,621.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022333,Gloucester 009E,E02004644,Gloucester 009,E07000081,Gloucester
E01022334,Gloucester 009F,15510.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022334,Gloucester 009F,E02004644,Gloucester 009,E07000081,Gloucester
E01022331,Gloucester 009D,10417.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022331,Gloucester 009D,E02004644,Gloucester 009,E07000081,Gloucester
E01034794,Gloucester 004J,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01034794,Gloucester 004J,E02004639,Gloucester 004,E07000081,Gloucester
E01022277,Gloucester 010B,20806.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022277,Gloucester 010B,E02004645,Gloucester 010,E07000081,Gloucester
E01022324,Gloucester 011E,3508.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022324,Gloucester 011E,E02004646,Gloucester 011,E07000081,Gloucester
E01022322,Gloucester 011D,3800.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022322,Gloucester 011D,E02004646,Gloucester 011,E07000081,Gloucester
E01022278,Gloucester 007A,24912.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022278,Gloucester 007A,E02004642,Gloucester 007,E07000081,Gloucester
E01022280,Gloucester 010C,24763.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022280,Gloucester 010C,E02004645,Gloucester 010,E07000081,Gloucester
E01022323,Gloucester 008C,2948.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022323,Gloucester 008C,E02004643,Gloucester 008,E07000081,Gloucester
E01022279,Gloucester 007B,24487.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022279,Gloucester 007B,E02004642,Gloucester 007,E07000081,Gloucester
E01022327,Gloucester 009B,16078.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022327,Gloucester 009B,E02004644,Gloucester 009,E07000081,Gloucester
E01022329,Gloucester 008E,2221.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022329,Gloucester 008E,E02004643,Gloucester 008,E07000081,Gloucester
E01022321,Gloucester 011C,14918.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022321,Gloucester 011C,E02004646,Gloucester 011,E07000081,Gloucester
E01022328,Gloucester 008D,5238.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022328,Gloucester 008D,E02004643,Gloucester 008,E07000081,Gloucester
E01022286,Gloucester 007F,7316.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022286,Gloucester 007F,E02004642,Gloucester 007,E07000081,Gloucester
E01022282,Gloucester 007C,29379.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022282,Gloucester 007C,E02004642,Gloucester 007,E07000081,Gloucester
E01022294,Gloucester 008B,7298.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022294,Gloucester 008B,E02004643,Gloucester 008,E07000081,Gloucester
E01022284,Gloucester 007D,6076.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022284,Gloucester 007D,E02004642,Gloucester 007,E07000081,Gloucester
E01022285,Gloucester 007E,5091.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022285,Gloucester 007E,E02004642,Gloucester 007,E07000081,Gloucester
E01022283,Gloucester 006A,29131.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022283,Gloucester 006A,E02004641,Gloucester 006,E07000081,Gloucester
E01022293,Gloucester 008A,6630.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022293,Gloucester 008A,E02004643,Gloucester 008,E07000081,Gloucester
E01022291,Gloucester 005D,3126.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022291,Gloucester 005D,E02004640,Gloucester 005,E07000081,Gloucester
E01022288,Gloucester 005A,5747.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022288,Gloucester 005A,E02004640,Gloucester 005,E07000081,Gloucester
E01022292,Gloucester 005E,5136.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022292,Gloucester 005E,E02004640,Gloucester 005,E07000081,Gloucester
E01022290,Gloucester 005C,5660.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022290,Gloucester 005C,E02004640,Gloucester 005,E07000081,Gloucester
E01022289,Gloucester 005B,4101.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022289,Gloucester 005B,E02004640,Gloucester 005,E07000081,Gloucester
E01034793,Gloucester 004I,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01034793,Gloucester 004I,E02004639,Gloucester 004,E07000081,Gloucester
E01034792,Gloucester 004H,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01034792,Gloucester 004H,E02004639,Gloucester 004,E07000081,Gloucester
E01022287,Gloucester 007G,19179.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022287,Gloucester 007G,E02004642,Gloucester 007,E07000081,Gloucester
E01022298,Gloucester 003D,25618.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022298,Gloucester 003D,E02004638,Gloucester 003,E07000081,Gloucester
E01032937,Gloucester 004F,1579.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01032937,Gloucester 004F,E02004639,Gloucester 004,E07000081,Gloucester
E01022312,Gloucester 002D,15803.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022312,Gloucester 002D,E02004637,Gloucester 002,E07000081,Gloucester
E01022311,Gloucester 002C,1456.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022311,Gloucester 002C,E02004637,Gloucester 002,E07000081,Gloucester
E01022209,Cotswold 009E,23758.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022209,Cotswold 009E,E02004623,Cotswold 009,E07000079,Cotswold
E01022204,Cotswold 009C,28090.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022204,Cotswold 009C,E02004623,Cotswold 009,E07000079,Cotswold
E01022202,Cotswold 009A,27919.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022202,Cotswold 009A,E02004623,Cotswold 009,E07000079,Cotswold
E01022215,Cotswold 005D,20284.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022215,Cotswold 005D,E02004619,Cotswold 005,E07000079,Cotswold
E01022181,Cotswold 003B,30353.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022181,Cotswold 003B,E02004617,Cotswold 003,E07000079,Cotswold
E01034784,Cotswold 003F,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01034784,Cotswold 003F,E02004617,Cotswold 003,E07000079,Cotswold
E01034783,Cotswold 003E,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01034783,Cotswold 003E,E02004617,Cotswold 003,E07000079,Cotswold
E01022179,Cotswold 001A,20381.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022179,Cotswold 001A,E02004615,Cotswold 001,E07000079,Cotswold
E01022210,Cotswold 009F,18487.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022210,Cotswold 009F,E02004623,Cotswold 009,E07000079,Cotswold
E01022208,Cotswold 009D,32453.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022208,Cotswold 009D,E02004623,Cotswold 009,E07000079,Cotswold
E01034786,Cotswold 003H,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01034786,Cotswold 003H,E02004617,Cotswold 003,E07000079,Cotswold
E01034785,Cotswold 003G,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01034785,Cotswold 003G,E02004617,Cotswold 003,E07000079,Cotswold
E01022177,Cotswold 002A,23544.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022177,Cotswold 002A,E02004616,Cotswold 002,E07000079,Cotswold
E01022178,Cotswold 002B,23165.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022178,Cotswold 002B,E02004616,Cotswold 002,E07000079,Cotswold
E01034782,Cotswold 002G,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01034782,Cotswold 002G,E02004616,Cotswold 002,E07000079,Cotswold
E01022205,Cotswold 002C,20167.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022205,Cotswold 002C,E02004616,Cotswold 002,E07000079,Cotswold
E01022211,Cotswold 002D,17850.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022211,Cotswold 002D,E02004616,Cotswold 002,E07000079,Cotswold
E01034781,Cotswold 002F,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01034781,Cotswold 002F,E02004616,Cotswold 002,E07000079,Cotswold
