LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,ladcd,ladnm
E01014730,Bristol 037A,8845.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014730,Bristol 037A,E02003048,Bristol 037,E06000023,"Bristol, City of"
E01033359,Bristol 039E,3472.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033359,Bristol 039E,E02003050,Bristol 039,E06000023,"Bristol, City of"
E01014918,South Gloucestershire 031C,26211.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014918,South Gloucestershire 031C,E02003120,South Gloucestershire 031,E06000025,South Gloucestershire
E01014920,South Gloucestershire 031E,27983.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014920,South Gloucestershire 031E,E02003120,South Gloucestershire 031,E06000025,South Gloucestershire
E01014869,South Gloucestershire 024B,32517.0,South Gloucestershire,Rural,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014869,South Gloucestershire 024B,E02003113,South Gloucestershire 024,E06000025,South Gloucestershire
E01014870,South Gloucestershire 024C,17642.0,South Gloucestershire,Rural,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014870,South Gloucestershire 024C,E02003113,South Gloucestershire 024,E06000025,South Gloucestershire
E01014696,Bristol 036B,26803.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014696,Bristol 036B,E02003047,Bristol 036,E06000023,"Bristol, City of"
E01014698,Bristol 036C,22763.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014698,Bristol 036C,E02003047,Bristol 036,E06000023,"Bristol, City of"
E01014699,Bristol 036D,10787.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014699,Bristol 036D,E02003047,Bristol 036,E06000023,"Bristol, City of"
E01014701,Bristol 036F,19457.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014701,Bristol 036F,E02003047,Bristol 036,E06000023,"Bristol, City of"
E01014695,Bristol 036A,8839.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014695,Bristol 036A,E02003047,Bristol 036,E06000023,"Bristol, City of"
E01033910,Bristol 061E,,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033910,Bristol 061E,E02006952,Bristol 061,E06000023,"Bristol, City of"
E01033350,Bristol 061D,15252.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033350,Bristol 061D,E02006952,Bristol 061,E06000023,"Bristol, City of"
E01033906,Bristol 060E,,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033906,Bristol 060E,E02006951,Bristol 060,E06000023,"Bristol, City of"
E01014550,Bristol 034C,27713.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014550,Bristol 034C,E02003045,Bristol 034,E06000023,"Bristol, City of"
E01033909,Bristol 061C,,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033909,Bristol 061C,E02006952,Bristol 061,E06000023,"Bristol, City of"
E01014537,Bristol 035F,14247.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014537,Bristol 035F,E02003046,Bristol 035,E06000023,"Bristol, City of"
E01033370,Bristol 054E,1195.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033370,Bristol 054E,E02006887,Bristol 054,E06000023,"Bristol, City of"
E01014916,South Gloucestershire 031A,20551.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014916,South Gloucestershire 031A,E02003120,South Gloucestershire 031,E06000025,South Gloucestershire
E01014917,South Gloucestershire 031B,19828.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014917,South Gloucestershire 031B,E02003120,South Gloucestershire 031,E06000025,South Gloucestershire
E01014680,Bristol 033D,19981.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014680,Bristol 033D,E02003044,Bristol 033,E06000023,"Bristol, City of"
E01014915,South Gloucestershire 028A,15565.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014915,South Gloucestershire 028A,E02003117,South Gloucestershire 028,E06000025,South Gloucestershire
E01014530,Bristol 035C,16297.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014530,Bristol 035C,E02003046,Bristol 035,E06000023,"Bristol, City of"
E01033353,Bristol 054B,5406.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033353,Bristol 054B,E02006887,Bristol 054,E06000023,"Bristol, City of"
E01033903,Bristol 054G,,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033903,Bristol 054G,E02006887,Bristol 054,E06000023,"Bristol, City of"
E01014658,Bristol 056B,1634.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014658,Bristol 056B,E02006889,Bristol 056,E06000023,"Bristol, City of"
E01014941,South Gloucestershire 030E,8030.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014941,South Gloucestershire 030E,E02003119,South Gloucestershire 030,E06000025,South Gloucestershire
E01014940,South Gloucestershire 030D,30214.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014940,South Gloucestershire 030D,E02003119,South Gloucestershire 030,E06000025,South Gloucestershire
E01014939,South Gloucestershire 030C,19029.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014939,South Gloucestershire 030C,E02003119,South Gloucestershire 030,E06000025,South Gloucestershire
E01014945,South Gloucestershire 030G,19729.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014945,South Gloucestershire 030G,E02003119,South Gloucestershire 030,E06000025,South Gloucestershire
E01014944,South Gloucestershire 029B,31915.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014944,South Gloucestershire 029B,E02003118,South Gloucestershire 029,E06000025,South Gloucestershire
E01014938,South Gloucestershire 030B,26172.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014938,South Gloucestershire 030B,E02003119,South Gloucestershire 030,E06000025,South Gloucestershire
E01014871,South Gloucestershire 024D,26723.0,South Gloucestershire,Rural,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014871,South Gloucestershire 024D,E02003113,South Gloucestershire 024,E06000025,South Gloucestershire
E01014943,South Gloucestershire 029A,27573.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014943,South Gloucestershire 029A,E02003118,South Gloucestershire 029,E06000025,South Gloucestershire
E01015004,South Gloucestershire 029E,17705.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015004,South Gloucestershire 029E,E02003118,South Gloucestershire 029,E06000025,South Gloucestershire
E01014972,South Gloucestershire 029C,24052.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014972,South Gloucestershire 029C,E02003118,South Gloucestershire 029,E06000025,South Gloucestershire
E01014529,Bristol 035B,6232.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014529,Bristol 035B,E02003046,Bristol 035,E06000023,"Bristol, City of"
E01014528,Bristol 035A,21215.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014528,Bristol 035A,E02003046,Bristol 035,E06000023,"Bristol, City of"
E01033352,Bristol 054A,7966.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033352,Bristol 054A,E02006887,Bristol 054,E06000023,"Bristol, City of"
E01033902,Bristol 054F,,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033902,Bristol 054F,E02006887,Bristol 054,E06000023,"Bristol, City of"
E01014677,Bristol 033A,19709.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014677,Bristol 033A,E02003044,Bristol 033,E06000023,"Bristol, City of"
E01014679,Bristol 033C,16600.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014679,Bristol 033C,E02003044,Bristol 033,E06000023,"Bristol, City of"
E01015006,South Gloucestershire 029F,15909.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015006,South Gloucestershire 029F,E02003118,South Gloucestershire 029,E06000025,South Gloucestershire
E01015003,South Gloucestershire 028B,24128.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015003,South Gloucestershire 028B,E02003117,South Gloucestershire 028,E06000025,South Gloucestershire
E01014678,Bristol 033B,13932.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014678,Bristol 033B,E02003044,Bristol 033,E06000023,"Bristol, City of"
E01033907,Bristol 061A,,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033907,Bristol 061A,E02006952,Bristol 061,E06000023,"Bristol, City of"
E01033908,Bristol 061B,,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033908,Bristol 061B,E02006952,Bristol 061,E06000023,"Bristol, City of"
E01014549,Bristol 034B,15519.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014549,Bristol 034B,E02003045,Bristol 034,E06000023,"Bristol, City of"
E01014548,Bristol 034A,15891.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014548,Bristol 034A,E02003045,Bristol 034,E06000023,"Bristol, City of"
E01033344,Bristol 060D,10883.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033344,Bristol 060D,E02006951,Bristol 060,E06000023,"Bristol, City of"
E01014547,Bristol 030D,28155.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014547,Bristol 030D,E02003041,Bristol 030,E06000023,"Bristol, City of"
E01014546,Bristol 030C,25141.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014546,Bristol 030C,E02003041,Bristol 030,E06000023,"Bristol, City of"
E01014555,Bristol 034D,18589.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014555,Bristol 034D,E02003045,Bristol 034,E06000023,"Bristol, City of"
E01033905,Bristol 060C,,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033905,Bristol 060C,E02006951,Bristol 060,E06000023,"Bristol, City of"
E01014554,Bristol 026D,24154.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014554,Bristol 026D,E02003037,Bristol 026,E06000023,"Bristol, City of"
E01033904,Bristol 060B,,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033904,Bristol 060B,E02006951,Bristol 060,E06000023,"Bristol, City of"
E01014567,Bristol 029C,10881.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014567,Bristol 029C,E02003040,Bristol 029,E06000023,"Bristol, City of"
E01033369,Bristol 056D,1657.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033369,Bristol 056D,E02006889,Bristol 056,E06000023,"Bristol, City of"
E01033356,Bristol 056C,2023.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033356,Bristol 056C,E02006889,Bristol 056,E06000023,"Bristol, City of"
E01015005,South Gloucestershire 028C,17113.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015005,South Gloucestershire 028C,E02003117,South Gloucestershire 028,E06000025,South Gloucestershire
E01014681,Bristol 029D,11208.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014681,Bristol 029D,E02003040,Bristol 029,E06000023,"Bristol, City of"
E01014684,Bristol 029E,7821.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014684,Bristol 029E,E02003040,Bristol 029,E06000023,"Bristol, City of"
E01014676,Bristol 027D,11238.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014676,Bristol 027D,E02003038,Bristol 027,E06000023,"Bristol, City of"
E01015007,South Gloucestershire 028D,11180.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015007,South Gloucestershire 028D,E02003117,South Gloucestershire 028,E06000025,South Gloucestershire
E01033358,Bristol 054D,1501.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033358,Bristol 054D,E02006887,Bristol 054,E06000023,"Bristol, City of"
E01033342,Bristol 025E,12787.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033342,Bristol 025E,E02003036,Bristol 025,E06000023,"Bristol, City of"
E01014682,Bristol 028A,7789.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014682,Bristol 028A,E02003039,Bristol 028,E06000023,"Bristol, City of"
E01014566,Bristol 029B,8649.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014566,Bristol 029B,E02003040,Bristol 029,E06000023,"Bristol, City of"
E01014683,Bristol 028B,6245.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014683,Bristol 028B,E02003039,Bristol 028,E06000023,"Bristol, City of"
E01014565,Bristol 029A,6176.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014565,Bristol 029A,E02003040,Bristol 029,E06000023,"Bristol, City of"
E01014687,Bristol 028E,8389.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014687,Bristol 028E,E02003039,Bristol 028,E06000023,"Bristol, City of"
E01033347,Bristol 059D,5434.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033347,Bristol 059D,E02006950,Bristol 059,E06000023,"Bristol, City of"
E01014564,Bristol 055A,9374.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014564,Bristol 055A,E02006888,Bristol 055,E06000023,"Bristol, City of"
E01014653,Bristol 055B,743.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014653,Bristol 055B,E02006888,Bristol 055,E06000023,"Bristol, City of"
E01014675,Bristol 027C,13783.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014675,Bristol 027C,E02003038,Bristol 027,E06000023,"Bristol, City of"
E01033348,Bristol 059C,3323.0,"Bristol, City of",Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01033348,Bristol 059C,E02006950,Bristol 059,E06000023,"Bristol, City of"
E01014890,South Gloucestershire 024E,22313.0,South Gloucestershire,Rural,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014890,South Gloucestershire 024E,E02003113,South Gloucestershire 024,E06000025,South Gloucestershire
E01014891,South Gloucestershire 024F,12691.0,South Gloucestershire,Rural,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014891,South Gloucestershire 024F,E02003113,South Gloucestershire 024,E06000025,South Gloucestershire
E01014895,South Gloucestershire 014D,23870.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014895,South Gloucestershire 014D,E02003103,South Gloucestershire 014,E06000025,South Gloucestershire
E01014894,South Gloucestershire 014C,23762.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014894,South Gloucestershire 014C,E02003103,South Gloucestershire 014,E06000025,South Gloucestershire
E01015013,South Gloucestershire 010E,21690.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015013,South Gloucestershire 010E,E02003099,South Gloucestershire 010,E06000025,South Gloucestershire
E01014889,South Gloucestershire 008D,29152.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014889,South Gloucestershire 008D,E02003097,South Gloucestershire 008,E06000025,South Gloucestershire
E01014886,South Gloucestershire 008A,16277.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014886,South Gloucestershire 008A,E02003097,South Gloucestershire 008,E06000025,South Gloucestershire
E01015012,South Gloucestershire 010D,21922.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015012,South Gloucestershire 010D,E02003099,South Gloucestershire 010,E06000025,South Gloucestershire
E01015009,South Gloucestershire 010A,19953.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015009,South Gloucestershire 010A,E02003099,South Gloucestershire 010,E06000025,South Gloucestershire
E01014887,South Gloucestershire 008B,31449.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014887,South Gloucestershire 008B,E02003097,South Gloucestershire 008,E06000025,South Gloucestershire
E01015017,South Gloucestershire 006D,21059.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015017,South Gloucestershire 006D,E02003095,South Gloucestershire 006,E06000025,South Gloucestershire
E01015018,South Gloucestershire 006E,26620.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015018,South Gloucestershire 006E,E02003095,South Gloucestershire 006,E06000025,South Gloucestershire
E01015020,South Gloucestershire 007B,12322.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015020,South Gloucestershire 007B,E02003096,South Gloucestershire 007,E06000025,South Gloucestershire
E01014888,South Gloucestershire 008C,30023.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014888,South Gloucestershire 008C,E02003097,South Gloucestershire 008,E06000025,South Gloucestershire
E01015021,South Gloucestershire 007C,31824.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015021,South Gloucestershire 007C,E02003096,South Gloucestershire 007,E06000025,South Gloucestershire
E01015016,South Gloucestershire 006C,30602.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015016,South Gloucestershire 006C,E02003095,South Gloucestershire 006,E06000025,South Gloucestershire
E01015022,South Gloucestershire 007D,22774.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015022,South Gloucestershire 007D,E02003096,South Gloucestershire 007,E06000025,South Gloucestershire
E01015015,South Gloucestershire 006B,26861.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015015,South Gloucestershire 006B,E02003095,South Gloucestershire 006,E06000025,South Gloucestershire
E01015014,South Gloucestershire 006A,30232.0,South Gloucestershire,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01015014,South Gloucestershire 006A,E02003095,South Gloucestershire 006,E06000025,South Gloucestershire
E01014930,South Gloucestershire 003D,30897.0,South Gloucestershire,Rural,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014930,South Gloucestershire 003D,E02003092,South Gloucestershire 003,E06000025,South Gloucestershire
E01014885,South Gloucestershire 003B,32111.0,South Gloucestershire,Rural,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014885,South Gloucestershire 003B,E02003092,South Gloucestershire 003,E06000025,South Gloucestershire
E01014772,North Somerset 023F,18857.0,North Somerset,Rural,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014772,North Somerset 023F,E02003087,North Somerset 023,E06000024,North Somerset
E01014805,North Somerset 025B,22340.0,North Somerset,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014805,North Somerset 025B,E02003089,North Somerset 025,E06000024,North Somerset
E01014771,North Somerset 023E,25316.0,North Somerset,Urban,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014771,North Somerset 023E,E02003087,North Somerset 023,E06000024,North Somerset
E01014747,North Somerset 024D,24285.0,North Somerset,Rural,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014747,North Somerset 024D,E02003088,North Somerset 024,E06000024,North Somerset
E01014748,North Somerset 024E,28487.0,North Somerset,Rural,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014748,North Somerset 024E,E02003088,North Somerset 024,E06000024,North Somerset
E01014853,North Somerset 013C,31110.0,North Somerset,Rural,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014853,North Somerset 013C,E02003077,North Somerset 013,E06000024,North Somerset
E01014741,North Somerset 024A,27133.0,North Somerset,Rural,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014741,North Somerset 024A,E02003088,North Somerset 024,E06000024,North Somerset
E01014742,North Somerset 024B,32672.0,North Somerset,Rural,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014742,North Somerset 024B,E02003088,North Somerset 024,E06000024,North Somerset
E01014744,North Somerset 023A,20039.0,North Somerset,Rural,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E01014744,North Somerset 023A,E02003087,North Somerset 023,E06000024,North Somerset
