LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,ladcd,ladnm
E01014433,Bath and North East Somerset 019C,16272.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014433,Bath and North East Somerset 019C,E02003003,Bath and North East Somerset 019,E06000022,Bath and North East Somerset
E01014432,Bath and North East Somerset 019B,19118.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014432,Bath and North East Somerset 019B,E02003003,Bath and North East Somerset 019,E06000022,Bath and North East Somerset
E01032091,Wiltshire 036D,18845.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032091,Wiltshire 036D,E02006688,Wiltshire 036,E06000054,Wiltshire
E01032095,Wiltshire 035D,24864.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032095,Wiltshire 035D,E02006687,Wiltshire 035,E06000054,Wiltshire
E01032090,Wiltshire 036C,14432.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032090,Wiltshire 036C,E02006688,Wiltshire 036,E06000054,Wiltshire
E01032096,Wiltshire 033A,2484.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032096,Wiltshire 033A,E02006686,Wiltshire 033,E06000054,Wiltshire
E01032093,Wiltshire 035B,5742.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032093,Wiltshire 035B,E02006687,Wiltshire 035,E06000054,Wiltshire
E01032094,Wiltshire 035C,9938.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032094,Wiltshire 035C,E02006687,Wiltshire 035,E06000054,Wiltshire
E01032089,Wiltshire 036B,15432.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032089,Wiltshire 036B,E02006688,Wiltshire 036,E06000054,Wiltshire
E01032098,Wiltshire 033C,20008.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032098,Wiltshire 033C,E02006686,Wiltshire 033,E06000054,Wiltshire
E01032085,Wiltshire 031A,19161.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032085,Wiltshire 031A,E02006684,Wiltshire 031,E06000054,Wiltshire
E01032101,Wiltshire 032C,11175.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032101,Wiltshire 032C,E02006685,Wiltshire 032,E06000054,Wiltshire
E01014424,Bath and North East Somerset 027A,30929.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014424,Bath and North East Somerset 027A,E02003011,Bath and North East Somerset 027,E06000022,Bath and North East Somerset
E01014470,Bath and North East Somerset 026B,27412.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014470,Bath and North East Somerset 026B,E02003010,Bath and North East Somerset 026,E06000022,Bath and North East Somerset
E01014418,Bath and North East Somerset 021D,25502.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014418,Bath and North East Somerset 021D,E02003005,Bath and North East Somerset 021,E06000022,Bath and North East Somerset
E01014472,Bath and North East Somerset 026D,22355.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014472,Bath and North East Somerset 026D,E02003010,Bath and North East Somerset 026,E06000022,Bath and North East Somerset
E01014425,Bath and North East Somerset 027B,24869.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014425,Bath and North East Somerset 027B,E02003011,Bath and North East Somerset 027,E06000022,Bath and North East Somerset
E01014426,Bath and North East Somerset 027C,12047.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014426,Bath and North East Somerset 027C,E02003011,Bath and North East Somerset 027,E06000022,Bath and North East Somerset
E01014451,Bath and North East Somerset 024D,15177.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014451,Bath and North East Somerset 024D,E02003008,Bath and North East Somerset 024,E06000022,Bath and North East Somerset
E01014423,Bath and North East Somerset 025D,24284.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014423,Bath and North East Somerset 025D,E02003009,Bath and North East Somerset 025,E06000022,Bath and North East Somerset
E01014469,Bath and North East Somerset 026A,11976.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014469,Bath and North East Somerset 026A,E02003010,Bath and North East Somerset 026,E06000022,Bath and North East Somerset
E01014471,Bath and North East Somerset 026C,19636.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014471,Bath and North East Somerset 026C,E02003010,Bath and North East Somerset 026,E06000022,Bath and North East Somerset
E01014450,Bath and North East Somerset 024C,12365.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014450,Bath and North East Somerset 024C,E02003008,Bath and North East Somerset 024,E06000022,Bath and North East Somerset
E01014421,Bath and North East Somerset 025B,29959.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014421,Bath and North East Somerset 025B,E02003009,Bath and North East Somerset 025,E06000022,Bath and North East Somerset
E01014422,Bath and North East Somerset 025C,31159.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014422,Bath and North East Somerset 025C,E02003009,Bath and North East Somerset 025,E06000022,Bath and North East Somerset
E01014420,Bath and North East Somerset 025A,22496.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014420,Bath and North East Somerset 025A,E02003009,Bath and North East Somerset 025,E06000022,Bath and North East Somerset
E01014449,Bath and North East Somerset 024B,25490.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014449,Bath and North East Somerset 024B,E02003008,Bath and North East Somerset 024,E06000022,Bath and North East Somerset
E01014448,Bath and North East Somerset 024A,10098.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014448,Bath and North East Somerset 024A,E02003008,Bath and North East Somerset 024,E06000022,Bath and North East Somerset
E01014439,Bath and North East Somerset 023C,17055.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014439,Bath and North East Somerset 023C,E02003007,Bath and North East Somerset 023,E06000022,Bath and North East Somerset
E01014444,Bath and North East Somerset 022D,25215.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014444,Bath and North East Somerset 022D,E02003006,Bath and North East Somerset 022,E06000022,Bath and North East Somerset
E01014441,Bath and North East Somerset 023E,26434.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014441,Bath and North East Somerset 023E,E02003007,Bath and North East Somerset 023,E06000022,Bath and North East Somerset
E01014445,Bath and North East Somerset 022E,9106.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014445,Bath and North East Somerset 022E,E02003006,Bath and North East Somerset 022,E06000022,Bath and North East Somerset
E01014443,Bath and North East Somerset 022C,25887.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014443,Bath and North East Somerset 022C,E02003006,Bath and North East Somerset 022,E06000022,Bath and North East Somerset
E01014459,Bath and North East Somerset 016F,18715.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014459,Bath and North East Somerset 016F,E02003000,Bath and North East Somerset 016,E06000022,Bath and North East Somerset
E01014460,Bath and North East Somerset 016G,32180.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014460,Bath and North East Somerset 016G,E02003000,Bath and North East Somerset 016,E06000022,Bath and North East Somerset
E01014440,Bath and North East Somerset 023D,28479.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014440,Bath and North East Somerset 023D,E02003007,Bath and North East Somerset 023,E06000022,Bath and North East Somerset
E01014394,Bath and North East Somerset 023B,23077.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014394,Bath and North East Somerset 023B,E02003007,Bath and North East Somerset 023,E06000022,Bath and North East Somerset
E01014419,Bath and North East Somerset 020C,25898.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014419,Bath and North East Somerset 020C,E02003004,Bath and North East Somerset 020,E06000022,Bath and North East Somerset
E01014393,Bath and North East Somerset 023A,32656.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014393,Bath and North East Somerset 023A,E02003007,Bath and North East Somerset 023,E06000022,Bath and North East Somerset
E01014386,Bath and North East Somerset 020B,24815.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014386,Bath and North East Somerset 020B,E02003004,Bath and North East Somerset 020,E06000022,Bath and North East Somerset
E01014384,Bath and North East Somerset 021C,30916.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014384,Bath and North East Somerset 021C,E02003005,Bath and North East Somerset 021,E06000022,Bath and North East Somerset
E01014385,Bath and North East Somerset 020A,21955.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014385,Bath and North East Somerset 020A,E02003004,Bath and North East Somerset 020,E06000022,Bath and North East Somerset
E01014446,Bath and North East Somerset 020D,20141.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014446,Bath and North East Somerset 020D,E02003004,Bath and North East Somerset 020,E06000022,Bath and North East Somerset
E01035206,Bath and North East Somerset 002E,,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01035206,Bath and North East Somerset 002E,E02002986,Bath and North East Somerset 002,E06000022,Bath and North East Somerset
E01014447,Bath and North East Somerset 020E,16539.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014447,Bath and North East Somerset 020E,E02003004,Bath and North East Somerset 020,E06000022,Bath and North East Somerset
E01035210,Bath and North East Somerset 022G,,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01035210,Bath and North East Somerset 022G,E02003006,Bath and North East Somerset 022,E06000022,Bath and North East Somerset
E01014391,Bath and North East Somerset 016A,26359.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014391,Bath and North East Somerset 016A,E02003000,Bath and North East Somerset 016,E06000022,Bath and North East Somerset
E01014392,Bath and North East Somerset 016B,17767.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014392,Bath and North East Somerset 016B,E02003000,Bath and North East Somerset 016,E06000022,Bath and North East Somerset
E01014395,Bath and North East Somerset 003A,31480.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014395,Bath and North East Somerset 003A,E02002987,Bath and North East Somerset 003,E06000022,Bath and North East Somerset
E01014453,Bath and North East Somerset 016D,32115.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014453,Bath and North East Somerset 016D,E02003000,Bath and North East Somerset 016,E06000022,Bath and North East Somerset
E01014454,Bath and North East Somerset 016E,32555.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014454,Bath and North East Somerset 016E,E02003000,Bath and North East Somerset 016,E06000022,Bath and North East Somerset
E01014397,Bath and North East Somerset 003C,32768.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014397,Bath and North East Somerset 003C,E02002987,Bath and North East Somerset 003,E06000022,Bath and North East Somerset
E01014452,Bath and North East Somerset 016C,24946.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014452,Bath and North East Somerset 016C,E02003000,Bath and North East Somerset 016,E06000022,Bath and North East Somerset
E01014398,Bath and North East Somerset 003D,24832.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014398,Bath and North East Somerset 003D,E02002987,Bath and North East Somerset 003,E06000022,Bath and North East Somerset
E01014403,Bath and North East Somerset 002B,18364.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014403,Bath and North East Somerset 002B,E02002986,Bath and North East Somerset 002,E06000022,Bath and North East Somerset
