lsoa21cd,lsoa21nm,ICB23NM,total_population,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_plus
E01015370,"Bournemouth, Christchurch and Poole 045D",NHS Dorset Integrated Care Board,1793.34,59.78,42.07,55.35,42.07,102.95,191.51,149.44,111.81,117.34,127.3,110.7,137.27,121.77,105.16,106.27,67.53,55.35,89.67
E01015405,"Bournemouth, Christchurch and Poole 048D",NHS Dorset Integrated Care Board,1860.87,55.35,67.53,76.38,64.21,47.6,40.96,46.49,73.06,78.6,111.81,146.12,147.23,149.44,166.05,211.44,133.95,117.34,127.3
E01015368,"Bournemouth, Christchurch and Poole 045B",NHS Dorset Integrated Care Board,1926.18,45.39,42.07,44.28,38.74,73.06,160.51,122.88,100.74,121.77,102.95,98.52,122.88,117.34,147.23,182.66,152.77,105.16,147.23
E01015367,"Bournemouth, Christchurch and Poole 045A",NHS Dorset Integrated Care Board,2716.58,109.59,88.56,71.96,69.74,272.32,363.1,361.99,304.42,194.83,162.73,176.01,141.7,111.81,88.56,99.63,48.71,25.46,25.46
E01015369,"Bournemouth, Christchurch and Poole 045C",NHS Dorset Integrated Care Board,1818.8,64.21,40.96,36.53,22.14,71.96,164.94,136.16,141.7,132.84,100.74,102.95,111.81,108.49,105.16,140.59,126.2,99.63,111.81
E01015403,"Bournemouth, Christchurch and Poole 048B",NHS Dorset Integrated Care Board,1905.15,44.28,14.39,15.5,15.5,57.56,73.06,76.38,71.96,48.71,65.31,79.7,91.88,114.02,140.59,236.9,267.89,200.37,291.14
E01034274,"Bournemouth, Christchurch and Poole 038H",NHS Dorset Integrated Care Board,1744.63,49.82,35.42,27.68,64.21,355.35,323.24,256.82,151.66,95.2,64.21,85.24,53.14,45.39,55.35,27.68,22.14,12.18,19.93
E01034278,"Bournemouth, Christchurch and Poole 041F",NHS Dorset Integrated Care Board,2225.07,54.24,40.96,31.0,422.87,606.64,213.65,191.51,122.88,96.31,66.42,64.21,61.99,50.92,47.6,65.31,34.32,17.71,36.53
E01015291,"Bournemouth, Christchurch and Poole 041D",NHS Dorset Integrated Care Board,2094.44,68.63,52.03,39.85,50.92,118.45,153.87,167.16,156.09,143.91,80.81,89.67,120.66,133.95,138.38,147.23,152.77,129.52,150.55
E01015371,"Bournemouth, Christchurch and Poole 040A",NHS Dorset Integrated Care Board,1518.8,69.74,46.49,26.57,34.32,110.7,158.3,167.16,131.73,149.44,97.42,116.24,97.42,108.49,65.31,43.17,42.07,29.89,24.35
E01015458,"Bournemouth, Christchurch and Poole 043A",NHS Dorset Integrated Care Board,1718.06,57.56,68.63,130.63,100.74,46.49,29.89,47.6,67.53,114.02,136.16,131.73,130.63,116.24,117.34,140.59,127.3,75.28,79.7
E01015452,"Bournemouth, Christchurch and Poole 047A",NHS Dorset Integrated Care Board,2319.16,99.63,140.59,132.84,105.16,78.6,99.63,108.49,123.98,150.55,156.09,178.23,154.98,152.77,118.45,133.95,137.27,106.27,141.7
E01015464,"Bournemouth, Christchurch and Poole 043F",NHS Dorset Integrated Care Board,1809.94,77.49,96.31,89.67,89.67,53.14,59.78,57.56,84.13,114.02,142.8,177.12,168.26,135.05,123.98,128.41,98.52,66.42,47.6
E01015402,"Bournemouth, Christchurch and Poole 048A",NHS Dorset Integrated Care Board,2030.24,60.88,67.53,70.85,81.92,86.35,104.06,104.06,101.84,97.42,114.02,143.91,146.12,125.09,133.95,160.51,120.66,75.28,235.79
E01034281,"Bournemouth, Christchurch and Poole 044G",NHS Dorset Integrated Care Board,1292.98,52.03,34.32,21.03,28.78,66.42,97.42,111.81,69.74,47.6,45.39,48.71,55.35,43.17,76.38,104.06,99.63,110.7,180.44
E01015463,"Bournemouth, Christchurch and Poole 043E",NHS Dorset Integrated Care Board,1830.98,55.35,121.77,99.63,66.42,57.56,108.49,78.6,121.77,128.41,140.59,160.51,154.98,126.2,116.24,122.88,71.96,50.92,48.71
E01015453,"Bournemouth, Christchurch and Poole 047B",NHS Dorset Integrated Care Board,2137.62,118.45,104.06,96.31,66.42,86.35,141.7,176.01,161.62,168.26,128.41,154.98,156.09,109.59,112.91,127.3,96.31,65.31,67.53
E01015466,"Bournemouth, Christchurch and Poole 044B",NHS Dorset Integrated Care Board,1969.35,78.6,87.45,94.1,87.45,96.31,117.34,141.7,98.52,139.48,115.13,130.63,145.02,125.09,100.74,122.88,97.42,92.99,98.52
E01015462,"Bournemouth, Christchurch and Poole 043D",NHS Dorset Integrated Care Board,1870.83,96.31,111.81,132.84,126.2,97.42,101.84,129.52,140.59,146.12,158.3,162.73,154.98,89.67,79.7,64.21,39.85,16.6,22.14
E01015454,"Bournemouth, Christchurch and Poole 047C",NHS Dorset Integrated Care Board,2301.45,139.48,138.38,107.38,80.81,128.41,162.73,210.33,201.47,170.48,137.27,135.05,164.94,101.84,88.56,90.77,90.77,59.78,92.99
E01033285,"Bournemouth, Christchurch and Poole 038D",NHS Dorset Integrated Care Board,1480.06,66.42,50.92,42.07,57.56,177.12,234.68,192.62,167.16,131.73,85.24,67.53,46.49,37.64,37.64,32.1,29.89,13.28,9.96
E01015372,"Bournemouth, Christchurch and Poole 040B",NHS Dorset Integrated Care Board,2249.42,83.02,69.74,45.39,34.32,105.16,209.22,194.83,192.62,140.59,108.49,85.24,99.63,94.1,109.59,142.8,150.55,135.05,249.08
E01034277,"Bournemouth, Christchurch and Poole 041E",NHS Dorset Integrated Care Board,2702.19,60.88,47.6,32.1,901.1,623.24,212.54,197.05,139.48,105.16,77.49,65.31,47.6,56.46,32.1,27.68,36.53,18.82,21.03
E01033242,"Bournemouth, Christchurch and Poole 038C",NHS Dorset Integrated Care Board,1129.14,46.49,38.74,24.35,16.6,68.63,167.16,140.59,116.24,102.95,69.74,71.96,57.56,39.85,43.17,29.89,24.35,24.35,46.49
E01034273,"Bournemouth, Christchurch and Poole 038G",NHS Dorset Integrated Care Board,1361.61,46.49,29.89,27.68,43.17,219.19,323.24,183.76,111.81,87.45,57.56,56.46,45.39,37.64,13.28,25.46,21.03,11.07,21.03
E01015290,"Bournemouth, Christchurch and Poole 041C",NHS Dorset Integrated Care Board,3095.17,104.06,91.88,46.49,481.54,584.5,291.14,282.28,209.22,185.98,146.12,117.34,108.49,84.13,85.24,80.81,63.1,44.28,88.56
E01033286,"Bournemouth, Christchurch and Poole 040C",NHS Dorset Integrated Care Board,1255.34,54.24,53.14,32.1,31.0,87.45,122.88,138.38,127.3,86.35,83.02,75.28,63.1,57.56,60.88,45.39,58.67,42.07,36.53
E01034272,"Bournemouth, Christchurch and Poole 038F",NHS Dorset Integrated Care Board,1401.46,61.99,33.21,23.25,254.61,131.73,126.2,159.41,119.56,90.77,59.78,49.82,71.96,60.88,39.85,39.85,39.85,17.71,21.03
E01015289,"Bournemouth, Christchurch and Poole 041B",NHS Dorset Integrated Care Board,2216.21,116.24,92.99,68.63,45.39,201.47,224.72,242.43,234.68,174.91,117.34,116.24,125.09,94.1,85.24,89.67,71.96,49.82,65.31
E01033288,"Bournemouth, Christchurch and Poole 040D",NHS Dorset Integrated Care Board,1312.9,59.78,26.57,17.71,27.68,77.49,121.77,135.05,126.2,85.24,80.81,80.81,81.92,65.31,79.7,79.7,63.1,37.64,66.42
E01033283,"Bournemouth, Christchurch and Poole 037E",NHS Dorset Integrated Care Board,1326.19,55.35,37.64,28.78,18.82,71.96,98.52,112.91,140.59,100.74,65.31,81.92,86.35,81.92,77.49,76.38,55.35,47.6,88.56
E01015297,"Bournemouth, Christchurch and Poole 036B",NHS Dorset Integrated Care Board,1664.93,38.74,81.92,58.67,60.88,46.49,65.31,87.45,91.88,104.06,116.24,106.27,100.74,105.16,89.67,127.3,105.16,83.02,195.94
E01015366,"Bournemouth, Christchurch and Poole 036E",NHS Dorset Integrated Care Board,1998.14,48.71,46.49,58.67,69.74,109.59,127.3,128.41,129.52,117.34,101.84,138.38,149.44,123.98,138.38,169.37,101.84,114.02,125.09
E01033241,"Bournemouth, Christchurch and Poole 037D",NHS Dorset Integrated Care Board,1215.49,55.35,36.53,24.35,16.6,92.99,119.56,132.84,115.13,97.42,74.17,97.42,79.7,47.6,54.24,55.35,45.39,33.21,37.64
E01015272,"Bournemouth, Christchurch and Poole 035A",NHS Dorset Integrated Care Board,2074.52,76.38,106.27,111.81,117.34,84.13,111.81,91.88,121.77,135.05,119.56,123.98,151.66,141.7,139.48,139.48,111.81,73.06,117.34
E01015280,"Bournemouth, Christchurch and Poole 037B",NHS Dorset Integrated Care Board,2372.3,156.09,122.88,108.49,57.56,148.34,230.26,255.72,257.93,204.8,183.76,149.44,133.95,107.38,89.67,65.31,33.21,32.1,35.42
E01015279,"Bournemouth, Christchurch and Poole 037A",NHS Dorset Integrated Care Board,2133.19,102.95,101.84,90.77,64.21,176.01,212.54,242.43,229.15,156.09,174.91,153.87,139.48,98.52,61.99,49.82,26.57,18.82,33.21
E01034276,"Bournemouth, Christchurch and Poole 037G",NHS Dorset Integrated Care Board,1196.67,56.46,63.1,40.96,43.17,126.2,130.63,132.84,99.63,112.91,79.7,87.45,89.67,40.96,36.53,31.0,15.5,8.86,1.11
E01015365,"Bournemouth, Christchurch and Poole 036D",NHS Dorset Integrated Care Board,1803.3,79.7,84.13,108.49,59.78,139.48,129.52,139.48,145.02,138.38,120.66,135.05,153.87,98.52,86.35,77.49,45.39,33.21,28.78
E01015300,"Bournemouth, Christchurch and Poole 039E",NHS Dorset Integrated Care Board,1772.31,68.63,99.63,99.63,101.84,61.99,71.96,73.06,114.02,100.74,131.73,143.91,119.56,100.74,128.41,130.63,95.2,64.21,66.42
E01034275,"Bournemouth, Christchurch and Poole 037F",NHS Dorset Integrated Care Board,1226.56,79.7,44.28,53.14,31.0,69.74,95.2,128.41,129.52,108.49,106.27,102.95,81.92,68.63,53.14,38.74,21.03,8.86,5.54
E01015274,"Bournemouth, Christchurch and Poole 036A",NHS Dorset Integrated Care Board,2084.48,102.95,102.95,96.31,80.81,133.95,128.41,127.3,163.84,167.16,166.05,158.3,163.84,112.91,105.16,85.24,67.53,55.35,66.42
E01015275,"Bournemouth, Christchurch and Poole 035C",NHS Dorset Integrated Care Board,1853.12,70.85,92.99,101.84,66.42,174.91,137.27,146.12,133.95,139.48,120.66,126.2,119.56,114.02,92.99,89.67,54.24,31.0,40.96
E01015364,"Bournemouth, Christchurch and Poole 036C",NHS Dorset Integrated Care Board,1871.94,78.6,119.56,114.02,89.67,75.28,46.49,95.2,110.7,148.34,135.05,116.24,145.02,123.98,123.98,160.51,76.38,55.35,57.56
E01015281,"Bournemouth, Christchurch and Poole 037C",NHS Dorset Integrated Care Board,2018.06,95.2,107.38,105.16,101.84,129.52,133.95,194.83,177.12,167.16,167.16,135.05,160.51,118.45,87.45,61.99,37.64,16.6,21.03
E01015277,"Bournemouth, Christchurch and Poole 035E",NHS Dorset Integrated Care Board,2225.07,160.51,139.48,141.7,111.81,156.09,145.02,168.26,236.9,183.76,153.87,136.16,137.27,105.16,76.38,71.96,52.03,26.57,22.14
E01015273,"Bournemouth, Christchurch and Poole 035B",NHS Dorset Integrated Care Board,2397.76,142.8,137.27,131.73,135.05,184.87,212.54,189.3,200.37,188.19,180.44,157.19,157.19,125.09,69.74,92.99,39.85,28.78,24.35
E01015363,"Bournemouth, Christchurch and Poole 026E",NHS Dorset Integrated Care Board,1890.76,117.34,142.8,138.38,92.99,74.17,111.81,131.73,146.12,199.26,169.37,138.38,102.95,90.77,70.85,66.42,39.85,37.64,19.93
E01015299,"Bournemouth, Christchurch and Poole 039D",NHS Dorset Integrated Care Board,1992.6,79.7,141.7,108.49,76.38,78.6,71.96,95.2,128.41,143.91,154.98,121.77,114.02,139.48,121.77,117.34,107.38,76.38,115.13
E01015293,"Bournemouth, Christchurch and Poole 025B",NHS Dorset Integrated Care Board,1783.38,109.59,109.59,117.34,98.52,128.41,159.41,143.91,145.02,141.7,112.91,133.95,129.52,64.21,56.46,49.82,39.85,21.03,22.14
E01015461,"Bournemouth, Christchurch and Poole 043C",NHS Dorset Integrated Care Board,1828.76,106.27,98.52,115.13,86.35,115.13,150.55,170.48,138.38,130.63,145.02,135.05,114.02,85.24,68.63,56.46,36.53,31.0,45.39
E01015386,"Bournemouth, Christchurch and Poole 029A",NHS Dorset Integrated Care Board,1855.33,97.42,119.56,73.06,69.74,100.74,153.87,147.23,152.77,121.77,114.02,127.3,132.84,108.49,89.67,85.24,71.96,39.85,49.82
E01015460,"Bournemouth, Christchurch and Poole 043B",NHS Dorset Integrated Care Board,2060.13,132.84,153.87,158.3,115.13,105.16,156.09,151.66,189.3,163.84,173.8,136.16,101.84,89.67,47.6,71.96,37.64,39.85,35.42
E01015456,"Bournemouth, Christchurch and Poole 030D",NHS Dorset Integrated Care Board,2013.63,87.45,92.99,128.41,99.63,95.2,141.7,127.3,123.98,104.06,133.95,164.94,147.23,114.02,114.02,110.7,60.88,85.24,81.92
E01015457,"Bournemouth, Christchurch and Poole 030E",NHS Dorset Integrated Care Board,2070.09,88.56,80.81,106.27,80.81,78.6,123.98,136.16,110.7,131.73,150.55,139.48,146.12,118.45,136.16,164.94,116.24,81.92,78.6
E01015445,"Bournemouth, Christchurch and Poole 034A",NHS Dorset Integrated Care Board,2108.84,88.56,95.2,126.2,107.38,97.42,102.95,101.84,126.2,125.09,148.34,156.09,180.44,147.23,139.48,142.8,94.1,69.74,59.78
E01015390,"Bournemouth, Christchurch and Poole 032A",NHS Dorset Integrated Care Board,1890.76,119.56,132.84,109.59,77.49,96.31,125.09,179.33,173.8,149.44,108.49,143.91,120.66,95.2,78.6,61.99,55.35,31.0,32.1
E01015441,"Bournemouth, Christchurch and Poole 023C",NHS Dorset Integrated Care Board,2196.29,148.34,98.52,117.34,94.1,129.52,150.55,176.01,180.44,110.7,138.38,174.91,149.44,128.41,100.74,101.84,97.42,50.92,48.71
E01015394,"Bournemouth, Christchurch and Poole 032E",NHS Dorset Integrated Care Board,1827.66,96.31,118.45,117.34,90.77,76.38,119.56,115.13,133.95,157.19,131.73,141.7,140.59,101.84,86.35,73.06,59.78,42.07,25.46
E01015391,"Bournemouth, Christchurch and Poole 032B",NHS Dorset Integrated Care Board,1611.79,94.1,77.49,80.81,68.63,68.63,67.53,127.3,104.06,125.09,119.56,112.91,128.41,102.95,80.81,101.84,60.88,50.92,39.85
E01034271,"Bournemouth, Christchurch and Poole 038E",NHS Dorset Integrated Care Board,3079.67,21.03,13.28,6.64,1523.23,769.36,203.69,94.1,42.07,52.03,43.17,38.74,28.78,29.89,49.82,48.71,40.96,26.57,47.6
E01015286,"Bournemouth, Christchurch and Poole 038A",NHS Dorset Integrated Care Board,2227.28,86.35,64.21,42.07,47.6,110.7,185.98,192.62,170.48,136.16,125.09,126.2,131.73,146.12,138.38,191.51,131.73,94.1,106.27
E01015288,"Bournemouth, Christchurch and Poole 041A",NHS Dorset Integrated Care Board,2257.17,131.73,149.44,110.7,90.77,276.75,280.07,236.9,207.01,139.48,140.59,117.34,96.31,90.77,56.46,63.1,42.07,16.6,11.07
E01015344,"Bournemouth, Christchurch and Poole 028A",NHS Dorset Integrated Care Board,2066.77,76.38,98.52,110.7,101.84,98.52,111.81,97.42,117.34,143.91,121.77,135.05,152.77,153.87,141.7,135.05,120.66,64.21,85.24
E01015328,"Bournemouth, Christchurch and Poole 038B",NHS Dorset Integrated Care Board,2180.79,102.95,100.74,71.96,63.1,188.19,210.33,226.94,198.15,148.34,125.09,115.13,115.13,106.27,132.84,92.99,65.31,54.24,63.1
E01015389,"Bournemouth, Christchurch and Poole 029D",NHS Dorset Integrated Care Board,1590.76,53.14,61.99,65.31,60.88,81.92,84.13,135.05,115.13,119.56,95.2,130.63,121.77,92.99,104.06,106.27,68.63,45.39,48.71
E01015294,"Bournemouth, Christchurch and Poole 025C",NHS Dorset Integrated Care Board,2353.48,135.05,163.84,143.91,143.91,173.8,225.83,253.5,207.01,207.01,177.12,151.66,138.38,78.6,50.92,42.07,22.14,26.57,12.18
E01015327,"Bournemouth, Christchurch and Poole 025D",NHS Dorset Integrated Care Board,2353.48,143.91,139.48,138.38,126.2,287.82,203.69,215.86,240.22,159.41,150.55,139.48,115.13,98.52,54.24,58.67,37.64,23.25,21.03
E01015345,"Bournemouth, Christchurch and Poole 027C",NHS Dorset Integrated Care Board,2104.41,89.67,86.35,94.1,135.05,348.7,171.58,164.94,150.55,136.16,126.2,130.63,128.41,104.06,57.56,49.82,36.53,43.17,50.92
E01015326,"Bournemouth, Christchurch and Poole 027A",NHS Dorset Integrated Care Board,2149.79,110.7,92.99,99.63,139.48,207.01,191.51,213.65,171.58,182.66,139.48,137.27,115.13,95.2,68.63,73.06,48.71,34.32,28.78
E01015393,"Bournemouth, Christchurch and Poole 032D",NHS Dorset Integrated Care Board,1442.42,81.92,88.56,79.7,75.28,79.7,111.81,127.3,128.41,83.02,99.63,107.38,87.45,75.28,76.38,59.78,37.64,21.03,22.14
E01015392,"Bournemouth, Christchurch and Poole 032C",NHS Dorset Integrated Care Board,1635.04,91.88,89.67,85.24,58.67,63.1,114.02,126.2,120.66,135.05,91.88,137.27,108.49,105.16,89.67,85.24,54.24,35.42,43.17
E01015438,"Bournemouth, Christchurch and Poole 023A",NHS Dorset Integrated Care Board,1754.6,119.56,111.81,87.45,79.7,64.21,89.67,148.34,130.63,126.2,106.27,140.59,127.3,105.16,91.88,89.67,58.67,35.42,42.07
E01015447,"Bournemouth, Christchurch and Poole 030B",NHS Dorset Integrated Care Board,1904.04,67.53,86.35,125.09,99.63,65.31,86.35,84.13,104.06,130.63,123.98,147.23,145.02,133.95,102.95,125.09,107.38,69.74,99.63
E01015451,"Bournemouth, Christchurch and Poole 034E",NHS Dorset Integrated Care Board,1745.74,76.38,90.77,94.1,61.99,84.13,74.17,94.1,105.16,78.6,125.09,122.88,136.16,122.88,110.7,132.84,107.38,76.38,52.03
E01015449,"Bournemouth, Christchurch and Poole 030C",NHS Dorset Integrated Care Board,1969.35,108.49,137.27,112.91,99.63,133.95,136.16,122.88,130.63,136.16,136.16,164.94,131.73,123.98,71.96,71.96,57.56,50.92,42.07
E01015385,"Bournemouth, Christchurch and Poole 022F",NHS Dorset Integrated Care Board,1982.64,126.2,127.3,107.38,84.13,105.16,109.59,121.77,117.34,109.59,105.16,147.23,122.88,125.09,120.66,116.24,102.95,87.45,46.49
E01015439,"Bournemouth, Christchurch and Poole 023B",NHS Dorset Integrated Care Board,2033.56,122.88,137.27,127.3,121.77,102.95,135.05,152.77,157.19,146.12,159.41,154.98,137.27,102.95,80.81,78.6,52.03,34.32,29.89
E01015444,"Bournemouth, Christchurch and Poole 023F",NHS Dorset Integrated Care Board,1916.22,106.27,108.49,94.1,99.63,84.13,157.19,160.51,131.73,139.48,131.73,141.7,149.44,99.63,79.7,79.7,76.38,43.17,33.21
E01015440,"Bournemouth, Christchurch and Poole 030A",NHS Dorset Integrated Care Board,2340.2,143.91,128.41,139.48,115.13,97.42,147.23,190.4,151.66,169.37,162.73,189.3,154.98,126.2,102.95,101.84,95.2,67.53,56.46
E01015276,"Bournemouth, Christchurch and Poole 035D",NHS Dorset Integrated Care Board,1980.42,138.38,168.26,117.34,115.13,104.06,111.81,159.41,170.48,172.69,133.95,150.55,114.02,88.56,84.13,59.78,40.96,23.25,27.68
E01015361,"Bournemouth, Christchurch and Poole 026C",NHS Dorset Integrated Care Board,1543.16,89.67,110.7,106.27,92.99,67.53,75.28,96.31,120.66,136.16,111.81,133.95,111.81,74.17,63.1,55.35,47.6,25.46,24.35
E01015362,"Bournemouth, Christchurch and Poole 026D",NHS Dorset Integrated Care Board,1298.51,74.17,87.45,90.77,83.02,89.67,57.56,68.63,84.13,83.02,98.52,107.38,133.95,83.02,52.03,45.39,22.14,22.14,15.5
E01015292,"Bournemouth, Christchurch and Poole 025A",NHS Dorset Integrated Care Board,2093.34,130.63,159.41,125.09,117.34,194.83,140.59,162.73,189.3,167.16,142.8,140.59,119.56,98.52,75.28,60.88,27.68,25.46,15.5
E01015318,"Bournemouth, Christchurch and Poole 020C",NHS Dorset Integrated Care Board,1951.64,117.34,136.16,110.7,101.84,118.45,110.7,146.12,150.55,163.84,152.77,114.02,135.05,89.67,79.7,84.13,59.78,45.39,35.42
E01015317,"Bournemouth, Christchurch and Poole 026B",NHS Dorset Integrated Care Board,1855.33,104.06,117.34,100.74,102.95,65.31,76.38,110.7,126.2,162.73,129.52,158.3,125.09,111.81,102.95,108.49,63.1,48.71,40.96
E01015314,"Bournemouth, Christchurch and Poole 020A",NHS Dorset Integrated Care Board,1722.49,67.53,109.59,109.59,102.95,65.31,60.88,64.21,108.49,133.95,118.45,136.16,122.88,121.77,104.06,107.38,85.24,49.82,54.24
E01015315,"Bournemouth, Christchurch and Poole 020B",NHS Dorset Integrated Care Board,2102.19,86.35,147.23,150.55,115.13,58.67,60.88,73.06,141.7,142.8,131.73,158.3,170.48,131.73,141.7,171.58,96.31,63.1,60.88
E01015329,"Bournemouth, Christchurch and Poole 025E",NHS Dorset Integrated Care Board,1868.62,115.13,104.06,104.06,91.88,183.76,153.87,154.98,156.09,141.7,121.77,126.2,116.24,71.96,76.38,63.1,45.39,25.46,16.6
E01015316,"Bournemouth, Christchurch and Poole 026A",NHS Dorset Integrated Care Board,1829.87,66.42,104.06,99.63,97.42,75.28,68.63,70.85,106.27,109.59,137.27,125.09,131.73,130.63,119.56,142.8,100.74,69.74,74.17
E01015331,"Bournemouth, Christchurch and Poole 027B",NHS Dorset Integrated Care Board,2667.87,201.47,164.94,145.02,122.88,264.57,254.61,260.14,295.57,204.8,159.41,130.63,108.49,96.31,81.92,61.99,39.85,32.1,43.17
E01015346,"Bournemouth, Christchurch and Poole 028B",NHS Dorset Integrated Care Board,1793.34,75.28,100.74,92.99,67.53,243.54,117.34,114.02,115.13,108.49,120.66,115.13,117.34,118.45,69.74,73.06,59.78,35.42,48.71
E01015348,"Bournemouth, Christchurch and Poole 028C",NHS Dorset Integrated Care Board,2054.59,49.82,86.35,97.42,92.99,236.9,117.34,95.2,101.84,109.59,112.91,112.91,138.38,128.41,127.3,152.77,118.45,78.6,97.42
E01015388,"Bournemouth, Christchurch and Poole 029C",NHS Dorset Integrated Care Board,1635.04,67.53,74.17,91.88,198.15,204.8,71.96,59.78,78.6,98.52,83.02,97.42,121.77,86.35,77.49,80.81,59.78,39.85,43.17
E01015387,"Bournemouth, Christchurch and Poole 029B",NHS Dorset Integrated Care Board,1685.96,101.84,107.38,77.49,69.74,63.1,87.45,115.13,129.52,120.66,85.24,122.88,102.95,108.49,111.81,98.52,81.92,59.78,42.07
E01015376,"Bournemouth, Christchurch and Poole 027D",NHS Dorset Integrated Care Board,2040.2,88.56,125.09,71.96,132.84,576.75,139.48,150.55,126.2,111.81,105.16,97.42,76.38,57.56,60.88,46.49,26.57,25.46,21.03
E01015330,"Bournemouth, Christchurch and Poole 017B",NHS Dorset Integrated Care Board,2093.34,99.63,131.73,142.8,116.24,84.13,98.52,95.2,140.59,140.59,173.8,151.66,136.16,123.98,100.74,117.34,89.67,61.99,88.56
E01015375,"Bournemouth, Christchurch and Poole 015D",NHS Dorset Integrated Care Board,2363.45,91.88,106.27,96.31,163.84,766.04,184.87,135.05,150.55,143.91,98.52,97.42,74.17,70.85,53.14,42.07,33.21,29.89,25.46
E01015373,"Bournemouth, Christchurch and Poole 017D",NHS Dorset Integrated Care Board,1945.0,89.67,132.84,95.2,108.49,312.17,147.23,160.51,157.19,145.02,123.98,127.3,111.81,83.02,50.92,49.82,22.14,15.5,12.18
E01015378,"Bournemouth, Christchurch and Poole 017E",NHS Dorset Integrated Care Board,2018.06,92.99,139.48,132.84,141.7,361.99,116.24,129.52,128.41,139.48,138.38,108.49,92.99,83.02,76.38,65.31,27.68,22.14,21.03
E01015382,"Bournemouth, Christchurch and Poole 022C",NHS Dorset Integrated Care Board,2168.61,185.98,177.12,140.59,101.84,116.24,191.51,211.44,177.12,131.73,147.23,140.59,125.09,119.56,64.21,55.35,33.21,35.42,14.39
E01015384,"Bournemouth, Christchurch and Poole 022E",NHS Dorset Integrated Care Board,1819.91,112.91,168.26,197.05,173.8,133.95,89.67,133.95,137.27,131.73,111.81,128.41,118.45,61.99,34.32,35.42,18.82,19.93,12.18
E01015442,"Bournemouth, Christchurch and Poole 023D",NHS Dorset Integrated Care Board,2257.17,142.8,162.73,168.26,122.88,125.09,142.8,170.48,152.77,132.84,138.38,137.27,139.48,116.24,102.95,107.38,92.99,49.82,52.03
E01015408,"Bournemouth, Christchurch and Poole 016B",NHS Dorset Integrated Care Board,1939.46,128.41,136.16,147.23,102.95,53.14,87.45,169.37,160.51,133.95,111.81,117.34,91.88,95.2,85.24,98.52,104.06,65.31,50.92
E01015443,"Bournemouth, Christchurch and Poole 023E",NHS Dorset Integrated Care Board,2191.86,127.3,131.73,119.56,101.84,137.27,150.55,181.55,193.72,133.95,122.88,145.02,154.98,85.24,101.84,112.91,85.24,63.1,43.17
E01015383,"Bournemouth, Christchurch and Poole 022D",NHS Dorset Integrated Care Board,1635.04,48.71,49.82,48.71,50.92,127.3,74.17,79.7,80.81,77.49,87.45,112.91,108.49,128.41,137.27,131.73,104.06,85.24,101.84
