LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,ladcd,ladnm,total_population,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_plus
E01023012,New Forest 001B,21443.0,New Forest,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01023012,New Forest 001B,E02004779,New Forest 001,E07000091,New Forest,1340,32,34,56,54,56,47,29,52,55,64,113,154,127,150,115,96,60,46
E01022993,New Forest 007B,9684.0,New Forest,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01022993,New Forest 007B,E02004785,New Forest 007,E07000091,New Forest,1316,21,51,48,37,41,44,48,40,70,81,102,132,136,120,130,89,58,68
E01023195,Test Valley 007B,24711.0,Test Valley,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01023195,Test Valley 007B,E02004820,Test Valley 007,E07000093,Test Valley,2063,142,175,119,117,75,110,166,171,167,156,171,111,84,76,91,66,43,23
E01023159,Test Valley 007A,20082.0,Test Valley,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01023159,Test Valley 007A,E02004820,Test Valley 007,E07000093,Test Valley,2340,98,133,120,136,81,71,103,119,114,172,194,210,189,152,167,104,99,78
E01023198,Test Valley 007D,21510.0,Test Valley,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01023198,Test Valley 007D,E02004820,Test Valley 007,E07000093,Test Valley,1443,50,68,69,64,49,47,61,74,75,101,145,151,101,89,117,89,52,41
E01023022,New Forest 001D,17425.0,New Forest,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01023022,New Forest 001D,E02004779,New Forest 001,E07000091,New Forest,1829,82,69,76,81,75,112,112,88,107,104,122,136,116,105,127,105,75,137
E01023021,New Forest 001C,29818.0,New Forest,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01023021,New Forest 001C,E02004779,New Forest 001,E07000091,New Forest,1544,57,72,126,82,49,44,57,62,93,72,105,129,122,108,147,79,69,71
E01023011,New Forest 001A,14020.0,New Forest,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01023011,New Forest 001A,E02004779,New Forest 001,E07000091,New Forest,1500,50,68,84,64,51,61,73,71,81,90,129,147,126,127,112,82,50,34
E01023196,Test Valley 005E,19664.0,Test Valley,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01023196,Test Valley 005E,E02004818,Test Valley 005,E07000093,Test Valley,1664,37,75,89,70,80,66,52,70,92,134,142,170,118,114,126,87,67,75
E01023164,Test Valley 013C,21882.0,Test Valley,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01023164,Test Valley 013C,E02004826,Test Valley 013,E07000093,Test Valley,1556,73,74,88,58,65,45,73,69,91,82,106,112,132,133,119,116,61,59
E01023162,Test Valley 013A,17643.0,Test Valley,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01023162,Test Valley 013A,E02004826,Test Valley 013,E07000093,Test Valley,1856,73,86,102,103,82,63,72,77,93,120,162,172,159,128,118,94,67,85
E01023177,Test Valley 009C,20031.0,Test Valley,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01023177,Test Valley 009C,E02004822,Test Valley 009,E07000093,Test Valley,2257,87,130,135,129,91,81,95,107,120,157,212,185,180,145,161,104,74,64
E01023167,Test Valley 009B,22641.0,Test Valley,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01023167,Test Valley 009B,E02004822,Test Valley 009,E07000093,Test Valley,1556,60,67,75,66,41,57,62,71,72,100,129,121,127,104,130,103,91,80
E01023165,Test Valley 001A,20948.0,Test Valley,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01023165,Test Valley 001A,E02004814,Test Valley 001,E07000093,Test Valley,2103,59,114,134,121,95,78,69,94,129,159,201,212,165,117,142,96,57,61
E01023197,Test Valley 007C,26720.0,Test Valley,Rural,NHS Hampshire and Isle of Wight Integrated Care Board,E01023197,Test Valley 007C,E02004820,Test Valley 007,E07000093,Test Valley,1442,72,89,73,65,66,88,106,103,82,93,103,118,97,84,98,42,38,25
