LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,ladcd,ladnm,total_population,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_plus
E01022415,Stroud 015B,31075.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022415,Stroud 015B,E02004665,Stroud 015,E07000082,Stroud,1536,42,76,91,86,59,58,34,41,80,126,122,123,116,122,137,96,54,73
E01022373,Stroud 014B,21514.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022373,Stroud 014B,E02004664,Stroud 014,E07000082,Stroud,1689,87,99,90,87,69,92,101,104,95,130,140,130,121,76,88,64,65,51
E01022374,Stroud 014C,19556.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022374,Stroud 014C,E02004664,Stroud 014,E07000082,Stroud,2068,107,114,114,97,101,122,153,157,119,115,158,130,120,100,116,87,71,87
E01022372,Stroud 014A,26879.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022372,Stroud 014A,E02004664,Stroud 014,E07000082,Stroud,2439,152,143,153,109,98,159,146,155,164,175,175,169,147,102,137,84,80,91
E01022375,Stroud 014D,9368.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022375,Stroud 014D,E02004664,Stroud 014,E07000082,Stroud,1268,98,107,111,83,59,89,87,107,85,94,89,69,71,49,21,21,12,16
E01022360,Stroud 011B,30983.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022360,Stroud 011B,E02004661,Stroud 011,E07000082,Stroud,1474,59,63,68,70,62,55,53,64,78,87,120,137,113,118,135,89,63,40
E01022370,Stroud 009A,29997.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022370,Stroud 009A,E02004659,Stroud 009,E07000082,Stroud,1330,53,75,77,67,54,41,57,51,90,91,104,109,121,116,78,70,40,36
E01022350,Stroud 010A,31500.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022350,Stroud 010A,E02004660,Stroud 010,E07000082,Stroud,2154,69,119,135,100,79,54,65,90,115,153,151,165,152,181,191,151,85,99
E01022405,Stroud 009C,19820.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022405,Stroud 009C,E02004659,Stroud 009,E07000082,Stroud,2106,145,127,130,109,101,112,129,135,138,129,145,126,115,120,127,109,54,55
E01022407,Stroud 009E,21970.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022407,Stroud 009E,E02004659,Stroud 009,E07000082,Stroud,1332,44,81,50,48,51,60,50,69,80,72,107,101,110,102,97,75,74,61
E01022406,Stroud 009D,31466.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022406,Stroud 009D,E02004659,Stroud 009,E07000082,Stroud,1257,45,63,69,48,42,58,63,59,44,70,95,111,115,108,105,80,46,36
E01022404,Stroud 005E,26382.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022404,Stroud 005E,E02004655,Stroud 005,E07000082,Stroud,1720,66,92,143,141,82,82,109,94,104,116,135,105,103,95,86,72,48,47
E01022355,Stroud 004A,23747.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022355,Stroud 004A,E02004654,Stroud 004,E07000082,Stroud,1684,82,105,119,90,107,78,86,82,97,134,120,116,124,84,105,83,40,32
E01022400,Stroud 005A,18648.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022400,Stroud 005A,E02004655,Stroud 005,E07000082,Stroud,1954,93,98,109,96,95,123,128,100,114,140,142,141,117,126,112,79,63,78
E01022357,Stroud 004C,26825.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022357,Stroud 004C,E02004654,Stroud 004,E07000082,Stroud,1896,81,108,107,101,68,78,101,131,116,122,131,165,133,135,117,78,52,72
E01022401,Stroud 005B,20634.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022401,Stroud 005B,E02004655,Stroud 005,E07000082,Stroud,1346,52,76,68,74,80,66,63,69,82,103,99,108,96,91,99,50,36,34
E01022217,Cotswold 011C,28186.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022217,Cotswold 011C,E02004625,Cotswold 011,E07000079,Cotswold,1253,53,76,63,62,50,62,65,75,77,92,91,89,94,84,95,54,39,32
E01022218,Cotswold 011D,16176.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022218,Cotswold 011D,E02004625,Cotswold 011,E07000079,Cotswold,1216,74,73,73,66,59,57,93,72,63,91,109,70,73,70,64,46,40,23
E01022384,Stroud 010D,27018.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022384,Stroud 010D,E02004660,Stroud 010,E07000082,Stroud,1402,35,58,74,67,39,46,44,43,84,101,98,130,117,89,125,107,71,74
E01022383,Stroud 010C,15382.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022383,Stroud 010C,E02004660,Stroud 010,E07000082,Stroud,1500,69,92,98,77,58,66,64,75,77,101,113,97,91,92,112,83,55,80
E01022366,Stroud 008A,32746.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022366,Stroud 008A,E02004658,Stroud 008,E07000082,Stroud,1685,69,95,103,116,66,42,59,83,97,154,178,148,126,82,99,76,43,49
E01022368,Stroud 008C,30406.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022368,Stroud 008C,E02004658,Stroud 008,E07000082,Stroud,1351,38,52,75,78,49,36,61,47,64,80,120,139,105,87,114,84,61,61
E01022409,Stroud 007E,22613.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022409,Stroud 007E,E02004657,Stroud 007,E07000082,Stroud,1286,51,78,90,72,55,54,51,59,68,113,111,129,124,61,73,55,28,14
E01022369,Stroud 008D,27148.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022369,Stroud 008D,E02004658,Stroud 008,E07000082,Stroud,1639,94,107,106,87,93,137,114,92,99,138,146,118,90,63,59,41,29,26
E01022410,Stroud 006C,17775.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022410,Stroud 006C,E02004656,Stroud 006,E07000082,Stroud,2179,71,121,113,124,85,111,116,127,142,160,180,198,163,143,131,73,66,55
E01022391,Stroud 002C,21708.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022391,Stroud 002C,E02004652,Stroud 002,E07000082,Stroud,1624,45,60,102,62,41,41,37,65,92,106,125,144,153,123,142,114,74,98
E01022220,Cotswold 011F,31147.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022220,Cotswold 011F,E02004625,Cotswold 011,E07000079,Cotswold,1588,55,65,62,60,55,67,68,69,96,90,120,136,110,108,148,101,96,82
E01034789,Cotswold 011G,,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01034789,Cotswold 011G,E02004625,Cotswold 011,E07000079,Cotswold,1313,121,72,63,34,63,112,163,109,81,69,84,88,64,59,45,48,16,22
E01022193,Cotswold 008C,32483.0,Cotswold,Urban,NHS Gloucestershire Integrated Care Board,E01022193,Cotswold 008C,E02004622,Cotswold 008,E07000079,Cotswold,1055,40,40,61,57,62,39,37,51,49,79,71,82,57,72,86,82,38,52
E01022219,Cotswold 011E,31773.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022219,Cotswold 011E,E02004625,Cotswold 011,E07000079,Cotswold,1496,76,71,85,44,56,54,76,74,74,101,95,97,91,128,116,113,71,74
E01022176,Cotswold 011A,19110.0,Cotswold,Rural,NHS Gloucestershire Integrated Care Board,E01022176,Cotswold 011A,E02004625,Cotswold 011,E07000079,Cotswold,1860,84,115,98,83,52,54,71,113,94,129,156,195,163,159,115,95,48,36
E01022367,Stroud 008B,32166.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022367,Stroud 008B,E02004658,Stroud 008,E07000082,Stroud,1615,54,68,120,97,38,51,38,61,99,110,129,157,133,129,132,100,50,49
E01022354,Stroud 002A,30711.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022354,Stroud 002A,E02004652,Stroud 002,E07000082,Stroud,2223,69,89,151,118,63,58,74,77,115,155,185,189,177,169,199,145,95,95
E01022392,Stroud 002D,20865.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022392,Stroud 002D,E02004652,Stroud 002,E07000082,Stroud,1622,43,79,91,89,54,35,37,68,92,105,121,125,170,152,130,111,62,58
E01034806,Tewkesbury 008E,,Tewkesbury,Rural,NHS Gloucestershire Integrated Care Board,E01034806,Tewkesbury 008E,E02004673,Tewkesbury 008,E07000083,Tewkesbury,1103,47,54,76,68,31,34,58,57,59,79,101,87,74,89,73,56,36,24
E01022424,Tewkesbury 009D,10369.0,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board,E01022424,Tewkesbury 009D,E02004674,Tewkesbury 009,E07000083,Tewkesbury,1636,87,115,117,93,92,80,101,112,90,91,94,115,104,79,90,64,57,55
E01022393,Stroud 007A,29138.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022393,Stroud 007A,E02004657,Stroud 007,E07000082,Stroud,1399,40,68,106,71,39,41,36,60,72,111,121,104,113,101,102,87,71,56
E01022408,Stroud 007D,25145.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022408,Stroud 007D,E02004657,Stroud 007,E07000082,Stroud,1034,42,54,58,59,33,30,31,60,54,72,95,102,87,80,72,47,34,24
E01022394,Stroud 007B,27857.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022394,Stroud 007B,E02004657,Stroud 007,E07000082,Stroud,1519,67,69,109,87,75,110,113,83,88,143,147,128,73,74,70,34,29,20
E01022395,Stroud 007C,32160.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022395,Stroud 007C,E02004657,Stroud 007,E07000082,Stroud,1496,61,76,84,79,55,57,71,83,103,103,126,116,95,102,99,83,57,46
E01022356,Stroud 004B,25946.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022356,Stroud 004B,E02004654,Stroud 004,E07000082,Stroud,2512,132,134,149,127,107,157,172,164,164,173,206,158,145,128,135,92,66,103
E01022399,Stroud 006B,12028.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022399,Stroud 006B,E02004656,Stroud 006,E07000082,Stroud,2154,136,120,136,125,106,139,130,123,140,153,172,202,126,103,104,60,48,31
E01034804,Stroud 006G,,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01034804,Stroud 006G,E02004656,Stroud 006,E07000082,Stroud,1270,51,36,32,47,83,96,88,100,77,65,97,80,77,82,87,50,64,58
E01034803,Stroud 006F,,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01034803,Stroud 006F,E02004656,Stroud 006,E07000082,Stroud,1210,62,76,91,69,69,82,96,79,102,90,85,83,55,50,42,35,23,21
E01022358,Stroud 004D,12126.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022358,Stroud 004D,E02004654,Stroud 004,E07000082,Stroud,1570,71,82,92,106,87,67,77,109,87,96,109,114,95,105,91,78,50,54
E01022414,Stroud 006E,20336.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022414,Stroud 006E,E02004656,Stroud 006,E07000082,Stroud,2470,123,122,139,132,116,146,155,142,166,194,223,229,159,137,134,78,42,33
E01022359,Stroud 011A,29467.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022359,Stroud 011A,E02004661,Stroud 011,E07000082,Stroud,1537,72,68,99,72,64,78,78,69,74,101,128,116,119,89,113,71,52,74
E01022362,Stroud 011D,27225.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022362,Stroud 011D,E02004661,Stroud 011,E07000082,Stroud,1127,32,43,49,40,29,52,52,52,54,77,94,101,108,76,84,77,56,51
E01022364,Stroud 011F,7812.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022364,Stroud 011F,E02004661,Stroud 011,E07000082,Stroud,1136,68,80,59,59,45,69,64,74,51,63,91,89,75,61,79,45,36,28
E01022361,Stroud 011C,15242.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022361,Stroud 011C,E02004661,Stroud 011,E07000082,Stroud,1202,60,61,65,47,40,58,64,55,68,72,96,94,93,80,100,70,40,39
E01022363,Stroud 011E,26908.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022363,Stroud 011E,E02004661,Stroud 011,E07000082,Stroud,2041,122,128,103,91,77,138,142,123,119,129,140,151,136,129,135,77,52,49
E01022371,Stroud 009B,27749.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022371,Stroud 009B,E02004659,Stroud 009,E07000082,Stroud,1103,41,59,57,68,27,46,42,45,60,67,86,93,100,78,98,57,39,40
E01022398,Stroud 003D,21211.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022398,Stroud 003D,E02004653,Stroud 003,E07000082,Stroud,1176,51,46,46,64,47,43,46,61,59,57,94,131,107,88,84,75,48,29
E01022396,Stroud 003B,27296.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022396,Stroud 003B,E02004653,Stroud 003,E07000082,Stroud,1794,68,89,117,70,61,62,75,100,99,112,159,150,164,126,118,90,59,75
E01022397,Stroud 003C,22719.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022397,Stroud 003C,E02004653,Stroud 003,E07000082,Stroud,2041,89,116,138,123,80,70,91,88,103,140,205,194,154,127,139,78,48,58
E01022266,Forest of Dean 005D,14998.0,Forest of Dean,Rural,NHS Gloucestershire Integrated Care Board,E01022266,Forest of Dean 005D,E02004630,Forest of Dean 005,E07000080,Forest of Dean,1394,54,61,78,57,68,68,67,72,60,77,111,125,101,97,96,93,46,63
E01022403,Stroud 005D,8511.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022403,Stroud 005D,E02004655,Stroud 005,E07000082,Stroud,1550,84,97,87,87,83,119,116,91,87,79,91,107,93,78,93,71,47,40
E01022402,Stroud 005C,23100.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022402,Stroud 005C,E02004655,Stroud 005,E07000082,Stroud,1493,74,62,81,84,81,93,112,105,94,80,130,131,104,95,70,39,26,32
E01022376,Stroud 003A,22721.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022376,Stroud 003A,E02004653,Stroud 003,E07000082,Stroud,2781,181,173,150,123,134,211,188,182,157,193,186,159,161,147,161,93,81,101
E01034802,Stroud 001H,,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01034802,Stroud 001H,E02004651,Stroud 001,E07000082,Stroud,1960,193,195,164,90,110,215,230,227,134,112,100,64,42,25,31,19,4,5
E01034800,Stroud 001F,,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01034800,Stroud 001F,E02004651,Stroud 001,E07000082,Stroud,1820,100,115,111,114,98,86,115,102,96,125,137,150,124,109,107,73,34,24
E01034798,Gloucester 015L,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01034798,Gloucester 015L,E02004650,Gloucester 015,E07000081,Gloucester,1911,231,222,136,77,100,205,254,227,142,112,67,67,25,16,10,9,6,5
E01034797,Gloucester 015K,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01034797,Gloucester 015K,E02004650,Gloucester 015,E07000081,Gloucester,1470,100,107,81,62,81,95,106,107,86,91,98,103,111,68,75,46,29,24
E01022379,Stroud 001B,18609.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022379,Stroud 001B,E02004651,Stroud 001,E07000082,Stroud,1434,85,100,83,57,91,118,108,117,97,88,101,90,89,71,60,29,27,23
E01022338,Gloucester 015D,17806.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022338,Gloucester 015D,E02004650,Gloucester 015,E07000081,Gloucester,1324,98,84,63,49,85,149,119,123,67,69,110,94,67,45,41,25,18,18
E01034796,Gloucester 015J,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01034796,Gloucester 015J,E02004650,Gloucester 015,E07000081,Gloucester,2133,235,233,207,145,119,196,246,233,159,130,79,62,39,23,15,5,4,3
E01022377,Stroud 004E,16307.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022377,Stroud 004E,E02004654,Stroud 004,E07000082,Stroud,2129,93,119,124,116,82,106,142,126,140,145,159,176,136,97,142,106,69,51
E01022411,Stroud 006D,23563.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022411,Stroud 006D,E02004656,Stroud 006,E07000082,Stroud,2072,91,92,115,122,88,104,124,104,114,133,181,172,168,127,117,90,72,58
E01022389,Stroud 004F,29798.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022389,Stroud 004F,E02004654,Stroud 004,E07000082,Stroud,1712,62,72,95,91,73,54,55,63,101,126,158,169,141,142,133,78,50,49
E01034801,Stroud 001G,,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01034801,Stroud 001G,E02004651,Stroud 001,E07000082,Stroud,1998,79,100,93,99,73,76,88,108,91,109,136,155,162,149,168,142,90,80
E01022345,Gloucester 012C,22101.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022345,Gloucester 012C,E02004647,Gloucester 012,E07000081,Gloucester,1683,89,108,100,89,74,74,102,95,75,93,117,121,122,117,108,75,67,57
E01022320,Gloucester 011B,5681.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022320,Gloucester 011B,E02004646,Gloucester 011,E07000081,Gloucester,1676,94,102,91,92,84,113,119,125,102,127,118,121,105,83,86,56,25,33
E01022319,Gloucester 011A,735.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022319,Gloucester 011A,E02004646,Gloucester 011,E07000081,Gloucester,1616,194,170,107,73,93,144,156,117,106,76,78,94,66,50,30,25,17,20
E01022276,Gloucester 010A,27276.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022276,Gloucester 010A,E02004645,Gloucester 010,E07000081,Gloucester,1563,66,88,68,69,71,62,80,90,89,89,112,93,111,119,143,92,68,53
E01022325,Gloucester 011F,11134.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022325,Gloucester 011F,E02004646,Gloucester 011,E07000081,Gloucester,1279,60,66,74,60,54,77,92,72,60,69,79,103,103,73,92,69,38,38
E01022343,Gloucester 012A,17576.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022343,Gloucester 012A,E02004647,Gloucester 012,E07000081,Gloucester,1411,55,60,68,95,68,64,71,63,72,89,92,117,92,70,105,86,60,84
E01022390,Stroud 002B,29192.0,Stroud,Rural,NHS Gloucestershire Integrated Care Board,E01022390,Stroud 002B,E02004652,Stroud 002,E07000082,Stroud,1210,55,57,59,59,22,40,57,52,49,75,99,92,80,96,97,83,71,67
E01034810,Tewkesbury 009I,,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board,E01034810,Tewkesbury 009I,E02004674,Tewkesbury 009,E07000083,Tewkesbury,2063,143,137,123,95,98,144,172,167,134,129,118,137,127,120,96,77,24,22
E01034799,Stroud 001E,,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01034799,Stroud 001E,E02004651,Stroud 001,E07000082,Stroud,1753,168,199,131,89,76,181,175,197,189,96,92,55,38,20,26,6,10,5
E01034809,Tewkesbury 009H,,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board,E01034809,Tewkesbury 009H,E02004674,Tewkesbury 009,E07000083,Tewkesbury,1355,121,143,105,57,78,163,186,129,114,83,53,45,43,22,6,4,0,3
E01022281,Gloucester 010D,27709.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022281,Gloucester 010D,E02004645,Gloucester 010,E07000081,Gloucester,1700,95,101,103,95,70,79,107,111,78,112,155,139,137,91,87,71,43,26
E01022421,Tewkesbury 009A,13002.0,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board,E01022421,Tewkesbury 009A,E02004674,Tewkesbury 009,E07000083,Tewkesbury,1721,102,98,106,85,65,111,138,123,88,85,110,116,117,92,90,62,58,75
E01034808,Tewkesbury 009G,,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board,E01034808,Tewkesbury 009G,E02004674,Tewkesbury 009,E07000083,Tewkesbury,1744,171,155,108,85,101,205,246,196,119,109,63,71,38,31,28,10,6,2
E01022307,Gloucester 010F,29388.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022307,Gloucester 010F,E02004645,Gloucester 010,E07000081,Gloucester,1542,80,90,103,79,84,103,117,112,93,132,129,139,107,58,47,31,24,14
E01022306,Gloucester 010E,28208.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022306,Gloucester 010E,E02004645,Gloucester 010,E07000081,Gloucester,1333,62,72,73,59,74,89,92,85,81,80,111,131,93,64,68,43,29,27
E01022423,Tewkesbury 009C,23915.0,Tewkesbury,Urban,NHS Gloucestershire Integrated Care Board,E01022423,Tewkesbury 009C,E02004674,Tewkesbury 009,E07000083,Tewkesbury,2210,112,135,109,101,108,139,157,147,138,127,139,187,152,113,125,96,70,55
E01034795,Gloucester 015I,,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01034795,Gloucester 015I,E02004650,Gloucester 015,E07000081,Gloucester,2159,173,209,226,163,152,126,193,184,209,147,136,100,56,39,24,13,7,2
E01022336,Gloucester 015B,22985.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022336,Gloucester 015B,E02004650,Gloucester 015,E07000081,Gloucester,1151,51,57,53,60,70,80,59,71,61,64,81,83,77,80,75,61,46,22
E01032933,Gloucester 015E,19164.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01032933,Gloucester 015E,E02004650,Gloucester 015,E07000081,Gloucester,1683,131,156,167,114,108,146,140,153,155,107,97,87,58,31,14,9,7,3
E01032935,Gloucester 015G,17155.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01032935,Gloucester 015G,E02004650,Gloucester 015,E07000081,Gloucester,1541,85,110,153,117,96,101,95,136,153,121,145,102,48,33,24,17,4,1
E01022335,Gloucester 015A,24263.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022335,Gloucester 015A,E02004650,Gloucester 015,E07000081,Gloucester,1454,66,88,77,66,63,90,89,88,67,76,111,96,119,92,89,70,59,48
E01022300,Gloucester 013B,23654.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022300,Gloucester 013B,E02004648,Gloucester 013,E07000081,Gloucester,1285,47,50,43,49,49,71,58,67,49,63,91,87,87,82,126,122,92,52
E01022340,Gloucester 014B,26837.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022340,Gloucester 014B,E02004649,Gloucester 014,E07000081,Gloucester,1363,80,77,65,59,92,129,118,113,105,84,100,119,73,57,44,32,9,7
E01022346,Gloucester 012D,2801.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022346,Gloucester 012D,E02004647,Gloucester 012,E07000081,Gloucester,1518,73,107,106,83,103,110,95,89,79,81,119,112,107,89,68,34,29,34
E01022299,Gloucester 013A,19458.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022299,Gloucester 013A,E02004648,Gloucester 013,E07000081,Gloucester,1304,42,52,56,44,65,73,77,54,64,61,102,82,106,91,143,86,61,45
E01022341,Gloucester 014C,19527.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022341,Gloucester 014C,E02004649,Gloucester 014,E07000081,Gloucester,2493,157,154,142,122,179,184,209,189,152,157,184,196,128,87,67,69,53,64
E01022302,Gloucester 013D,21424.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022302,Gloucester 013D,E02004648,Gloucester 013,E07000081,Gloucester,1525,66,74,87,80,74,92,83,89,78,92,99,114,94,86,111,102,56,48
E01022342,Gloucester 014D,29186.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022342,Gloucester 014D,E02004649,Gloucester 014,E07000081,Gloucester,1699,104,131,98,89,99,126,164,133,128,119,136,137,94,64,32,20,12,13
E01022378,Stroud 001A,28483.0,Stroud,Urban,NHS Gloucestershire Integrated Care Board,E01022378,Stroud 001A,E02004651,Stroud 001,E07000082,Stroud,2199,127,130,134,117,92,141,175,158,133,152,206,174,123,95,111,57,38,36
E01022339,Gloucester 014A,31070.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022339,Gloucester 014A,E02004649,Gloucester 014,E07000081,Gloucester,1761,106,117,114,114,91,95,112,114,137,127,159,119,103,74,88,44,21,26
E01022301,Gloucester 013C,10026.0,Gloucester,Urban,NHS Gloucestershire Integrated Care Board,E01022301,Gloucester 013C,E02004648,Gloucester 013,E07000081,Gloucester,1569,103,117,124,77,72,100,102,113,90,95,69,113,92,82,73,80,32,35
