LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,ladcd,ladnm,total_population,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_plus
E01015368,"Bournemouth, Christchurch and Poole 045B",22065.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015368,"Bournemouth, Christchurch and Poole 045B",E02006885,"Bournemouth, Christchurch and Poole 045",E06000058,"Bournemouth, Christchurch and Poole",1740,41,38,40,35,66,145,111,91,110,93,89,111,106,133,165,138,95,133
E01015367,"Bournemouth, Christchurch and Poole 045A",6331.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015367,"Bournemouth, Christchurch and Poole 045A",E02006885,"Bournemouth, Christchurch and Poole 045",E06000058,"Bournemouth, Christchurch and Poole",2454,99,80,65,63,246,328,327,275,176,147,159,128,101,80,90,44,23,23
E01015369,"Bournemouth, Christchurch and Poole 045C",19638.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015369,"Bournemouth, Christchurch and Poole 045C",E02006885,"Bournemouth, Christchurch and Poole 045",E06000058,"Bournemouth, Christchurch and Poole",1643,58,37,33,20,65,149,123,128,120,91,93,101,98,95,127,114,90,101
E01015403,"Bournemouth, Christchurch and Poole 048B",27010.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015403,"Bournemouth, Christchurch and Poole 048B",E02003211,"Bournemouth, Christchurch and Poole 048",E06000058,"Bournemouth, Christchurch and Poole",1721,40,13,14,14,52,66,69,65,44,59,72,83,103,127,214,242,181,263
E01034274,"Bournemouth, Christchurch and Poole 038H",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034274,"Bournemouth, Christchurch and Poole 038H",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole",1576,45,32,25,58,321,292,232,137,86,58,77,48,41,50,25,20,11,18
E01034278,"Bournemouth, Christchurch and Poole 041F",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034278,"Bournemouth, Christchurch and Poole 041F",E02003192,"Bournemouth, Christchurch and Poole 041",E06000058,"Bournemouth, Christchurch and Poole",2010,49,37,28,382,548,193,173,111,87,60,58,56,46,43,59,31,16,33
E01015291,"Bournemouth, Christchurch and Poole 041D",16452.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015291,"Bournemouth, Christchurch and Poole 041D",E02003192,"Bournemouth, Christchurch and Poole 041",E06000058,"Bournemouth, Christchurch and Poole",1892,62,47,36,46,107,139,151,141,130,73,81,109,121,125,133,138,117,136
E01015371,"Bournemouth, Christchurch and Poole 040A",10396.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015371,"Bournemouth, Christchurch and Poole 040A",E02006883,"Bournemouth, Christchurch and Poole 040",E06000058,"Bournemouth, Christchurch and Poole",1372,63,42,24,31,100,143,151,119,135,88,105,88,98,59,39,38,27,22
E01015458,"Bournemouth, Christchurch and Poole 043A",30986.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015458,"Bournemouth, Christchurch and Poole 043A",E02003206,"Bournemouth, Christchurch and Poole 043",E06000058,"Bournemouth, Christchurch and Poole",1552,52,62,118,91,42,27,43,61,103,123,119,118,105,106,127,115,68,72
E01015452,"Bournemouth, Christchurch and Poole 047A",30438.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015452,"Bournemouth, Christchurch and Poole 047A",E02003210,"Bournemouth, Christchurch and Poole 047",E06000058,"Bournemouth, Christchurch and Poole",2095,90,127,120,95,71,90,98,112,136,141,161,140,138,107,121,124,96,128
E01015464,"Bournemouth, Christchurch and Poole 043F",31038.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015464,"Bournemouth, Christchurch and Poole 043F",E02003206,"Bournemouth, Christchurch and Poole 043",E06000058,"Bournemouth, Christchurch and Poole",1635,70,87,81,81,48,54,52,76,103,129,160,152,122,112,116,89,60,43
E01015402,"Bournemouth, Christchurch and Poole 048A",16557.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015402,"Bournemouth, Christchurch and Poole 048A",E02003211,"Bournemouth, Christchurch and Poole 048",E06000058,"Bournemouth, Christchurch and Poole",1834,55,61,64,74,78,94,94,92,88,103,130,132,113,121,145,109,68,213
E01034281,"Bournemouth, Christchurch and Poole 044G",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034281,"Bournemouth, Christchurch and Poole 044G",E02003208,"Bournemouth, Christchurch and Poole 044",E06000058,"Bournemouth, Christchurch and Poole",1168,47,31,19,26,60,88,101,63,43,41,44,50,39,69,94,90,100,163
E01015463,"Bournemouth, Christchurch and Poole 043E",28400.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015463,"Bournemouth, Christchurch and Poole 043E",E02003206,"Bournemouth, Christchurch and Poole 043",E06000058,"Bournemouth, Christchurch and Poole",1654,50,110,90,60,52,98,71,110,116,127,145,140,114,105,111,65,46,44
E01015453,"Bournemouth, Christchurch and Poole 047B",25978.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015453,"Bournemouth, Christchurch and Poole 047B",E02003210,"Bournemouth, Christchurch and Poole 047",E06000058,"Bournemouth, Christchurch and Poole",1931,107,94,87,60,78,128,159,146,152,116,140,141,99,102,115,87,59,61
E01015466,"Bournemouth, Christchurch and Poole 044B",22274.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015466,"Bournemouth, Christchurch and Poole 044B",E02003208,"Bournemouth, Christchurch and Poole 044",E06000058,"Bournemouth, Christchurch and Poole",1779,71,79,85,79,87,106,128,89,126,104,118,131,113,91,111,88,84,89
E01015462,"Bournemouth, Christchurch and Poole 043D",19863.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015462,"Bournemouth, Christchurch and Poole 043D",E02003206,"Bournemouth, Christchurch and Poole 043",E06000058,"Bournemouth, Christchurch and Poole",1690,87,101,120,114,88,92,117,127,132,143,147,140,81,72,58,36,15,20
E01015454,"Bournemouth, Christchurch and Poole 047C",20568.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015454,"Bournemouth, Christchurch and Poole 047C",E02003210,"Bournemouth, Christchurch and Poole 047",E06000058,"Bournemouth, Christchurch and Poole",2079,126,125,97,73,116,147,190,182,154,124,122,149,92,80,82,82,54,84
E01033285,"Bournemouth, Christchurch and Poole 038D",11627.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01033285,"Bournemouth, Christchurch and Poole 038D",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole",1337,60,46,38,52,160,212,174,151,119,77,61,42,34,34,29,27,12,9
E01015372,"Bournemouth, Christchurch and Poole 040B",13567.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015372,"Bournemouth, Christchurch and Poole 040B",E02006883,"Bournemouth, Christchurch and Poole 040",E06000058,"Bournemouth, Christchurch and Poole",2032,75,63,41,31,95,189,176,174,127,98,77,90,85,99,129,136,122,225
E01034277,"Bournemouth, Christchurch and Poole 041E",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034277,"Bournemouth, Christchurch and Poole 041E",E02003192,"Bournemouth, Christchurch and Poole 041",E06000058,"Bournemouth, Christchurch and Poole",2441,55,43,29,814,563,192,178,126,95,70,59,43,51,29,25,33,17,19
E01033242,"Bournemouth, Christchurch and Poole 038C",8518.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01033242,"Bournemouth, Christchurch and Poole 038C",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole",1020,42,35,22,15,62,151,127,105,93,63,65,52,36,39,27,22,22,42
E01034273,"Bournemouth, Christchurch and Poole 038G",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034273,"Bournemouth, Christchurch and Poole 038G",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole",1230,42,27,25,39,198,292,166,101,79,52,51,41,34,12,23,19,10,19
E01015290,"Bournemouth, Christchurch and Poole 041C",5392.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015290,"Bournemouth, Christchurch and Poole 041C",E02003192,"Bournemouth, Christchurch and Poole 041",E06000058,"Bournemouth, Christchurch and Poole",2796,94,83,42,435,528,263,255,189,168,132,106,98,76,77,73,57,40,80
E01033286,"Bournemouth, Christchurch and Poole 040C",20471.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01033286,"Bournemouth, Christchurch and Poole 040C",E02006883,"Bournemouth, Christchurch and Poole 040",E06000058,"Bournemouth, Christchurch and Poole",1134,49,48,29,28,79,111,125,115,78,75,68,57,52,55,41,53,38,33
E01034272,"Bournemouth, Christchurch and Poole 038F",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034272,"Bournemouth, Christchurch and Poole 038F",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole",1266,56,30,21,230,119,114,144,108,82,54,45,65,55,36,36,36,16,19
E01015289,"Bournemouth, Christchurch and Poole 041B",8573.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015289,"Bournemouth, Christchurch and Poole 041B",E02003192,"Bournemouth, Christchurch and Poole 041",E06000058,"Bournemouth, Christchurch and Poole",2002,105,84,62,41,182,203,219,212,158,106,105,113,85,77,81,65,45,59
E01033288,"Bournemouth, Christchurch and Poole 040D",18681.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01033288,"Bournemouth, Christchurch and Poole 040D",E02006883,"Bournemouth, Christchurch and Poole 040",E06000058,"Bournemouth, Christchurch and Poole",1186,54,24,16,25,70,110,122,114,77,73,73,74,59,72,72,57,34,60
E01033283,"Bournemouth, Christchurch and Poole 037E",17949.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01033283,"Bournemouth, Christchurch and Poole 037E",E02003190,"Bournemouth, Christchurch and Poole 037",E06000058,"Bournemouth, Christchurch and Poole",1198,50,34,26,17,65,89,102,127,91,59,74,78,74,70,69,50,43,80
E01015297,"Bournemouth, Christchurch and Poole 036B",25105.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015297,"Bournemouth, Christchurch and Poole 036B",E02003189,"Bournemouth, Christchurch and Poole 036",E06000058,"Bournemouth, Christchurch and Poole",1504,35,74,53,55,42,59,79,83,94,105,96,91,95,81,115,95,75,177
E01015366,"Bournemouth, Christchurch and Poole 036E",16795.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015366,"Bournemouth, Christchurch and Poole 036E",E02003189,"Bournemouth, Christchurch and Poole 036",E06000058,"Bournemouth, Christchurch and Poole",1805,44,42,53,63,99,115,116,117,106,92,125,135,112,125,153,92,103,113
E01033241,"Bournemouth, Christchurch and Poole 037D",11313.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01033241,"Bournemouth, Christchurch and Poole 037D",E02003190,"Bournemouth, Christchurch and Poole 037",E06000058,"Bournemouth, Christchurch and Poole",1098,50,33,22,15,84,108,120,104,88,67,88,72,43,49,50,41,30,34
E01015272,"Bournemouth, Christchurch and Poole 035A",23287.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015272,"Bournemouth, Christchurch and Poole 035A",E02003187,"Bournemouth, Christchurch and Poole 035",E06000058,"Bournemouth, Christchurch and Poole",1874,69,96,101,106,76,101,83,110,122,108,112,137,128,126,126,101,66,106
E01015280,"Bournemouth, Christchurch and Poole 037B",4568.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015280,"Bournemouth, Christchurch and Poole 037B",E02003190,"Bournemouth, Christchurch and Poole 037",E06000058,"Bournemouth, Christchurch and Poole",2143,141,111,98,52,134,208,231,233,185,166,135,121,97,81,59,30,29,32
E01015279,"Bournemouth, Christchurch and Poole 037A",3033.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015279,"Bournemouth, Christchurch and Poole 037A",E02003190,"Bournemouth, Christchurch and Poole 037",E06000058,"Bournemouth, Christchurch and Poole",1927,93,92,82,58,159,192,219,207,141,158,139,126,89,56,45,24,17,30
E01034276,"Bournemouth, Christchurch and Poole 037G",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034276,"Bournemouth, Christchurch and Poole 037G",E02003190,"Bournemouth, Christchurch and Poole 037",E06000058,"Bournemouth, Christchurch and Poole",1081,51,57,37,39,114,118,120,90,102,72,79,81,37,33,28,14,8,1
E01015365,"Bournemouth, Christchurch and Poole 036D",13860.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015365,"Bournemouth, Christchurch and Poole 036D",E02003189,"Bournemouth, Christchurch and Poole 036",E06000058,"Bournemouth, Christchurch and Poole",1629,72,76,98,54,126,117,126,131,125,109,122,139,89,78,70,41,30,26
E01015300,"Bournemouth, Christchurch and Poole 039E",27131.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015300,"Bournemouth, Christchurch and Poole 039E",E02003191,"Bournemouth, Christchurch and Poole 039",E06000058,"Bournemouth, Christchurch and Poole",1601,62,90,90,92,56,65,66,103,91,119,130,108,91,116,118,86,58,60
E01034275,"Bournemouth, Christchurch and Poole 037F",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034275,"Bournemouth, Christchurch and Poole 037F",E02003190,"Bournemouth, Christchurch and Poole 037",E06000058,"Bournemouth, Christchurch and Poole",1108,72,40,48,28,63,86,116,117,98,96,93,74,62,48,35,19,8,5
E01015274,"Bournemouth, Christchurch and Poole 036A",14905.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015274,"Bournemouth, Christchurch and Poole 036A",E02003189,"Bournemouth, Christchurch and Poole 036",E06000058,"Bournemouth, Christchurch and Poole",1883,93,93,87,73,121,116,115,148,151,150,143,148,102,95,77,61,50,60
E01015275,"Bournemouth, Christchurch and Poole 035C",12847.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015275,"Bournemouth, Christchurch and Poole 035C",E02003187,"Bournemouth, Christchurch and Poole 035",E06000058,"Bournemouth, Christchurch and Poole",1674,64,84,92,60,158,124,132,121,126,109,114,108,103,84,81,49,28,37
E01015364,"Bournemouth, Christchurch and Poole 036C",26726.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015364,"Bournemouth, Christchurch and Poole 036C",E02003189,"Bournemouth, Christchurch and Poole 036",E06000058,"Bournemouth, Christchurch and Poole",1691,71,108,103,81,68,42,86,100,134,122,105,131,112,112,145,69,50,52
E01015281,"Bournemouth, Christchurch and Poole 037C",1528.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015281,"Bournemouth, Christchurch and Poole 037C",E02003190,"Bournemouth, Christchurch and Poole 037",E06000058,"Bournemouth, Christchurch and Poole",1823,86,97,95,92,117,121,176,160,151,151,122,145,107,79,56,34,15,19
E01015277,"Bournemouth, Christchurch and Poole 035E",6314.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015277,"Bournemouth, Christchurch and Poole 035E",E02003187,"Bournemouth, Christchurch and Poole 035",E06000058,"Bournemouth, Christchurch and Poole",2010,145,126,128,101,141,131,152,214,166,139,123,124,95,69,65,47,24,20
E01015273,"Bournemouth, Christchurch and Poole 035B",6147.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015273,"Bournemouth, Christchurch and Poole 035B",E02003187,"Bournemouth, Christchurch and Poole 035",E06000058,"Bournemouth, Christchurch and Poole",2166,129,124,119,122,167,192,171,181,170,163,142,142,113,63,84,36,26,22
E01015363,"Bournemouth, Christchurch and Poole 026E",17601.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015363,"Bournemouth, Christchurch and Poole 026E",E02003185,"Bournemouth, Christchurch and Poole 026",E06000058,"Bournemouth, Christchurch and Poole",1708,106,129,125,84,67,101,119,132,180,153,125,93,82,64,60,36,34,18
E01015299,"Bournemouth, Christchurch and Poole 039D",26859.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015299,"Bournemouth, Christchurch and Poole 039D",E02003191,"Bournemouth, Christchurch and Poole 039",E06000058,"Bournemouth, Christchurch and Poole",1800,72,128,98,69,71,65,86,116,130,140,110,103,126,110,106,97,69,104
E01015293,"Bournemouth, Christchurch and Poole 025B",6565.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015293,"Bournemouth, Christchurch and Poole 025B",E02003186,"Bournemouth, Christchurch and Poole 025",E06000058,"Bournemouth, Christchurch and Poole",1611,99,99,106,89,116,144,130,131,128,102,121,117,58,51,45,36,19,20
E01015461,"Bournemouth, Christchurch and Poole 043C",15261.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015461,"Bournemouth, Christchurch and Poole 043C",E02003206,"Bournemouth, Christchurch and Poole 043",E06000058,"Bournemouth, Christchurch and Poole",1652,96,89,104,78,104,136,154,125,118,131,122,103,77,62,51,33,28,41
E01015386,"Bournemouth, Christchurch and Poole 029A",9710.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015386,"Bournemouth, Christchurch and Poole 029A",E02003202,"Bournemouth, Christchurch and Poole 029",E06000058,"Bournemouth, Christchurch and Poole",1676,88,108,66,63,91,139,133,138,110,103,115,120,98,81,77,65,36,45
E01015460,"Bournemouth, Christchurch and Poole 043B",19140.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015460,"Bournemouth, Christchurch and Poole 043B",E02003206,"Bournemouth, Christchurch and Poole 043",E06000058,"Bournemouth, Christchurch and Poole",1861,120,139,143,104,95,141,137,171,148,157,123,92,81,43,65,34,36,32
E01015456,"Bournemouth, Christchurch and Poole 030D",13635.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015456,"Bournemouth, Christchurch and Poole 030D",E02003204,"Bournemouth, Christchurch and Poole 030",E06000058,"Bournemouth, Christchurch and Poole",1819,79,84,116,90,86,128,115,112,94,121,149,133,103,103,100,55,77,74
E01015457,"Bournemouth, Christchurch and Poole 030E",22195.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015457,"Bournemouth, Christchurch and Poole 030E",E02003204,"Bournemouth, Christchurch and Poole 030",E06000058,"Bournemouth, Christchurch and Poole",1870,80,73,96,73,71,112,123,100,119,136,126,132,107,123,149,105,74,71
E01015445,"Bournemouth, Christchurch and Poole 034A",29395.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015445,"Bournemouth, Christchurch and Poole 034A",E02003205,"Bournemouth, Christchurch and Poole 034",E06000058,"Bournemouth, Christchurch and Poole",1905,80,86,114,97,88,93,92,114,113,134,141,163,133,126,129,85,63,54
E01015390,"Bournemouth, Christchurch and Poole 032A",12001.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015390,"Bournemouth, Christchurch and Poole 032A",E02003203,"Bournemouth, Christchurch and Poole 032",E06000058,"Bournemouth, Christchurch and Poole",1708,108,120,99,70,87,113,162,157,135,98,130,109,86,71,56,50,28,29
E01015441,"Bournemouth, Christchurch and Poole 023C",13176.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015441,"Bournemouth, Christchurch and Poole 023C",E02003201,"Bournemouth, Christchurch and Poole 023",E06000058,"Bournemouth, Christchurch and Poole",1984,134,89,106,85,117,136,159,163,100,125,158,135,116,91,92,88,46,44
E01015394,"Bournemouth, Christchurch and Poole 032E",24461.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015394,"Bournemouth, Christchurch and Poole 032E",E02003203,"Bournemouth, Christchurch and Poole 032",E06000058,"Bournemouth, Christchurch and Poole",1651,87,107,106,82,69,108,104,121,142,119,128,127,92,78,66,54,38,23
E01015391,"Bournemouth, Christchurch and Poole 032B",21285.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015391,"Bournemouth, Christchurch and Poole 032B",E02003203,"Bournemouth, Christchurch and Poole 032",E06000058,"Bournemouth, Christchurch and Poole",1456,85,70,73,62,62,61,115,94,113,108,102,116,93,73,92,55,46,36
E01034271,"Bournemouth, Christchurch and Poole 038E",,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01034271,"Bournemouth, Christchurch and Poole 038E",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole",2782,19,12,6,1376,695,184,85,38,47,39,35,26,27,45,44,37,24,43
E01015286,"Bournemouth, Christchurch and Poole 038A",17355.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015286,"Bournemouth, Christchurch and Poole 038A",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole",2012,78,58,38,43,100,168,174,154,123,113,114,119,132,125,173,119,85,96
E01015288,"Bournemouth, Christchurch and Poole 041A",3256.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015288,"Bournemouth, Christchurch and Poole 041A",E02003192,"Bournemouth, Christchurch and Poole 041",E06000058,"Bournemouth, Christchurch and Poole",2039,119,135,100,82,250,253,214,187,126,127,106,87,82,51,57,38,15,10
E01015344,"Bournemouth, Christchurch and Poole 028A",23636.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015344,"Bournemouth, Christchurch and Poole 028A",E02003183,"Bournemouth, Christchurch and Poole 028",E06000058,"Bournemouth, Christchurch and Poole",1867,69,89,100,92,89,101,88,106,130,110,122,138,139,128,122,109,58,77
E01015328,"Bournemouth, Christchurch and Poole 038B",10291.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015328,"Bournemouth, Christchurch and Poole 038B",E02003188,"Bournemouth, Christchurch and Poole 038",E06000058,"Bournemouth, Christchurch and Poole",1970,93,91,65,57,170,190,205,179,134,113,104,104,96,120,84,59,49,57
E01015389,"Bournemouth, Christchurch and Poole 029D",23914.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015389,"Bournemouth, Christchurch and Poole 029D",E02003202,"Bournemouth, Christchurch and Poole 029",E06000058,"Bournemouth, Christchurch and Poole",1437,48,56,59,55,74,76,122,104,108,86,118,110,84,94,96,62,41,44
E01015294,"Bournemouth, Christchurch and Poole 025C",8189.0,"Bournemouth, Christchurch and Poole",Urban,NHS Dorset Integrated Care Board,E01015294,"Bournemouth, Christchurch and Poole 025C",E02003186,"Bournemouth, Christchurch and Poole 025",E06000058,"Bournemouth, Christchurch and Poole",2126,122,148,130,130,157,204,229,187,187,160,137,125,71,46,38,20,24,11
