LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,ladcd,ladnm,total_population,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_plus
E01032055,Wiltshire 039C,30195.0,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032055,Wiltshire 039C,E02006690,Wiltshire 039,E06000054,Wiltshire,1154,28,49,53,46,26,24,31,38,52,68,90,115,139,102,117,82,61,33
E01032056,Wiltshire 039D,14737.0,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032056,Wiltshire 039D,E02006690,Wiltshire 039,E06000054,Wiltshire,1345,54,67,85,67,68,61,58,61,71,95,108,112,90,94,98,68,50,38
E01034540,Wiltshire 037D,,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01034540,Wiltshire 037D,E02006689,Wiltshire 037,E06000054,Wiltshire,1502,53,59,64,73,47,36,44,56,65,105,115,121,151,114,141,113,89,56
E01032072,Wiltshire 021F,29462.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032072,Wiltshire 021F,E02006679,Wiltshire 021,E06000054,Wiltshire,1901,75,139,118,96,105,123,100,116,106,140,165,169,138,112,93,61,25,20
E01032070,Wiltshire 021D,14507.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032070,Wiltshire 021D,E02006679,Wiltshire 021,E06000054,Wiltshire,1839,104,112,106,83,91,112,111,99,76,109,131,130,125,132,115,100,60,43
E01034530,Wiltshire 021I,,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01034530,Wiltshire 021I,E02006679,Wiltshire 021,E06000054,Wiltshire,1701,84,108,99,101,87,89,97,110,96,148,149,111,106,86,96,64,46,24
E01032069,Wiltshire 022E,28037.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032069,Wiltshire 022E,E02006680,Wiltshire 022,E06000054,Wiltshire,1228,51,66,58,48,60,75,66,58,67,71,90,112,108,84,88,47,38,41
E01032067,Wiltshire 022C,23104.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032067,Wiltshire 022C,E02006680,Wiltshire 022,E06000054,Wiltshire,1425,56,56,67,65,62,71,86,69,65,88,92,111,96,96,121,110,64,50
E01032066,Wiltshire 022B,14018.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032066,Wiltshire 022B,E02006680,Wiltshire 022,E06000054,Wiltshire,1660,100,99,101,81,102,100,118,98,92,121,140,132,92,75,77,51,48,33
E01032081,Wiltshire 047D,16296.0,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032081,Wiltshire 047D,E02006695,Wiltshire 047,E06000054,Wiltshire,1320,48,64,64,57,34,48,55,55,76,88,96,122,126,88,88,80,68,63
E01032113,Wiltshire 043D,12670.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032113,Wiltshire 043D,E02006693,Wiltshire 043,E06000054,Wiltshire,1345,59,64,63,59,94,61,82,78,71,99,107,106,95,87,95,64,31,30
E01032035,Wiltshire 050B,29559.0,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032035,Wiltshire 050B,E02006665,Wiltshire 050,E06000054,Wiltshire,1663,51,72,88,58,58,60,37,57,71,91,103,139,131,137,165,145,107,93
E01032037,Wiltshire 050D,17097.0,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032037,Wiltshire 050D,E02006665,Wiltshire 050,E06000054,Wiltshire,1508,65,81,72,69,63,70,85,80,67,82,98,124,109,106,118,85,80,54
E01032036,Wiltshire 050C,11672.0,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032036,Wiltshire 050C,E02006665,Wiltshire 050,E06000054,Wiltshire,1437,41,74,63,77,59,57,47,66,51,85,110,126,122,136,133,112,39,39
E01032051,Wiltshire 047A,17050.0,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032051,Wiltshire 047A,E02006695,Wiltshire 047,E06000054,Wiltshire,1396,51,78,89,66,52,41,50,55,70,94,101,120,112,91,136,84,50,56
E01032110,Wiltshire 043A,21976.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032110,Wiltshire 043A,E02006693,Wiltshire 043,E06000054,Wiltshire,2385,129,130,133,111,109,135,155,150,132,162,153,165,147,150,150,128,82,64
E01032112,Wiltshire 043C,26240.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032112,Wiltshire 043C,E02006693,Wiltshire 043,E06000054,Wiltshire,1440,69,81,87,86,73,74,83,94,89,110,116,115,96,77,70,57,31,32
E01032694,Wiltshire 064D,24542.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032694,Wiltshire 064D,E02007024,Wiltshire 064,E06000054,Wiltshire,1871,112,154,156,144,105,137,124,153,135,150,137,129,76,55,47,31,16,10
E01032117,Wiltshire 063D,18550.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032117,Wiltshire 063D,E02007023,Wiltshire 063,E06000054,Wiltshire,2705,148,167,179,173,129,168,172,169,153,201,233,192,138,123,125,96,64,75
E01032118,Wiltshire 063C,6761.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032118,Wiltshire 063C,E02007023,Wiltshire 063,E06000054,Wiltshire,1625,93,124,125,98,112,111,116,110,88,103,130,108,87,75,51,31,40,23
E01032052,Wiltshire 039A,28632.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032052,Wiltshire 039A,E02006690,Wiltshire 039,E06000054,Wiltshire,1272,41,52,46,40,49,39,41,53,71,65,89,114,124,115,135,94,58,46
E01034552,Wiltshire 063B,,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01034552,Wiltshire 063B,E02007023,Wiltshire 063,E06000054,Wiltshire,1755,121,140,106,97,77,91,132,139,109,108,134,105,96,79,80,72,46,23
E01032053,Wiltshire 037A,25699.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032053,Wiltshire 037A,E02006689,Wiltshire 037,E06000054,Wiltshire,1461,63,92,91,73,58,46,76,79,82,82,105,117,94,99,92,100,56,56
E01032088,Wiltshire 036A,23845.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032088,Wiltshire 036A,E02006688,Wiltshire 036,E06000054,Wiltshire,1470,56,61,71,96,65,53,87,86,74,94,103,124,105,92,109,85,61,48
E01032092,Wiltshire 035A,28587.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032092,Wiltshire 035A,E02006687,Wiltshire 035,E06000054,Wiltshire,1446,73,68,60,55,81,100,87,91,58,85,101,122,129,119,98,62,28,29
E01032114,Wiltshire 044D,17281.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032114,Wiltshire 044D,E02006694,Wiltshire 044,E06000054,Wiltshire,1486,62,63,109,103,67,81,64,85,82,106,118,97,110,81,77,74,49,58
E01032108,Wiltshire 042D,24078.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032108,Wiltshire 042D,E02006692,Wiltshire 042,E06000054,Wiltshire,1300,58,58,62,55,51,47,70,84,52,76,94,86,86,95,103,75,71,77
E01032111,Wiltshire 043B,15222.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032111,Wiltshire 043B,E02006693,Wiltshire 043,E06000054,Wiltshire,1302,48,66,74,74,67,54,67,68,81,94,117,102,95,73,86,55,45,36
E01032054,Wiltshire 039B,13890.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032054,Wiltshire 039B,E02006690,Wiltshire 039,E06000054,Wiltshire,1257,56,67,86,65,62,63,57,70,64,80,100,92,95,92,76,53,43,36
E01032695,Wiltshire 064C,26676.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032695,Wiltshire 064C,E02007024,Wiltshire 064,E06000054,Wiltshire,1499,45,67,76,77,65,58,70,73,76,104,110,128,112,99,112,85,61,81
E01032121,Wiltshire 039E,22915.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032121,Wiltshire 039E,E02006690,Wiltshire 039,E06000054,Wiltshire,1971,120,110,84,94,87,155,136,123,113,119,130,152,98,113,132,101,59,45
E01032119,Wiltshire 064B,19390.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032119,Wiltshire 064B,E02007024,Wiltshire 064,E06000054,Wiltshire,1889,93,75,77,80,130,173,138,108,120,120,140,165,114,85,87,72,54,58
E01032115,Wiltshire 064A,10628.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032115,Wiltshire 064A,E02007024,Wiltshire 064,E06000054,Wiltshire,1701,91,73,72,74,106,128,108,96,82,100,119,124,108,106,94,81,62,77
E01034551,Wiltshire 063A,,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01034551,Wiltshire 063A,E02007023,Wiltshire 063,E06000054,Wiltshire,1752,126,116,111,72,84,133,186,114,92,93,113,114,98,66,77,82,46,29
E01034541,Wiltshire 037E,,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01034541,Wiltshire 037E,E02006689,Wiltshire 037,E06000054,Wiltshire,1594,117,142,116,74,74,84,130,136,86,105,101,100,82,62,67,59,32,27
E01032083,Wiltshire 037B,17962.0,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032083,Wiltshire 037B,E02006689,Wiltshire 037,E06000054,Wiltshire,2455,110,132,154,115,96,140,120,120,135,155,179,178,167,171,200,136,73,74
E01032061,Wiltshire 023D,30067.0,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032061,Wiltshire 023D,E02006681,Wiltshire 023,E06000054,Wiltshire,1128,33,56,71,41,24,24,41,59,57,85,81,84,77,95,113,84,59,44
E01032049,Wiltshire 027E,25180.0,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032049,Wiltshire 027E,E02006682,Wiltshire 027,E06000054,Wiltshire,1578,74,61,98,74,51,49,63,72,95,94,108,118,116,129,143,88,67,78
E01034532,Wiltshire 027H,,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01034532,Wiltshire 027H,E02006682,Wiltshire 027,E06000054,Wiltshire,1184,43,43,51,40,28,55,57,75,64,75,85,106,95,86,107,76,45,53
E01032047,Wiltshire 027C,28694.0,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032047,Wiltshire 027C,E02006682,Wiltshire 027,E06000054,Wiltshire,1500,68,87,112,87,29,44,58,73,108,108,117,100,99,106,96,91,62,55
E01032046,Wiltshire 027B,24600.0,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032046,Wiltshire 027B,E02006682,Wiltshire 027,E06000054,Wiltshire,1567,82,100,95,77,56,65,84,96,116,106,99,111,107,95,102,74,47,55
E01032060,Wiltshire 023C,27494.0,Wiltshire,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032060,Wiltshire 023C,E02006681,Wiltshire 023,E06000054,Wiltshire,1602,55,83,104,87,54,40,51,59,73,108,144,123,114,116,119,114,57,101
E01014442,Bath and North East Somerset 022B,24837.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014442,Bath and North East Somerset 022B,E02003006,Bath and North East Somerset 022,E06000022,Bath and North East Somerset,1661,83,84,87,92,96,98,107,83,96,105,166,122,112,94,86,74,40,36
E01033079,Bath and North East Somerset 010H,22711.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01033079,Bath and North East Somerset 010H,E02002994,Bath and North East Somerset 010,E06000022,Bath and North East Somerset,1162,39,62,66,75,49,32,39,50,57,85,109,113,80,100,82,54,34,36
E01033078,Bath and North East Somerset 010G,28395.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01033078,Bath and North East Somerset 010G,E02002994,Bath and North East Somerset 010,E06000022,Bath and North East Somerset,1882,59,96,160,263,89,62,66,58,101,100,140,157,143,94,124,87,45,38
E01035209,Bath and North East Somerset 022F,,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01035209,Bath and North East Somerset 022F,E02003006,Bath and North East Somerset 022,E06000022,Bath and North East Somerset,1008,36,54,82,49,38,22,47,48,66,73,82,86,89,62,70,49,37,18
E01014433,Bath and North East Somerset 019C,16272.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014433,Bath and North East Somerset 019C,E02003003,Bath and North East Somerset 019,E06000022,Bath and North East Somerset,1364,99,99,65,92,95,92,119,121,90,91,104,89,64,54,31,19,17,23
E01014432,Bath and North East Somerset 019B,19118.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014432,Bath and North East Somerset 019B,E02003003,Bath and North East Somerset 019,E06000022,Bath and North East Somerset,1389,71,61,84,96,172,98,113,77,62,92,86,67,72,51,73,55,28,31
E01032091,Wiltshire 036D,18845.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032091,Wiltshire 036D,E02006688,Wiltshire 036,E06000054,Wiltshire,1176,45,37,61,56,84,79,71,59,62,89,105,97,94,61,63,44,43,26
E01032095,Wiltshire 035D,24864.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032095,Wiltshire 035D,E02006687,Wiltshire 035,E06000054,Wiltshire,1784,92,100,94,107,90,71,104,129,94,129,159,141,99,106,105,95,27,42
E01032090,Wiltshire 036C,14432.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032090,Wiltshire 036C,E02006688,Wiltshire 036,E06000054,Wiltshire,1458,67,89,97,86,70,74,89,83,96,100,94,111,77,82,96,65,42,40
E01032096,Wiltshire 033A,2484.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032096,Wiltshire 033A,E02006686,Wiltshire 033,E06000054,Wiltshire,1951,122,149,130,141,138,131,136,152,97,133,141,133,85,63,70,54,44,32
E01032093,Wiltshire 035B,5742.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032093,Wiltshire 035B,E02006687,Wiltshire 035,E06000054,Wiltshire,2481,166,195,176,150,149,179,176,179,140,185,196,168,129,99,72,56,34,32
E01032094,Wiltshire 035C,9938.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032094,Wiltshire 035C,E02006687,Wiltshire 035,E06000054,Wiltshire,2409,133,174,154,126,119,188,226,196,185,159,183,147,124,99,76,51,38,31
E01032089,Wiltshire 036B,15432.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032089,Wiltshire 036B,E02006688,Wiltshire 036,E06000054,Wiltshire,1448,75,72,70,65,71,125,150,114,142,116,131,106,59,51,40,24,18,19
E01032098,Wiltshire 033C,20008.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032098,Wiltshire 033C,E02006686,Wiltshire 033,E06000054,Wiltshire,1617,69,79,84,87,61,73,114,79,95,108,115,119,128,89,113,82,53,69
E01032085,Wiltshire 031A,19161.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032085,Wiltshire 031A,E02006684,Wiltshire 031,E06000054,Wiltshire,1590,67,86,85,69,81,85,117,124,106,112,118,115,119,91,89,68,21,37
E01032101,Wiltshire 032C,11175.0,Wiltshire,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01032101,Wiltshire 032C,E02006685,Wiltshire 032,E06000054,Wiltshire,1652,66,83,79,64,78,131,91,107,120,109,122,115,110,106,97,63,50,61
E01014424,Bath and North East Somerset 027A,30929.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014424,Bath and North East Somerset 027A,E02003011,Bath and North East Somerset 027,E06000022,Bath and North East Somerset,2180,128,133,145,125,115,125,139,108,105,139,151,141,111,135,132,118,70,60
E01014470,Bath and North East Somerset 026B,27412.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014470,Bath and North East Somerset 026B,E02003010,Bath and North East Somerset 026,E06000022,Bath and North East Somerset,1714,111,101,93,107,94,122,146,105,109,117,113,109,103,96,74,58,31,25
E01014418,Bath and North East Somerset 021D,25502.0,Bath and North East Somerset,Rural,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014418,Bath and North East Somerset 021D,E02003005,Bath and North East Somerset 021,E06000022,Bath and North East Somerset,1478,76,74,85,61,62,54,57,72,84,73,113,151,146,104,108,76,51,31
E01014472,Bath and North East Somerset 026D,22355.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014472,Bath and North East Somerset 026D,E02003010,Bath and North East Somerset 026,E06000022,Bath and North East Somerset,1871,97,136,124,111,95,129,135,112,124,107,125,133,79,92,106,54,56,56
E01014425,Bath and North East Somerset 027B,24869.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014425,Bath and North East Somerset 027B,E02003011,Bath and North East Somerset 027,E06000022,Bath and North East Somerset,2341,99,152,132,153,107,116,127,125,142,157,149,178,137,112,153,143,82,77
E01014426,Bath and North East Somerset 027C,12047.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014426,Bath and North East Somerset 027C,E02003011,Bath and North East Somerset 027,E06000022,Bath and North East Somerset,1461,81,81,78,75,104,74,89,71,65,75,92,99,91,71,108,60,61,86
E01014451,Bath and North East Somerset 024D,15177.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014451,Bath and North East Somerset 024D,E02003008,Bath and North East Somerset 024,E06000022,Bath and North East Somerset,1744,119,109,128,91,83,143,156,155,92,118,126,95,75,69,61,50,46,28
E01014423,Bath and North East Somerset 025D,24284.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014423,Bath and North East Somerset 025D,E02003009,Bath and North East Somerset 025,E06000022,Bath and North East Somerset,1499,69,93,97,70,101,87,96,84,104,77,134,94,77,71,80,64,47,54
E01014469,Bath and North East Somerset 026A,11976.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014469,Bath and North East Somerset 026A,E02003010,Bath and North East Somerset 026,E06000022,Bath and North East Somerset,1383,67,111,101,99,71,74,92,85,92,71,91,74,93,75,62,49,35,41
E01014471,Bath and North East Somerset 026C,19636.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014471,Bath and North East Somerset 026C,E02003010,Bath and North East Somerset 026,E06000022,Bath and North East Somerset,1572,80,98,102,75,106,101,143,77,100,97,119,118,93,90,73,50,25,25
E01014450,Bath and North East Somerset 024C,12365.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014450,Bath and North East Somerset 024C,E02003008,Bath and North East Somerset 024,E06000022,Bath and North East Somerset,1469,112,110,111,95,78,85,104,98,93,81,96,97,71,78,64,46,31,19
E01014421,Bath and North East Somerset 025B,29959.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014421,Bath and North East Somerset 025B,E02003009,Bath and North East Somerset 025,E06000022,Bath and North East Somerset,1516,79,90,99,84,78,75,81,83,89,91,115,138,111,76,80,53,54,40
E01014422,Bath and North East Somerset 025C,31159.0,Bath and North East Somerset,Urban,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E01014422,Bath and North East Somerset 025C,E02003009,Bath and North East Somerset 025,E06000022,Bath and North East Somerset,1710,102,82,86,93,75,78,84,101,86,113,124,125,110,96,114,97,84,60
