LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,ladcd,ladnm,total_population,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_plus
E01029143,Sedgemoor 014D,14024.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board,E01029143,Sedgemoor 014D,E02006074,Sedgemoor 014,E06000066,,1372,68,80,62,67,57,83,64,59,72,79,98,108,110,90,72,91,56,56
E01029142,Sedgemoor 014C,23721.0,Sedgemoor,Urban,NHS Somerset Integrated Care Board,E01029142,Sedgemoor 014C,E02006074,Sedgemoor 014,E06000066,,1515,69,82,90,67,50,56,86,84,73,92,110,113,94,109,119,97,74,50
E01035119,Sedgemoor 014J,,Sedgemoor,Urban,NHS Somerset Integrated Care Board,E01035119,Sedgemoor 014J,E02006074,Sedgemoor 014,E06000066,,1701,159,148,146,63,87,158,184,167,126,76,94,88,60,40,31,17,18,39
E01029264,Somerset West and Taunton 016B,28575.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board,E01029264,Somerset West and Taunton 016B,E02006109,Somerset West and Taunton 016,E06000066,,1370,63,86,74,61,43,60,77,73,74,79,81,91,84,83,98,87,84,72
E01029265,Somerset West and Taunton 016C,30225.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board,E01029265,Somerset West and Taunton 016C,E02006109,Somerset West and Taunton 016,E06000066,,1362,53,77,64,54,51,49,77,69,53,76,88,107,106,99,115,100,70,54
E01029301,Somerset West and Taunton 015D,15552.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board,E01029301,Somerset West and Taunton 015D,E02006108,Somerset West and Taunton 015,E06000066,,2062,67,57,93,80,77,134,132,121,105,116,131,128,111,124,153,131,123,179
E01029256,Somerset West and Taunton 012A,23320.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board,E01029256,Somerset West and Taunton 012A,E02006106,Somerset West and Taunton 012,E06000066,,2221,90,148,156,132,89,100,111,152,148,130,132,143,109,141,135,114,80,111
E01029281,Somerset West and Taunton 014B,11503.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board,E01029281,Somerset West and Taunton 014B,E02006107,Somerset West and Taunton 014,E06000066,,1665,92,88,91,65,86,102,99,93,99,111,114,130,100,113,104,77,45,56
E01029282,Somerset West and Taunton 008A,24656.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board,E01029282,Somerset West and Taunton 008A,E02006104,Somerset West and Taunton 008,E06000066,,1388,104,76,70,70,82,122,110,98,111,98,104,91,80,65,43,34,14,16
E01029280,Somerset West and Taunton 014A,7735.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board,E01029280,Somerset West and Taunton 014A,E02006107,Somerset West and Taunton 014,E06000066,,1731,92,147,115,116,87,101,106,154,114,107,121,104,74,67,92,55,32,47
E01029302,Somerset West and Taunton 016D,30879.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board,E01029302,Somerset West and Taunton 016D,E02006109,Somerset West and Taunton 016,E06000066,,1762,72,96,116,102,67,87,85,85,92,126,134,132,117,90,125,90,74,72
E01029286,Somerset West and Taunton 015C,10302.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board,E01029286,Somerset West and Taunton 015C,E02006108,Somerset West and Taunton 015,E06000066,,1710,108,103,74,66,113,168,165,133,127,129,129,100,73,63,63,35,30,31
E01029284,Somerset West and Taunton 015B,5754.0,Somerset West and Taunton,Urban,NHS Somerset Integrated Care Board,E01029284,Somerset West and Taunton 015B,E02006108,Somerset West and Taunton 015,E06000066,,1710,63,53,36,53,121,159,159,153,98,108,77,115,74,78,111,95,80,77
E01029154,South Somerset 008A,13875.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029154,South Somerset 008A,E02006082,South Somerset 008,E06000066,,1908,88,122,131,78,64,79,113,90,88,117,134,153,125,153,158,109,60,46
E01029156,South Somerset 008B,16546.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029156,South Somerset 008B,E02006082,South Somerset 008,E06000066,,1968,114,110,86,80,86,115,114,113,89,112,142,146,148,149,144,116,70,34
E01029180,South Somerset 020C,15500.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029180,South Somerset 020C,E02006094,South Somerset 020,E06000066,,1476,68,75,77,70,67,52,93,75,75,82,99,123,110,105,114,95,51,45
E01029179,South Somerset 020B,10056.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029179,South Somerset 020B,E02006094,South Somerset 020,E06000066,,1092,56,62,56,62,44,42,74,53,50,75,62,77,65,83,93,60,43,35
E01029178,South Somerset 020A,16911.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029178,South Somerset 020A,E02006094,South Somerset 020,E06000066,,1548,47,65,89,66,54,47,47,62,72,90,130,133,127,126,145,99,85,64
E01029244,South Somerset 018D,32046.0,South Somerset,Urban,NHS Somerset Integrated Care Board,E01029244,South Somerset 018D,E02006092,South Somerset 018,E06000066,,1474,54,73,67,68,68,65,66,89,78,97,100,94,109,120,140,89,47,50
E01029243,South Somerset 018C,20716.0,South Somerset,Urban,NHS Somerset Integrated Care Board,E01029243,South Somerset 018C,E02006092,South Somerset 018,E06000066,,1571,47,53,58,50,77,46,67,72,64,73,127,113,114,144,180,121,58,107
E01029242,South Somerset 018B,26052.0,South Somerset,Urban,NHS Somerset Integrated Care Board,E01029242,South Somerset 018B,E02006092,South Somerset 018,E06000066,,1445,65,72,93,68,87,100,96,88,85,92,107,102,91,91,96,62,27,23
E01035126,South Somerset 015F,,South Somerset,Urban,NHS Somerset Integrated Care Board,E01035126,South Somerset 015F,E02006089,South Somerset 015,E06000066,,1118,58,34,35,40,102,116,105,79,69,75,77,67,69,48,52,30,30,32
E01029241,South Somerset 016A,12366.0,South Somerset,Urban,NHS Somerset Integrated Care Board,E01029241,South Somerset 016A,E02006090,South Somerset 016,E06000066,,2188,173,151,128,104,125,215,205,166,151,154,139,145,82,72,60,43,33,42
E01029206,South Somerset 008C,23007.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029206,South Somerset 008C,E02006082,South Somerset 008,E06000066,,1739,102,114,80,85,94,97,107,101,88,97,105,116,125,113,113,95,54,53
E01029207,South Somerset 008D,28688.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029207,South Somerset 008D,E02006082,South Somerset 008,E06000066,,1466,70,66,72,62,67,75,72,62,82,94,105,116,110,113,117,85,56,42
E01029155,South Somerset 005A,21832.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029155,South Somerset 005A,E02006079,South Somerset 005,E06000066,,1793,50,63,86,70,63,55,51,77,74,93,149,176,151,158,167,129,108,73
E01029227,South Somerset 005B,20163.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029227,South Somerset 005B,E02006079,South Somerset 005,E06000066,,2282,138,147,139,115,92,133,152,158,118,130,148,167,142,145,137,87,61,73
E01029165,South Somerset 006B,14702.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029165,South Somerset 006B,E02006080,South Somerset 006,E06000066,,1208,27,46,62,55,52,45,33,38,65,57,101,113,92,87,126,87,67,55
E01029164,South Somerset 006A,20176.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029164,South Somerset 006A,E02006080,South Somerset 006,E06000066,,1673,75,110,170,88,66,59,79,80,87,91,106,117,114,90,117,89,69,66
E01029166,South Somerset 002A,20139.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029166,South Somerset 002A,E02006076,South Somerset 002,E06000066,,2435,71,88,134,136,99,104,84,60,97,162,203,264,221,183,213,157,79,80
E01029167,South Somerset 002B,16108.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029167,South Somerset 002B,E02006076,South Somerset 002,E06000066,,1697,66,88,86,97,80,85,101,78,84,89,144,114,104,99,100,103,74,105
E01029168,South Somerset 002C,30541.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029168,South Somerset 002C,E02006076,South Somerset 002,E06000066,,1756,67,72,72,80,63,79,101,68,72,96,128,109,129,153,156,110,101,100
E01029038,Mendip 007D,11757.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029038,Mendip 007D,E02006053,Mendip 007,E06000066,,1632,114,132,128,93,78,101,143,122,116,98,114,91,89,73,67,39,16,18
E01035111,Mendip 007H,,Mendip,Urban,NHS Somerset Integrated Care Board,E01035111,Mendip 007H,E02006053,Mendip 007,E06000066,,1889,166,164,143,99,124,182,181,143,140,108,105,89,59,65,50,26,23,22
E01029036,Mendip 004A,10564.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029036,Mendip 004A,E02006050,Mendip 004,E06000066,,1866,126,113,102,103,99,122,134,133,99,124,147,148,99,122,89,51,28,27
E01035110,Mendip 007G,,Mendip,Urban,NHS Somerset Integrated Care Board,E01035110,Mendip 007G,E02006053,Mendip 007,E06000066,,1364,117,126,96,65,51,104,123,119,95,100,81,81,61,49,47,24,14,11
E01029031,Mendip 003B,26493.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029031,Mendip 003B,E02006049,Mendip 003,E06000066,,1634,86,97,82,80,63,60,78,85,91,89,136,101,96,100,131,88,75,96
E01029029,Mendip 007A,10132.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029029,Mendip 007A,E02006053,Mendip 007,E06000066,,1688,96,119,105,86,84,78,113,108,81,100,132,151,109,89,79,68,46,44
E01029045,Mendip 004E,16882.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029045,Mendip 004E,E02006050,Mendip 004,E06000066,,1646,77,97,95,85,62,81,104,104,124,131,92,112,112,107,81,58,56,68
E01029034,Mendip 003E,24880.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029034,Mendip 003E,E02006049,Mendip 003,E06000066,,1299,72,61,79,65,48,69,98,74,64,95,93,77,81,90,101,64,35,33
E01029030,Mendip 003A,30228.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029030,Mendip 003A,E02006049,Mendip 003,E06000066,,1828,84,101,85,91,82,83,102,96,99,118,162,140,142,119,153,101,41,29
E01029033,Mendip 003D,24940.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029033,Mendip 003D,E02006049,Mendip 003,E06000066,,1401,82,75,71,85,62,66,87,100,87,88,102,97,100,88,70,63,45,33
E01029032,Mendip 003C,25374.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029032,Mendip 003C,E02006049,Mendip 003,E06000066,,1047,27,41,42,32,23,21,32,32,43,55,50,74,85,88,129,124,71,78
E01029023,Mendip 001B,20149.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029023,Mendip 001B,E02006047,Mendip 001,E06000066,,1317,57,84,68,73,36,46,39,61,63,101,118,140,77,90,93,92,49,30
E01029022,Mendip 001A,27701.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029022,Mendip 001A,E02006047,Mendip 001,E06000066,,1455,40,73,95,78,37,50,41,66,75,123,134,131,104,114,111,86,51,46
E01029043,Mendip 004D,16470.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029043,Mendip 004D,E02006050,Mendip 004,E06000066,,1726,116,114,141,103,61,102,111,130,119,137,141,117,92,75,68,45,28,26
E01029042,Mendip 004C,4252.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029042,Mendip 004C,E02006050,Mendip 004,E06000066,,1508,92,90,98,93,59,92,117,98,95,100,121,102,71,84,68,48,40,40
E01029044,Mendip 001C,12100.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029044,Mendip 001C,E02006047,Mendip 001,E06000066,,1410,85,93,84,67,83,77,86,100,97,108,106,121,64,62,68,35,29,45
E01029057,Mendip 001E,18875.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029057,Mendip 001E,E02006047,Mendip 001,E06000066,,2216,91,101,110,112,82,93,95,98,110,147,195,209,167,149,177,149,75,56
E01035122,South Somerset 011F,,South Somerset,Urban,NHS Somerset Integrated Care Board,E01035122,South Somerset 011F,E02006085,South Somerset 011,E06000066,,2053,204,184,120,91,131,238,245,215,137,122,114,86,60,38,41,17,3,7
E01035121,South Somerset 011E,,South Somerset,Urban,NHS Somerset Integrated Care Board,E01035121,South Somerset 011E,E02006085,South Somerset 011,E06000066,,1524,93,87,58,54,79,98,119,109,74,68,112,126,113,110,95,67,31,31
E01029254,South Somerset 011D,30936.0,South Somerset,Urban,NHS Somerset Integrated Care Board,E01029254,South Somerset 011D,E02006085,South Somerset 011,E06000066,,1329,47,59,69,55,41,48,50,66,62,65,94,106,103,105,125,97,69,68
E01029252,South Somerset 011B,27699.0,South Somerset,Urban,NHS Somerset Integrated Care Board,E01029252,South Somerset 011B,E02006085,South Somerset 011,E06000066,,1370,73,65,86,47,68,99,93,84,74,71,71,85,95,101,115,69,47,27
E01029251,South Somerset 012D,22178.0,South Somerset,Urban,NHS Somerset Integrated Care Board,E01029251,South Somerset 012D,E02006086,South Somerset 012,E06000066,,1776,70,101,93,91,72,75,104,103,104,98,142,117,114,103,129,134,73,53
E01029199,South Somerset 006D,18785.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029199,South Somerset 006D,E02006080,South Somerset 006,E06000066,,2811,85,96,96,125,514,292,217,126,117,121,153,200,184,144,131,103,62,45
E01029211,South Somerset 002E,17995.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029211,South Somerset 002E,E02006076,South Somerset 002,E06000066,,1377,38,48,69,72,45,42,61,37,43,81,96,140,134,126,136,100,68,41
E01029210,South Somerset 002D,23643.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029210,South Somerset 002D,E02006076,South Somerset 002,E06000066,,1825,77,101,80,90,76,73,67,90,87,105,127,158,172,125,143,113,53,88
E01029019,Mendip 013A,22120.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029019,Mendip 013A,E02006059,Mendip 013,E06000066,,2639,89,111,159,162,90,89,108,102,125,156,239,256,215,213,228,133,74,90
E01029059,Mendip 013B,17003.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029059,Mendip 013B,E02006059,Mendip 013,E06000066,,2190,91,106,98,97,89,84,80,93,117,123,191,194,169,198,175,120,94,71
E01029228,South Somerset 005C,19167.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029228,South Somerset 005C,E02006079,South Somerset 005,E06000066,,2169,150,142,120,121,83,148,196,131,110,121,136,123,129,125,124,92,60,58
E01029229,South Somerset 005D,14686.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029229,South Somerset 005D,E02006079,South Somerset 005,E06000066,,2118,140,95,98,87,124,149,194,134,123,111,121,168,124,102,125,74,63,86
E01029221,South Somerset 001C,16157.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029221,South Somerset 001C,E02006075,South Somerset 001,E06000066,,2473,105,113,158,136,86,78,91,104,123,162,204,200,227,184,198,133,97,74
E01029058,Mendip 010E,16390.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029058,Mendip 010E,E02006056,Mendip 010,E06000066,,2324,104,115,136,128,74,94,128,99,104,135,186,223,195,161,189,111,86,56
E01029053,Mendip 001D,14474.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029053,Mendip 001D,E02006047,Mendip 001,E06000066,,2362,76,145,137,109,91,78,81,115,134,154,188,219,183,160,228,115,77,72
E01029040,Mendip 007F,16465.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029040,Mendip 007F,E02006053,Mendip 007,E06000066,,1634,96,94,78,76,67,70,137,105,114,109,110,109,99,107,105,64,51,43
E01029037,Mendip 007C,11348.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029037,Mendip 007C,E02006053,Mendip 007,E06000066,,1408,79,91,94,79,41,44,79,131,89,103,112,137,87,80,70,45,22,25
E01029039,Mendip 007E,18737.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029039,Mendip 007E,E02006053,Mendip 007,E06000066,,1539,67,86,85,76,51,67,70,59,77,105,105,108,107,100,116,109,67,84
E01029041,Mendip 004B,11822.0,Mendip,Urban,NHS Somerset Integrated Care Board,E01029041,Mendip 004B,E02006050,Mendip 004,E06000066,,2043,111,116,136,105,97,122,134,130,128,154,150,146,107,103,91,67,74,72
E01029077,Mendip 013C,16758.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029077,Mendip 013C,E02006059,Mendip 013,E06000066,,2102,72,101,113,120,73,90,78,69,120,141,200,189,197,144,151,119,70,55
E01029028,Mendip 010D,22078.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029028,Mendip 010D,E02006056,Mendip 010,E06000066,,1122,41,43,51,25,54,54,65,54,55,67,93,108,89,73,92,60,62,36
E01029063,Mendip 009B,22417.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029063,Mendip 009B,E02006055,Mendip 009,E06000066,,2599,146,170,150,143,136,171,201,177,158,190,200,197,138,122,118,86,47,49
E01029067,Mendip 009E,13354.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029067,Mendip 009E,E02006055,Mendip 009,E06000066,,1703,109,107,115,73,77,125,109,120,98,94,113,106,83,112,75,69,53,65
E01029066,Mendip 009D,14683.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029066,Mendip 009D,E02006055,Mendip 009,E06000066,,1723,90,100,75,86,78,125,119,99,76,103,124,119,107,111,115,89,49,58
E01029062,Mendip 009A,9046.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029062,Mendip 009A,E02006055,Mendip 009,E06000066,,1533,125,95,78,68,114,139,158,127,110,92,100,120,92,40,36,16,15,8
E01029065,Mendip 009C,28294.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029065,Mendip 009C,E02006055,Mendip 009,E06000066,,1535,83,79,71,74,65,124,101,87,74,80,132,139,120,90,101,43,41,31
E01029064,Mendip 006C,19773.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029064,Mendip 006C,E02006052,Mendip 006,E06000066,,1506,72,60,84,62,77,98,116,85,73,82,144,115,97,101,87,65,39,49
E01029018,Mendip 006A,20836.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029018,Mendip 006A,E02006052,Mendip 006,E06000066,,2428,101,110,137,126,98,115,101,128,129,184,206,228,166,156,160,112,90,81
E01029024,Mendip 002A,28359.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029024,Mendip 002A,E02006048,Mendip 002,E06000066,,2284,110,128,155,122,96,109,98,120,115,159,182,204,157,160,159,92,58,60
E01029158,South Somerset 001B,22796.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029158,South Somerset 001B,E02006075,South Somerset 001,E06000066,,1419,65,62,156,139,49,61,64,67,74,128,98,121,78,82,61,53,33,28
E01029157,South Somerset 001A,18860.0,South Somerset,Rural,NHS Somerset Integrated Care Board,E01029157,South Somerset 001A,E02006075,South Somerset 001,E06000066,,1458,66,66,148,180,49,59,68,78,79,75,98,98,77,62,94,69,48,44
E01029027,Mendip 010C,22531.0,Mendip,Rural,NHS Somerset Integrated Care Board,E01029027,Mendip 010C,E02006056,Mendip 010,E06000066,,1568,100,94,94,63,64,88,87,97,78,81,115,142,95,74,102,79,64,51
