Code,Name,Address 1,Address 2,Address 3,Address 4,Address 5,Postcode,Type,Parent Organisation Code,Parent Organisation Name,postcode,latitude,longitude,lsoa21cd,msoa21cd,oa21cd,icb_code,local_authority
L81030001,Harptree Surgery: Cameley Surgery,Wells Road,Temple Cloud,,Bristol,Avon,BS39 5BW,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BS395BW,-2.542391875,51.31690756,E01014419,E02003004,E00072831,E54000040,E06000022
RVNAG,Hathaway Branch Surgery,32 New Road,,,Chippenham,Wiltshire,SN15 1HP,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN151HP,-2.118087006,51.46303206,E01031912,E02006654,E00162773,E54000040,E06000054
J83007001,Hathaway Medical Centre: New Road Surgery,32 New Road,,,Chippenham,Wiltshire,SN15 1HP,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN151HP,-2.118087006,51.46303206,E01031912,E02006654,E00162773,E54000040,E06000054
J83007,Hathaway Surgery,Middlefield Road,,,Chippenham,Wiltshire,SN14 6GT,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN146GT,-2.139763894,51.46732411,E01031908,E02006653,E00166446,E54000040,E06000054
J83027,Hawthorn Medical Centre,May Close,Cricklade Road,,Swindon,Wiltshire,SN2 1UU,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN21UU,-1.778907387,51.5766077,E01015509,E02003221,E00078432,E54000040,E06000030
L81039,Heart of Bath,Oldfield Surgery,45 Upper Oldfield Park,,Bath,Avon,BA2 3HT,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA23HT,-2.373946964,51.37636386,E01014484,E02002996,E00073132,E54000040,E06000022
L81039002,Heart of Bath: Junction Road Surgery,8 Junction Road,,,Bath,Avon,BA2 3NQ,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA23NQ,-2.37270278,51.37530681,E01014436,E02002998,E00072916,E54000040,E06000022
L81039001,Heart of Bath: St James's Surgery,8-9 Northampton Buildings,,,Bath,Avon,BA1 2SR,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA12SR,-2.366867969,51.38945117,E01033080,E02002993,E00072762,E54000040,E06000022
L81123,Hillcrest Surgery,Wellow Lane,Peasedown-St-John,,Bath,Avon,BA2 8JQ,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA28JQ,-2.431687302,51.31198206,E01014444,E02003006,E00072943,E54000040,E06000022
J83630,Hindon Surgery,High Street,Hindon,,Salisbury,Wiltshire,SP3 6DJ,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SP36DJ,-2.130799024,51.09582001,E01032010,E02006665,E00163258,E54000040,E06000054
L81010,Hope House Surgery,Hope House Centre,10 Waterloo Road,Radstock,Bath,,BA3 3EP,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA33EP,-2.446482071,51.29305271,E01014448,E02003008,E00072981,E54000040,E06000022
J83603,Jubilee Field Surgery,The Street,Yatton Keynell,,Chippenham,Wiltshire,SN14 7EJ,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN147EJ,-2.191875416,51.48409141,E01031940,E02006651,E00162903,E54000040,E06000054
J83037,Kennet and Avon Medical Partnership,Marlborough Surgery,George Lane,,Marlborough,Wiltshire,SN8 4BY,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN84BY,-1.728880302,51.41810882,E01031865,E02006635,E00162518,E54000040,E06000054
J83037002,Kennet and Avon Medical Partnership: Pewsey Surgery,High Street,,,Pewsey,Wiltshire,SN9 5AQ,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN95AQ,-1.76283371,51.33993687,E01031870,E02006636,E00162549,E54000040,E06000054
J83038,Kingswood Surgery,Kingswood Avenue,Park North,,Swindon,Wiltshire,SN3 2RJ,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN32RJ,-1.754341004,51.55625637,E01015540,E02003231,E00078582,E54000040,E06000030
O9F4T,Kingswood Surgery: Carfax Medical Centre,1 Islington Street,,,Swindon,Wiltshire,SN1 2DQ,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN12DQ,-1.781602207,51.56229847,E01032714,E02003230,E00177273,E54000040,E06000030
J83633002,Lakeside Practice,Colingsmead,,,Swindon,Wiltshire,SN3 3TQ,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN33TQ,-1.737537827,51.55613012,E01015491,E02003234,E00078330,E54000040,E06000030
J83034,Lansdowne Surgery,Waiblingen Way,,,Devizes,Wiltshire,SN10 2BU,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN102BU,-2.001745851,51.35620858,E01031853,E02006638,E00162462,E54000040,E06000054
J83625,Lodge Surgery,Lodge Road,,,Chippenham,Wiltshire,SN15 3SY,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN153SY,-2.101239939,51.44758241,E01031923,E02006656,E00162817,E54000040,E06000054
J83008,Lovemead Group Practice,Roundstone Surgery,Polebarn Circus,,Trowbridge,Wiltshire,BA14 7EH,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA147EH,-2.202605161,51.31857342,E01032101,E02006685,E00163724,E54000040,E06000054
J83041,Malmesbury Medical Partnership,Priory Way,,,Malmesbury,Wiltshire,SN16 0FB,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN160FB,-2.094630677,51.57723563,E01031959,E02006648,E00162988,E54000040,E06000054
J83056,Market Lavington Surgery,The High Street,Market Lavington,,Devizes,Wiltshire,SN10 4AQ,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN104AQ,-1.975801736,51.28910081,E01031857,E02006641,E00162478,E54000040,E06000054
J83056001,Market Lavington Surgery: Urchfont Surgery,Urchfont Village Hall,Peppercombe Lane,,Urchfont,Wiltshire,SN10 4QR,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN104QR,-1.94453803,51.31498655,E01031883,E02006641,E00162626,E54000040,E06000054
J83060,Mere Surgery,Dark Lane,Mere,Mere,Warminster,Wiltshire,BA12 6DT,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA126DT,-2.265341753,51.08987281,E01032035,E02006665,E00163404,E54000040,E06000054
J83052002,Millstream Medical Centre: Larkhill Medical Centre,Larkhill,,,Salisbury,Wiltshire,SP4 8QY,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SP48QY,-1.820768734,51.19744725,E01034543,E02006661,E00184169,E54000040,E06000054
Z4W8L,Moredon Medical Centre,Moredon Road,,,Swindon,Wiltshire,SN2 2JG,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN22JG,-1.807080725,51.58219599,E01015530,E02003217,E00177297,E54000040,E06000030
J83055,New Court Surgery,Borough Fields,Royal Wootton Bassett,,Swindon,Wiltshire,SN4 7AX,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN47AX,-1.905157562,51.54239431,E01031967,E02006649,E00163035,E54000040,E06000054
L81070,Newbridge Surgery,129 Newbridge Hill,,,Bath,Avon,BA1 3PT,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA13PT,-2.39457508,51.38765268,E01014428,E02002992,E00072882,E54000040,E06000022
J83057,North Swindon Practice,Home Ground Surgery,Thames Avenue,Haydon Wick,Swindon,Wiltshire,SN25 1QQ,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN251QQ,-1.807759588,51.59233934,E01015516,E02003215,E00078476,E54000040,E06000030
J83039,Northlands Surgery,North Street,,,Calne,Wiltshire,SN11 0HH,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN110HH,-2.0058789,51.44167378,E01031898,E02006657,E00162699,E54000040,E06000054
J83615,Old School House Surgery,Church Street,Great Bedwyn,,Marlborough,Wiltshire,SN8 3PF,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN83PF,-1.604522694,51.3758813,E01031843,E02006640,E00162397,E54000040,E06000054
J83022,Old Town Surgery,Curie Avenue,Okus,,Swindon,Wiltshire,SN1 4GB,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN14GB,-1.796355093,51.55042936,E01032707,E02003232,E00166488,E54000040,E06000030
J83646,Park Lane Practice,7-9 Park Lane,,,Swindon,Wiltshire,SN1 5HG,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN15HG,-1.795827361,51.55879044,E01015477,E02003226,E00078284,E54000040,E06000030
J83050,Patford House Surgery Partnership,Patford House Surgery,8A Patford Street,,Calne,Wiltshire,SN11 0EF,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN110EF,-2.005691324,51.43756465,E01034524,E02006658,E00162711,E54000040,E06000054
J83050002,Patford House Surgery Partnership: Beversbrook Medical Centre,Harrier Close,,,Calne,Wiltshire,SN11 9UT,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN119UT,-2.013433884,51.44632177,E01031897,E02006657,E00166369,E54000040,E06000054
J83050001,Patford House Surgery Partnership: Sutton Benger Surgery,Chestnut Road,Sutton Benger,,Chippenham,Wiltshire,SN15 4RP,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN154RP,-2.079945414,51.50628644,E01031939,E02006651,E00162896,E54000040,E06000054
J83645,Phoenix Surgery,Dunwich Drive,Toothill,,Swindon,Wiltshire,SN5 8SX,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN58SX,-1.821841166,51.55355481,E01015570,E02003233,E00078748,E54000040,E06000030
J83010,Porch Surgery,Beechfield Road,,,Corsham,Wiltshire,SN13 9DL,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN139DL,-2.192017936,51.43235386,E01031932,E02006660,E00162866,E54000040,E06000054
J83006,Purton Surgery,High Street,Purton,,Swindon,Wiltshire,SN5 4BD,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN54BD,-1.87803479,51.58548293,E01031956,E02006646,E00162977,E54000040,E06000054
J83006001,Purton Surgery: Green Gable Surgery,38A The High Street,,,Cricklade,Wiltshire,SN6 6AY,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN66AY,-1.856497644,51.64144742,E01031935,E02006644,E00162873,E54000040,E06000054
J83045,Ramsbury Surgery,Whittonditch Road,Ramsbury,,Marlborough,Wiltshire,SN8 2QT,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN82QT,-1.593914892,51.44625866,E01031874,E02006634,E00162568,E54000040,E06000054
J83045001,Ramsbury Surgery: Wanborough Surgery,3-5 Ham Road,Wanborough,,Swindon,Wiltshire,SN4 0DF,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN40DF,-1.698010889,51.54168485,E01015547,E02003219,E00078627,E54000040,E06000030
J83064,Ridge Green Medical Practice,Ramleaze Drive,Shaw,,Swindon,Wiltshire,SN5 5PX,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN55PX,-1.836242438,51.56768323,E01015564,E02003225,E00078706,E54000040,E06000030
J83064001,Ridge Green Medical Practice: The Freshbrook Surgery,Village Centre,Freshbrook,,Swindon,Wiltshire,SN5 8LY,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN58LY,-1.839373275,51.5512603,E01015503,E02003233,E00078404,E54000040,E06000030
RN3H8,Ridgegreen Medical Centre,Ramleaze Drive,Shaw,,Swindon,Wiltshire,SN5 5PX,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN55PX,-1.836242438,51.56768323,E01015564,E02003225,E00078706,E54000040,E06000030
J83009,Ridgeway View Family Practice,Wroughton Health Centre,Barrett Way,Wroughton,Swindon,Wiltshire,SN4 9LW,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN49LW,-1.791571378,51.52417502,E01015587,E02003236,E00078820,E54000040,E06000030
J83009001,Ridgeway View Family Practice: Station House Surgery,Station Road,Chiseldon,,Swindon,Wiltshire,SN4 0PW,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN40PW,-1.727422979,51.51567262,E01015588,E02003236,E00078812,E54000040,E06000030
J83042,Rowden Surgery,Rowden Hill,,,Chippenham,Wiltshire,SN15 2SB,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN152SB,-2.125100779,51.45385341,E01031912,E02006654,E00162768,E54000040,E06000054
L81644,Rush Hill Surgery,20 Rush Hill,,,Bath,Avon,BA2 2QH,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA22QH,-2.393735857,51.3652302,E01014434,E02003003,E00072904,E54000040,E06000022
J83021003,Salisbury Medical Practice: Bemerton Heath Surgery,Pembroke Road,,,Salisbury,Wiltshire,SP2 9DJ,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SP29DJ,-1.829428644,51.08051882,E01031981,E02006667,E00163102,E54000040,E06000054
J83021002,Salisbury Medical Practice: Bishopdown Surgery,28 St. Clements Way,Bishopdow,,Salisbury,Wiltshire,SP1 3FF,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SP13FF,-1.781513259,51.08802855,E01031985,E02006666,E00163125,E54000040,E06000054
J83021004,Salisbury Medical Practice: Wilton Health Centre,Market Place,Wilton,,Salisbury,Wiltshire,SP2 0HT,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SP20HT,-1.862735199,51.07990617,E01032038,E02006669,E00163414,E54000040,E06000054
L81045001,Saltford Surgery,Saltford Clinic,495 Bath Road,Saltford,Bristol,Avon,BS31 3HQ,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BS313HQ,-2.456309603,51.40178815,E01014453,E02003000,E00072997,E54000040,E06000022
J83052,Sarum Health Group,Millstream Medical Centre,Millstream House,Avon Approach,Salisbury,Wiltshire,SP1 3SL,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SP13SL,-1.797518341,51.07173662,E01032014,E02006671,E00163295,E54000040,E06000054
J83629,Silton Surgery,Silton Road,Silton,,Gillingham,Dorset,SP8 5DF,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SP85DF,-2.31569861,51.07474868,E01020440,E02004256,E00103587,E54000041,E06000059
J81083,Sixpenny Handley Surgery,Dean Lane,Sixpenny Handley,,Salisbury,Wiltshire,SP5 5PA,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SP55PA,-1.9998492,50.95568713,E01020397,E02004243,E00103355,E54000041,E06000059
J81083001,Sixpenny Handley: Broadchalke Surgery,Doves Meadow,Broadchalke,,Salisbury,Wiltshire,SP5 5EL,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SP55EL,-1.946061748,51.02916845,E01031990,E02006669,E00163147,E54000040,E06000054
L81025,Somer Valley Medical Group,St.Chad's Surgery,Gullock Tyning,,Midsomer Norton,Avon,BA3 2UH,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA32UH,-2.476846099,51.28783456,E01014423,E02003009,E00072852,E54000040,E06000022
W6P8Z,Somerton House Surgery,79a North Road,Midsomer Norton,,Radstock,Avon,BA3 2QE,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA32QE,-2.483831351,51.28800371,E01014423,E02003009,E00072853,E54000040,E06000022
J83049,Southbroom Surgery,15 Estcourt Street,The Green,,Devizes,Wiltshire,SN10 1LQ,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN101LQ,-1.989037271,51.35228773,E01031850,E02006637,E00162446,E54000040,E06000054
J83046,Spa Medical Centre,Snowberry Lane,,,Melksham,Wiltshire,SN12 6UN,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN126UN,-2.126012268,51.36686762,E01032066,E02006680,E00163555,E54000040,E06000054
Y03671,Sparcells Surgery,Midwinter Close,Peatmoor,,Swindon,Wiltshire,SN5 5AN,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN55AN,-1.834821941,51.57748182,E01015562,E02003222,E00078719,E54000040,E06000030
L81045,St Augustine's Medical Practice,Block C,The Chocolate Factory,Via Traversus,Keynsham,Bristol,BS31 2GN,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BS312GN,-2.494732722,51.4228795,E01014399,E02002985,E00189459,E54000040,E06000022
J83048,St Melor House Surgery,Edwards Road,,,Amesbury,Wiltshire,SP4 7LT,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SP47LT,-1.777301803,51.17122406,E01031979,E02006663,E00163089,E54000040,E06000054
L81025001,St. Chads Surgery: Chilcompton Surgery,Carters Way,Chilcompton,,Radstock,Avon,BA3 4XH,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA34XH,-2.50475535,51.26074185,E01029024,E02006048,E00147818,E54000038,E06000066
J83053,St. James Surgery,Gains Lane,,,Devizes,Wiltshire,SN10 1QU,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN101QU,-1.989956161,51.35292622,E01031850,E02006637,E00162446,E54000040,E06000054
L81122,St. Mary's Surgery,St. Mary's Close,Timsbury,,Bath,Avon,BA2 0HX,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA20HX,-2.479869235,51.32608244,E01014459,E02003000,E00073026,E54000040,E06000022
L81069,St. Michael's Surgery,Walwyn Close,Twerton-on-Avon,,Bath,Avon,BA2 1ER,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA21ER,-2.39948253,51.38185439,E01014464,E02002995,E00073045,E54000040,E06000022
L81069001,St. Michael's Surgery: The Beehive Surgery,Mount Road,Southdown,,Bath,Avon,BA2 1NH,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BA21NH,-2.396330703,51.37296331,E01014455,E02002999,E00073002,E54000040,E06000022
D3V0S,Tadpole Surgery,Unit 1,William Morris Way,Tadpole Garden Village,Swindon,Wiltshire,SN25 2PP,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",SN252PP,-1.818509358,51.61162482,E01033841,E02003219,E00177274,E54000040,E06000030
L81064,Temple House Practice,St Clements Road,Keynsham,,Bristol,Avon,BS31 1AF,General Practice,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",BS311AF,-2.498229476,51.40983576,E01014403,E02002986,E00072742,E54000040,E06000022
